11804
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 139e extrait>,<>,<>
/.,/.,P
seulement,seulement,60
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
que,que,83
tu,tu,51
retournes,retourner,17
dans,dans,81
ton,ton,73
affreux,affreux,30
dortoir,dortoir,21
:,:,p
tu,tu,51
aurais,avoir,16
froid,froid,21
",",",",p
tu,tu,51
aurais,avoir,16
peur,peur,22
;,;,p
tu,tu,51
vas,aller,17
te,tu,51
coucher,coucher,14
dans,dans,81
mon,mon,73
lit,lit,21
",",",",p
de,de,81
beaux,beau,30
draps,drap,21
blancs,blanc,30
de,de,81
ce,ce,74
matin,matin,21
!,!,p
/…,/…,P
moi,moi,51
",",",",p
j',je,51
écrirai,écrire,15
toute,tout,75
la,le,71
nuit,nuit,22
:,:,p
et,et,82
si,si,83
le,le,71
sommeil,sommeil,21
me,je,51
prend,prendre,17
",",",",p
je,je,51
m',je,51
étendrai,étendre,15
sur,sur,81
le,le,71
canapé,canapé,21
/…,/…,P
bonsoir,bonsoir,21
!,!,p
ne,ne,60
me,je,51
parle,parler,17
plus,plus,60
/.,/.,P
le,le,71
petit,petit,30
chose,chose,22
se,se,51
couche,coucher,17
",",",",p
il,il,51
ne,ne,60
résiste,résister,17
pas,pas,60
/…,/…,P
tout,tout,52
ce,ce,52
qui,qui,52
lui,lui,51
arrive,arriver,17
lui,lui,51
fait,faire,17
l',le,71
effet,effet,21
d',de,81
un,un,71
rêve,rêve,21
/.,/.,P
que,que,52
d',de,81
événements,événement,21
dans,dans,81
une,un,71
journée,journée,22
/!,/!,P
avoir,avoir,14
été,être,12
si,si,60
près,près,81
de,de,81
la,le,71
mort,mort,22
",",",",p
et,et,82
se,se,51
retrouver,retrouver,14
au,à,81
au,le,71
fond,fond,21
d',de,81
un,un,71
bon,bon,30
lit,lit,21
",",",",p
dans,dans,81
cette,ce,74
chambre,chambre,22
tranquille,tranquille,30
et,et,82
tiède,tiède,30
!,!,p
/…,/…,P
comme,comme,83
le,le,71
petit,petit,30
chose,chose,22
est,être,17
bien,bien,60
!,!,p
/…,/…,P
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
en,en,81
ouvrant,ouvrir,13
les,le,71
yeux,oeil,21
",",",",p
il,il,51
voit,voir,17
sous,sous,81
la,le,71
clarté,clarté,22
douce,doux,30
de,de,81
l',le,71
abat-jour,abat-jour,21
le,le,71
bon,bon,30
abbé,abbé,21
Germane,Germane,20
qui,qui,52
",",",",p
tout,tout,60
en,en,81
fumant,fumer,13
",",",",p
fait,faire,17
courir,courir,14
sa,son,73
plume,plume,22
",",",",p
à,à,81
petit,petit,30
bruit,bruit,21
",",",",p
du,de,81
du,le,71
haut,haut,21
en,en,81
bas,bas,21
des,de,81
des,le,71
feuilles,feuille,22
blanches,blanc,30
/…,/…,P
je,je,51
fus,être,19
réveillé,réveiller,12
le,le,71
lendemain,lendemain,21
matin,matin,21
par,par,81
l',le,71
abbé,abbé,21
qui,qui,52
me,je,51
frappait,frapper,18
sur,sur,81
l',le,71
épaule,épaule,22
/.,/.,P
j',je,51
avais,avoir,18
tout,tout,52
oublié,oublier,12
en,en,81
dormant,dormir,13
/…,/…,P
cela,cela,52
fit,faire,19
beaucoup,beaucoup,60
rire,rire,14
mon,mon,73
sauveur,sauveur,21
/.,/.,P
-,-,p
allons,aller,17
!,!,p
mon,mon,73
garçon,garçon,21
",",",",p
me,je,51
dit,dire,19
il,il,51
",",",",p
la,le,71
cloche,cloche,22
sonne,sonner,17
",",",",p
dépêche,dépêcher,17
toi,toi,51
personne,personne,52
ne,ne,60
se,se,51
sera,être,15
aperçu,apercevoir,12
de,de,81
rien,rien,52
",",",",p
va,aller,17
prendre,prendre,14
tes,ton,73
élèves,élève,21
comme,comme,83
à,à,81
l',le,71
ordinaire,ordinaire,22
;,;,p
pendant,pendant,81
la,le,71
récréation,récréation,22
du,de,81
du,le,71
déjeuner,déjeuner,21
",",",",p
je,je,51
t',tu,51
attendrai,attendre,15
ici,ici,60
pour,pour,81
causer,causer,14
/.,/.,P
la,le,71
mémoire,mémoire,22
me,je,51
revint,revenir,19
tout,tout,60
d',de,81
un,un,71
coup,coup,21
/.,/.,P
je,je,51
voulais,vouloir,18
le,le,52
remercier,remercier,14
;,;,p
mais,mais,82
positivement,positivement,60
le,le,71
bon,bon,30
abbé,abbé,21
me,je,51
mit,mettre,19
à,à,81
la,le,71
porte,porte,22
/.,/.,P
si,si,83
l',le,71
étude,étude,22
me,je,51
parut,paraître,19
longue,long,30
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
besoin,besoin,21
de,de,81
vous,vous,51
le,le,52
dire,dire,14
/…,/…,P
les,le,71
élèves,élève,21
n',ne,60
étaient,être,18
pas,pas,60
encore,encore,60
dans,dans,81
la,le,71
cour,cour,22
",",",",p
que,que,83
déjà,déjà,60
je,je,51
frappais,frapper,18
chez,chez,81
l',le,71
abbé,abbé,21
Germane,Germane,20
/.,/.,P
je,je,51
le,le,52
retrouvai,retrouver,19
devant,devant,81
son,son,73
bureau,bureau,21
",",",",p
les,le,71
tiroirs,tiroir,21
grands,grand,30
ouverts,ouvert,31
",",",",p
occupé,occupé,31
à,à,81
compter,compter,14
des,de,81
des,le,71
pièces,pièce,22
d',de,81
or,or,21
",",",",p
qu',que,52
il,il,51
alignait,aligner,18
soigneusement,soigneusement,60
par,par,81
petits,petit,30
tas,tas,21
/.,/.,P
au,à,81
au,le,71
bruit,bruit,21
que,que,52
je,je,51
fis,faire,19
en,en,81
entrant,entrer,13
",",",",p
il,il,51
retourna,retourner,19
la,le,71
tête,tête,22
",",",",p
puis,puis,60
se,se,51
remit,remettre,19
à,à,81
son,son,73
travail,travail,21
",",",",p
sans,sans,81
rien,rien,52
me,je,51
dire,dire,14
;,;,p
quand,quand,83
il,il,51
eut,avoir,19
fini,finir,12
",",",",p
il,il,51
referma,refermer,19
ses,son,73
tiroirs,tiroir,21
",",",",p
et,et,82
me,je,51
faisant,faire,13
signe,signe,21
de,de,81
sa,son,73
main,main,22
avec,avec,81
un,un,71
bon,bon,30
sourire,sourire,21
:,:,p
-,-,p
tout,tout,75
ceci,ceci,52
est,être,17
pour,pour,81
toi,toi,51
",",",",p
me,je,51
dit,dire,19
il,il,51
/.,/.,P
j',je,51
ai,avoir,17
fait,faire,12
ton,ton,73
compte,compte,21
/.,/.,P
voici,voici,81
pour,pour,81
le,le,71
voyage,voyage,21
",",",",p
voici,voici,81
pour,pour,81
le,le,71
portier,portier,21
",",",",p
voici,voici,81
pour,pour,81
le,le,71
café,café,21
Barbette,Barbette,20
",",",",p
voici,voici,81
pour,pour,81
l',le,71
élève,élève,21
qui,qui,52
t',tu,51
a,avoir,17
prêté,prêter,12
dix,dix,72
francs,franc,21
/…,/…,P
j',je,51
avais,avoir,18
mis,mettre,12
cet,ce,74
argent,argent,21
de,de,81
côté,côté,21
pour,pour,81
faire,faire,14
un,un,71
remplaçant,remplaçant,21
à,à,81
Cadet,Cadet,20
;,;,p
mais,mais,82
Cadet,Cadet,20
ne,ne,60
tire,tirer,17
au,à,81
au,le,71
sort,sort,21
que,que,83
dans,dans,81
six,six,72
ans,an,21
",",",",p
et,et,82
d',de,81
ici,ici,60
là,là,60
nous,nous,51
nous,nous,51
serons,être,15
revus,revoir,12
/.,/.,P
“,“,p
je,je,51
voulus,vouloir,19
parler,parler,14
",",",",p
mais,mais,82
ce,ce,74
diable,diable,21
d',de,81
homme,homme,21
ne,ne,60
m',je,51
en,en,52
laissa,laisser,19
pas,pas,60
le,le,71
temps,temps,21
:,:,p
“,“,p
à,à,81
présent,présent,21
",",",",p
mon,mon,73
garçon,garçon,21
",",",",p
fais,faire,17
moi,moi,51
tes,ton,73
adieux,adieu,21
…,…,p
voilà,voilà,81
ma,mon,73
classe,classe,22
qui,qui,52
sonne,sonner,17
",",",",p
et,et,82
quand,quand,83
j',je,51
en,en,52
sortirai,sortir,15
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
plus,plus,60
te,tu,51
retrouver,retrouver,14
ici,ici,60
/.,/.,P
l',le,71
air,air,21
de,de,81
cette,ce,74
Bastille,Bastille,20
ne,ne,60
te,tu,51
vaut,valoir,17
rien,rien,52
/…,/…,P
file,filer,17
vite,vite,60
à,à,81
Paris,Paris,20
",",",",p
travaille,travailler,17
bien,bien,60
",",",",p
prie,prier,17
le,le,71
bon,bon,30
dieu,dieu,21
",",",",p
fume,fumer,17
des,de,81
des,le,71
pipes,pipe,22
",",",",p
et,et,82
tâche,tâcher,17
d',de,81
être,être,14
un,un,71
homme,homme,21
/.,/.,P
-,-,p
tu,tu,51
m',je,51
entends,entendre,17
",",",",p
tâche,tâcher,17
d',de,81
être,être,14
un,un,71
homme,homme,21
/!,/!,P
-,-,p
car,car,82
vois,voir,17
tu,tu,51
mon,mon,73
petit,petit,30
Daniel,Daniel,20
tu,tu,51
n',ne,60
es,être,17
encore,encore,60
qu',que,83
un,un,71
enfant,enfant,21
",",",",p
et,et,82
même,même,60
j',je,51
ai,avoir,17
bien,bien,60
peur,peur,22
que,que,83
tu,tu,51
sois,être,17
un,un,71
enfant,enfant,21
toute,tout,75
ta,ton,73
vie,vie,22
/.,/.,P
“,“,p
là-dessus,là-dessus,60
",",",",p
il,il,51
m',je,51
ouvrit,ouvrir,19
les,le,71
bras,bras,21
avec,avec,81
un,un,71
sourire,sourire,21
divin,divin,30
;,;,p
mais,mais,82
",",",",p
moi,moi,51
",",",",p
je,je,51
me,je,51
jetai,jeter,19
à,à,81
ses,son,73
genoux,genou,21
en,en,81
sanglotant,sangloter,13
/.,/.,P
il,il,51
me,je,51
releva,relever,19
et,et,82
m',je,51
embrassa,embrasser,19
sur,sur,81
les,le,71
deux,deux,72
joues,joue,22
/.,/.,P
la,le,71
cloche,cloche,22
sonnait,sonner,18
le,le,71
dernier,dernier,30
coup,coup,21
/.,/.,P
-,-,p
bon,bon,60
!,!,p
voilà,voilà,81
que,que,83
je,je,51
suis,être,17
en,en,81
retard,retard,21
",",",",p
dit,dire,19
il,il,51
en,en,81
rassemblant,rassembler,13
à,à,81
la,le,71
hâte,hâte,22
ses,son,73
livres,livre,21
et,et,82
ses,son,73
cahiers,cahier,21
/.,/.,P
comme,comme,83
il,il,51
allait,aller,18
sortir,sortir,14
",",",",p
il,il,51
se,se,51
retourna,retourner,19
encore,encore,60
vers,vers,81
moi,moi,51
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
bien,bien,60
un,un,71
frère,frère,21
à,à,81
Paris,Paris,20
",",",",p
moi,moi,51
aussi,aussi,60
",",",",p
un,un,71
brave,brave,30
homme,homme,21
de,de,81
prêtre,prêtre,21
",",",",p
que,que,83
tu,tu,51
pourrais,pouvoir,16
aller,aller,14
voir,voir,14
/…,/…,P
mais,mais,82
",",",",p
bah,bah,93
!,!,p
à,à,81
moitié,moitié,22
fou,fou,30
comme,comme,83
tu,tu,51
l',le,52
es,être,17
",",",",p
tu,tu,51
n',ne,60
aurais,avoir,16
qu',que,83
à,à,81
oublier,oublier,14
son,son,73
adresse,adresse,22
/…,/…,P
“,“,p
et,et,82
sans,sans,81
en,en,52
dire,dire,14
davantage,davantage,60
",",",",p
il,il,51
se,se,51
mit,mettre,19
à,à,81
descendre,descendre,14
l',le,71
escalier,escalier,21
à,à,81
grands,grand,30
pas,pas,21
/.,/.,P
sa,son,73
soutane,soutane,22
flottait,flotter,18
derrière,derrière,81
lui,lui,51
;,;,p
de,de,81
la,le,71
main,main,22
droite,droit,30
il,il,51
tenait,tenir,18
sa,son,73
calotte,calotte,22
",",",",p
et,et,82
",",",",p
sous,sous,81
le,le,71
bras,bras,21
gauche,gauche,30
",",",",p
il,il,51
portait,porter,18
un,un,71
gros,gros,30
paquet,paquet,21
de,de,81
papiers,papier,21
et,et,82
de,de,81
bouquins,bouquin,21
/…,/…,P
bon,bon,30
abbé,abbé,21
Germane,Germane,20
/!,/!,P
avant,avant,81
de,de,81
m',je,51
en,en,52
aller,aller,14
",",",",p
je,je,51
jetai,jeter,19
un,un,71
dernier,dernier,30
regard,regard,21
autour,autour,60
de,de,81
sa,son,73
chambre,chambre,22
;,;,p
je,je,51
contemplai,contempler,19
une,un,71
dernière,dernier,30
fois,fois,22
la,le,71
grande,grand,30
bibliothèque,bibliothèque,22
",",",",p
la,le,71
petite,petit,30
table,table,22
",",",",p
le,le,71
feu,feu,21
à,à,81
demi,demi,30
éteint,éteint,31
",",",",p
le,le,71
fauteuil,fauteuil,21
où,où,60
j',je,51
avais,avoir,18
tant,tant,60
pleuré,pleurer,12
",",",",p
le,le,71
lit,lit,21
où,où,60
j',je,51
avais,avoir,18
dormi,dormir,12
si,si,60
bien,bien,60
;,;,p
et,et,82
",",",",p
songeant,songer,13
à,à,81
cette,ce,74
existence,existence,22
mystérieuse,mystérieux,30
dans,dans,81
laquelle,lequel,52
je,je,51
devinais,deviner,18
tant,tant,60
de,de,81
courage,courage,21
",",",",p
de,de,81
bonté,bonté,22
cachée,caché,31
",",",",p
de,de,81
dévouement,dévouement,21
et,et,82
de,de,81
résignation,résignation,22
",",",",p
je,je,51
ne,ne,60
pus,pouvoir,19
m',je,51
empêcher,empêcher,14
de,de,81
rougir,rougir,14
de,de,81
mes,mon,73
lâchetés,lâcheté,22
",",",",p
et,et,82
je,je,51
me,je,51
fis,faire,19
le,le,71
serment,serment,21
de,de,81
me,je,51
rappeler,rappeler,14
toujours,toujours,60
l',le,71
abbé,abbé,21
Germane,Germane,20
/.,/.,P
en,en,81
attendant,attendre,13
",",",",p
le,le,71
temps,temps,21
passait,passer,18
/…,/…,P
j',je,51
avais,avoir,18
ma,mon,73
malle,malle,22
à,à,81
faire,faire,14
",",",",p
mes,mon,73
dettes,dette,22
à,à,81
payer,payer,14
",",",",p
ma,mon,73
place,place,22
à,à,81
retenir,retenir,14
à,à,81
la,le,71
diligence,diligence,22
/…,/…,P
au,à,81
au,le,71
moment,moment,21
de,de,81
sortir,sortir,14
",",",",p
j',je,51
aperçus,apercevoir,19
sur,sur,81
un,un,71
coin,coin,21
de,de,81
la,le,71
cheminée,cheminée,22
plusieurs,plusieurs,75
vieilles,vieux,30
pipes,pipe,22
toutes,tout,60
noires,noir,30
/.,/.,P
je,je,51
pris,prendre,19
la,le,71
plus,plus,60
vieille,vieux,30
",",",",p
la,le,71
plus,plus,60
noire,noir,30
",",",",p
la,le,71
plus,plus,60
courte,court,30
",",",",p
et,et,82
je,je,51
la,le,52
mis,mettre,19
dans,dans,81
ma,mon,73
poche,poche,22
comme,comme,83
une,un,71
relique,relique,22
;,;,p
puis,puis,60
je,je,51
descendis,descendre,19
/.,/.,P
en,en,81
bas,bas,21
",",",",p
la,le,71
porte,porte,22
du,de,81
du,le,71
vieux,vieux,30
gymnase,gymnase,21
était,être,18
encore,encore,60
entrouverte,entrouvrir,12
/.,/.,P
je,je,51
ne,ne,60
pus,pouvoir,19
m',je,51
empêcher,empêcher,14
d',de,81
y,y,52
jeter,jeter,14
un,un,71
regard,regard,21
en,en,81
passant,passer,13
",",",",p
et,et,82
ce,ce,52
que,que,52
je,je,51
vis,voir,17
me,je,51
fit,faire,19
frissonner,frissonner,14
/.,/.,P
je,je,51
vis,voir,19
la,le,71
grande,grand,30
salle,salle,22
sombre,sombre,30
et,et,82
froide,froid,30
",",",",p
l',le,71
anneau,anneau,21
de,de,81
fer,fer,21
qui,qui,52
reluisait,reluire,18
",",",",p
et,et,82
ma,mon,73
cravate,cravate,22
violette,violet,30
avec,avec,81
son,son,73
noeud,noeud,21
coulant,coulant,30
",",",",p
qui,qui,52
se,se,51
balançait,balancer,18
dans,dans,81
le,le,71
courant,courant,21
d',de,81
air,air,21
au-dessus,au-dessus,60
de,de,81
l',le,71
escabeau,escabeau,21
renversé,renversé,31
/.,/.,P
<XIII.>,<>,<>
les,le,71
clefs,clé,22
de,de,81
monsieur,monsieur,21
Viot,Viot,20
comme,comme,83
je,je,51
sortais,sortir,18
du,de,81
du,le,71
collège,collège,21
à,à,81
grandes,grand,30
enjambées,enjambée,22
",",",",p
encore,encore,60
tout,tout,60
ému,ému,31
de,de,81
l',le,71
horrible,horrible,30
spectacle,spectacle,21
que,que,52
je,je,51
venais,venir,18
de,de,81
voir,voir,14
",",",",p
la,le,71
loge,loge,22
du,de,81
du,le,71
portier,portier,21
s',se,51
ouvrit,ouvrir,19
brusquement,brusquement,60
",",",",p
et,et,82
j',je,51
entendis,entendre,19
qu',que,83
on,on,51
appelait,appeler,18
:,:,p
-,-,p
monsieur,monsieur,21
Eyssette,Eyssette,20
!,!,p
monsieur,monsieur,21
Eyssette,Eyssette,20
/!,/!,P
c',ce,52
étaient,être,18
le,le,71
maître,maître,21
du,de,81
du,le,71
café,café,21
Barbette,Barbette,20
et,et,82
son,son,73
digne,digne,30
ami,ami,21
monsieur,monsieur,21
Cassagne,Cassagne,20
",",",",p
l',le,71
air,air,21
effaré,effaré,31
",",",",p
presque,presque,60
insolents,insolent,30
/.,/.,P
le,le,71
cafetier,cafetier,21
parla,parler,19
le,le,71
premier,premier,72
/.,/.,P
-,-,p
est,être,17
ce,ce,52
vrai,vrai,30
que,que,52
vous,vous,51
partez,partir,17
",",",",p
monsieur,monsieur,21
Eyssette,Eyssette,20
/?,/?,P
-,-,p
oui,oui,60
",",",",p
monsieur,monsieur,21
Barbette,Barbette,20
",",",",p
répondis,répondre,19
je,je,51
tranquillement,tranquillement,60
",",",",p
je,je,51
pars,partir,17
aujourd'hui,aujourd'hui,60
même,même,60
/.,/.,P
monsieur,monsieur,21
Barbette,Barbette,20
fit,faire,19
un,un,71
bond,bond,21
",",",",p
monsieur,monsieur,21
Cassagne,Cassagne,20
en,en,52
fit,faire,19
un,un,71
autre,autre,52
;,;,p
mais,mais,82
le,le,71
bond,bond,21
de,de,81
monsieur,monsieur,21
Barbette,Barbette,20
fut,être,19
bien,bien,60
plus,plus,60
fort,fort,30
que,que,83
celui,celui,52
de,de,81
monsieur,monsieur,21
Cassagne,Cassagne,20
",",",",p
parce que,parce que,83
je,je,51
lui,lui,51
devais,devoir,18
beaucoup,beaucoup,60
d',de,81
argent,argent,21
/.,/.,P
-,-,p
comment,comment,60
!,!,p
aujourd'hui,aujourd'hui,60
même,même,60
/!,/!,P
-,-,p
aujourd'hui,aujourd'hui,60
même,même,60
",",",",p
et,et,82
je,je,51
cours,courir,17
de,de,81
ce,ce,74
pas,pas,21
retenir,retenir,14
ma,mon,73
place,place,22
à,à,81
la,le,71
diligence,diligence,22
/.,/.,P
je,je,51
crus,croire,19
qu',que,83
ils,ils,51
allaient,aller,18
me,je,51
sauter,sauter,14
à,à,81
la,le,71
gorge,gorge,22
/.,/.,P
“,“,p
et,et,82
mon,mon,73
argent,argent,21
?,?,p
dit,dire,19
monsieur,monsieur,21
Barbette,Barbette,20
/.,/.,P
-,-,p
et,et,82
le,le,71
mien,mien,52
?,?,p
hurla,hurler,19
monsieur,monsieur,21
Cassagne,Cassagne,20
/.,/.,P
sans,sans,81
répondre,répondre,14
",",",",p
j',je,51
entrai,entrer,19
dans,dans,81
la,le,71
loge,loge,22
",",",",p
et,et,82
tirant,tirer,13
gravement,gravement,60
",",",",p
à,à,81
pleines,plein,30
mains,main,22
",",",",p
les,le,71
belles,beau,30
pièces,pièce,22
d',de,81
or,or,21
de,de,81
l',le,71
abbé,abbé,21
Germane,Germane,20
",",",",p
je,je,51
me,je,51
mis,mettre,19
à,à,81
leur,leur,52
compter,compter,14
sur,sur,81
le,le,71
bout,bout,21
de,de,81
la,le,71
table,table,22
ce,ce,52
que,que,52
je,je,51
leur,leur,52
devais,devoir,18
à,à,81
tous,tout,75
les,le,71
deux,deux,72
/.,/.,P
ce,ce,52
fut,être,19
un,un,71
coup,coup,21
de,de,81
théâtre,théâtre,21
/!,/!,P
les,le,71
deux,deux,72
figures,figure,22
renfrognées,renfrogné,31
se,se,51
déridèrent,dérider,19
",",",",p
comme,comme,83
par,par,81
magie,magie,22
/…,/…,P
quand,quand,83
ils,ils,51
eurent,avoir,19
empoché,empocher,12
leur,leur,73
argent,argent,21
",",",",p
un,un,71
peu,peu,60
honteux,honteux,30
des,de,81
des,le,71
craintes,crainte,22
qu',que,52
ils,ils,51
m',je,51
avaient,avoir,18
montrées,montrer,12
",",",",p
et,et,82
tout,tout,60
joyeux,joyeux,30
d',de,81
être,être,14
payés,payer,12
",",",",p
ils,ils,51
s',se,51
épanchèrent,épancher,19
en,en,81
compliments,compliment,21
de,de,81
condoléances,condoléances,22
et,et,82
en,en,81
protestations,protestation,22
d',de,81
amitié,amitié,22
:,:,p
-,-,p
vraiment,vraiment,60
monsieur,monsieur,21
Eyssette,Eyssette,20
",",",",p
vous,vous,51
nous,nous,51
quittez,quitter,17
?,?,p
/…,/…,P
oh,oh,93
!,!,p
quel,quel,75
dommage,dommage,21
/!,/!,P
quelle,quel,75
perte,perte,22
pour,pour,81
la,le,71
maison,maison,22
/!,/!,P
et,et,82
puis,puis,60
des,de,81
des,le,71
oh,oh,93
!,!,p
des,de,81
des,le,71
ah,ah,93
!,!,p
des,de,81
des,le,71
hélas,hélas,60
!,!,p
des,de,81
des,le,71
soupirs,soupir,21
",",",",p
des,de,81
des,le,71
poignées,poignée,22
de,de,81
main,main,22
",",",",p
des,de,81
des,le,71
larmes,larme,22
étouffées,étouffé,31
/…,/…,P
la,le,71
veille,veille,22
encore,encore,60
",",",",p
j',je,51
aurais,avoir,16
pu,pouvoir,12
me,je,51
laisser,laisser,14
prendre,prendre,14
à,à,81
ces,ce,74
marques,marque,22
d',de,81
amitié,amitié,22
;,;,p
mais,mais,82
maintenant,maintenant,60
j',je,51
étais,être,18
ferré,ferrer,12
à,à,81
glace,glace,22
sur,sur,81
les,le,71
questions,question,22
de,de,81
sentiment,sentiment,21
/.,/.,P
le,le,71
quart,quart,21
d',de,81
heure,heure,22
passé,passé,31
sous,sous,81
la,le,71
tonnelle,tonnelle,22
m',je,51
avait,avoir,18
appris,apprendre,12
à,à,81
connaître,connaître,14
les,le,71
hommes,homme,21
",",",",p
-,-,p
du,de,81
du,le,71
moins,moins,60
je,je,51
le,le,52
croyais,croire,18
ainsi,ainsi,60
",",",",p
-,-,p
et,et,82
plus,plus,60
ces,ce,74
affreux,affreux,30
gargotiers,gargotier,21
se,se,51
montraient,montrer,18
affables,affable,30
",",",",p
plus,plus,60
ils,ils,51
m',je,51
inspiraient,inspirer,18
de,de,81
dégoût,dégoût,21
/.,/.,P
aussi,aussi,60
",",",",p
coupant,couper,13
court,court,60
à,à,81
leurs,leur,73
effusions,effusion,22
ridicules,ridicule,30
",",",",p
je,je,51
sortis,sortir,19
du,de,81
du,le,71
collège,collège,21
et,et,82
m',je,51
en,en,52
allai,aller,18
bien,bien,60
vite,vite,60
retenir,retenir,14
ma,mon,73
place,place,22
à,à,81
la,le,71
bienheureuse,bienheureux,30
diligence,diligence,22
qui,qui,52
devait,devoir,18
m',je,51
emporter,emporter,14
loin,loin,60
de,de,81
tous,tout,75
ces,ce,74
monstres,monstre,21
/.,/.,P
en,en,81
revenant,revenir,13
du,de,81
du,le,71
bureau,bureau,21
des,de,81
des,le,71
messageries,messagerie,22
",",",",p
je,je,51
passai,passer,19
devant,devant,81
le,le,71
café,café,21
Barbette,Barbette,20
",",",",p
mais,mais,82
je,je,51
n',ne,60
entrai,entrer,19
pas,pas,60
;,;,p
l',le,71
endroit,endroit,21
me,je,51
faisait,faire,18
horreur,horreur,22
/.,/.,P
seulement,seulement,60
",",",",p
poussé,poussé,31
par,par,81
je,je,51
ne,ne,60
sais,savoir,17
quelle,quel,75
curiosité,curiosité,22
malsaine,malsain,30
",",",",p
je,je,51
regardai,regarder,19
à,à,81
travers,travers,21
les,le,71
vitres,vitre,22
/…,/…,P
le,le,71
café,café,21
était,être,18
plein,plein,30
de,de,81
monde,monde,21
;,;,p
c',ce,52
était,être,18
jour,jour,21
de,de,81
poule,poule,22
au,à,81
au,le,71
billard,billard,21
/.,/.,P
on,on,51
voyait,voir,18
parmi,parmi,81
la,le,71
fumée,fumée,22
des,de,81
des,le,71
pipes,pipe,22
flamboyer,flamboyer,14
les,le,71
pompons,pompon,21
des,de,81
des,le,71
shakos,shako,21
et,et,82
les,le,71
ceinturons,ceinturon,21
qui,qui,52
reluisaient,reluire,18
pendus,pendu,31
aux,à,81
aux,le,71
patères,patère,22
/.,/.,P
les,le,71
nobles,noble,30
coeurs,coeur,21
étaient,être,18
au,à,81
au,le,71
complet,complet,21
",",",",p
il,il,51
ne,ne,60
manquait,manquer,18
que,que,83
le,le,71
maître,maître,21
d',de,81
armes,arme,22
/.,/.,P
je,je,51
regardai,regarder,19
un,un,71
moment,moment,21
ces,ce,74
grosses,gros,30
faces,face,22
rouges,rouge,30
que,que,52
les,le,71
glaces,glace,22
multipliaient,multiplier,18
",",",",p
l',le,71
absinthe,absinthe,22
dansant,danser,13
dans,dans,81
les,le,71
verres,verre,21
",",",",p
les,le,71
carafons,carafon,21
d',de,81
eau-de-vie,eau-de-vie,22
tout,tout,60
ébréchés,ébréché,31
sur,sur,81
le,le,71
bord,bord,21
;,;,p
et,et,82
de,de,81
penser,penser,14
que,que,83
j',je,51
avais,avoir,18
vécu,vivre,12
dans,dans,81
ce,ce,74
cloaque,cloaque,21
je,je,51
me,je,51
sentis,sentir,19
rougir,rougir,14
/…,/…,P
