11766
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 184e extrait>,<>,<>
déplaisaient,déplaire,18
le,le,71
plus,plus,60
aux,à,81
aux,le,71
autres,autre,52
/.,/.,P
en,en,81
effet,effet,21
",",",",p
il,il,51
déplaisait,déplaire,18
assez,assez,60
généralement,généralement,60
quand,quand,83
on,on,51
se,se,51
portait,porter,18
bien,bien,60
",",",",p
ce,ce,74
brusque,brusque,30
original,original,21
de,de,81
docteur,docteur,21
Torty,Torty,20
;,;,p
mais,mais,82
ceux,celui,52
à,à,81
qui,qui,52
il,il,51
déplaisait,déplaire,18
le,le,71
plus,plus,60
",",",",p
une,un,71
fois,fois,22
malades,malade,30
",",",",p
lui,lui,51
faisaient,faire,18
des,de,81
des,le,71
salamalecs,salamalec,21
",",",",p
comme,comme,83
les,le,71
sauvages,sauvage,21
en,en,52
faisaient,faire,18
au,à,81
au,le,71
fusil,fusil,21
de,de,81
Robinson,Robinson,20
qui,qui,52
pouvait,pouvoir,18
les,le,52
tuer,tuer,14
",",",",p
non,non,60
pour,pour,81
les,le,71
mêmes,même,75
raisons,raison,22
que,que,83
les,le,71
sauvages,sauvage,21
",",",",p
mais,mais,82
spécialement,spécialement,60
pour,pour,81
les,le,71
raisons,raison,22
contraires,contraire,30
:,:,p
il,il,51
pouvait,pouvoir,18
les,le,52
sauver,sauver,14
/!,/!,P
sans,sans,81
cette,ce,74
considération,considération,22
prépondérante,prépondérant,30
",",",",p
le,le,71
docteur,docteur,21
n',ne,60
aurait,avoir,16
jamais,jamais,60
gagné,gagner,12
vingt,vingt,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
dans,dans,81
une,un,71
petite,petit,30
ville,ville,22
aristocratique,aristocratique,30
",",",",p
dévote,dévot,30
et,et,82
bégueule,bégueule,30
",",",",p
qui,qui,52
l',le,52
aurait,avoir,16
parfaitement,parfaitement,60
mis,mettre,12
à,à,81
la,le,71
porte,porte,22
cochère,cocher,30
de,de,81
ses,son,73
hôtels,hôtel,21
",",",",p
si,si,83
elle,il,51
n',ne,60
avait,avoir,18
écouté,écouter,12
que,que,83
ses,son,73
opinions,opinion,22
et,et,82
ses,son,73
antipathies,antipathie,22
/.,/.,P
il,il,51
s',se,51
en,en,52
rendait,rendre,18
compte,compte,21
",",",",p
du,de,81
du,le,71
reste,reste,21
",",",",p
avec,avec,81
beaucoup,beaucoup,60
de,de,81
sang-froid,sang-froid,21
",",",",p
et,et,82
il,il,51
en,en,52
plaisantait,plaisanter,18
/.,/.,P
“,“,p
il,il,51
fallait,falloir,18
",",",",p
-,-,p
disait,dire,18
il,il,51
railleusement,railleusement,60
pendant,pendant,81
le,le,71
bail,bail,21
de,de,81
trente,trente,72
ans,an,21
qu',que,52
il,il,51
avait,avoir,18
fait,faire,12
à,à,81
V,V,20
…,…,p
",",",",p
-,-,p
qu',que,83
ils,ils,51
choisissent,choisir,17
entre,entre,81
moi,moi,51
et,et,82
l',le,71
extrême-onction,extrême-onction,22
",",",",p
et,et,82
",",",",p
tout,tout,60
dévots,dévot,30
qu',que,83
ils,ils,51
étaient,être,18
",",",",p
ils,ils,51
me,je,51
prenaient,prendre,18
encore,encore,60
de,de,81
préférence,préférence,22
aux,à,81
aux,le,71
saintes,saint,30
huiles,huile,22
/.,/.,P
“,“,p
comme,comme,83
vous,vous,51
voyez,voir,17
",",",",p
il,il,51
ne,ne,60
se,se,51
gênait,gêner,18
pas,pas,60
",",",",p
le,le,71
docteur,docteur,21
/.,/.,P
il,il,51
avait,avoir,18
la,le,71
plaisanterie,plaisanterie,22
légèrement,légèrement,60
sacrilège,sacrilège,30
/.,/.,P
franc,franc,30
disciple,disciple,21
de,de,81
Cabanis,Cabanis,20
en,en,81
philosophie,philosophie,22
médicale,médical,30
",",",",p
il,il,51
était,être,18
",",",",p
comme,comme,83
son,son,73
vieux,vieux,30
camarade,camarade,21
Chaussier,Chaussier,20
",",",",p
de,de,81
l',le,71
école,école,22
de,de,81
ces,ce,74
médecins,médecin,21
terribles,terrible,30
par,par,81
un,un,71
matérialisme,matérialisme,21
absolu,absolu,30
",",",",p
et,et,82
comme,comme,83
Dubois,Dubois,20
-,-,p
le,le,71
premier,premier,72
des,de,81
des,le,71
Dubois,Dubois,20
-,-,p
par,par,81
un,un,71
cynisme,cynisme,21
qui,qui,52
descend,descendre,17
toutes,tout,75
choses,chose,22
et,et,82
tutoierait,tutoyer,16
des,de,81
des,le,71
duchesses,duchesse,22
et,et,82
des,de,81
des,le,71
dames,dame,22
d',de,81
honneur,honneur,21
d',de,81
impératrice,impératrice,22
et,et,82
les,le,52
appellerait,appeler,16
“,“,p
mes,mon,73
petites,petit,30
mères,mère,22
“,“,p
",",",",p
ni,ni,82
plus,plus,60
ni,ni,82
moins,moins,60
que,que,83
des,de,81
des,le,71
marchandes,marchande,22
de,de,81
poisson,poisson,21
/.,/.,P
pour,pour,81
vous,vous,51
donner,donner,14
une,un,71
simple,simple,30
idée,idée,22
du,de,81
du,le,71
cynisme,cynisme,21
du,de,81
du,le,71
docteur,docteur,21
Torty,Torty,20
",",",",p
c',ce,52
est,être,17
lui,lui,51
qui,qui,52
me,je,51
disait,dire,18
un,un,71
soir,soir,21
",",",",p
au,à,81
au,le,71
cercle,cercle,21
des,de,81
des,le,71
ganaches,ganache,22
",",",",p
en,en,81
embrassant,embrasser,13
somptueusement,somptueusement,60
d',de,81
un,un,71
regard,regard,21
de,de,81
propriétaire,propriétaire,21
le,le,71
quadrilatère,quadrilatère,21
éblouissant,éblouissant,30
de,de,81
la,le,71
table,table,22
ornée,orné,31
de,de,81
cent,cent,72
vingt,vingt,72
convives,convive,21
:,:,p
“,“,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
les,le,52
fais,faire,17
tous,tout,52
!,!,p
/…,/…,P
“,“,p
Moïse,Moïse,20
n',ne,60
eût,avoir,19
pas,pas,60
été,être,12
plus,plus,60
fier,fier,30
",",",",p
en,en,81
montrant,montrer,13
la,le,71
baguette,baguette,22
avec,avec,81
laquelle,lequel,52
il,il,51
changeait,changer,18
des,de,81
des,le,71
rochers,rocher,21
en,en,81
fontaines,fontaine,22
/.,/.,P
que,que,52
voulez,vouloir,17
vous,vous,51
",",",",p
madame,madame,22
/?,/?,P
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
la,le,71
bosse,bosse,22
du,de,81
du,le,71
respect,respect,21
",",",",p
et,et,82
même,même,60
il,il,51
prétendait,prétendre,18
que,que,83
là,là,60
où,où,60
elle,il,51
est,être,17
sur,sur,81
le,le,71
crâne,crâne,21
des,de,81
des,le,71
autres,autre,75
hommes,homme,21
",",",",p
il,il,51
y,y,52
avait,avoir,18
un,un,71
trou,trou,21
sur,sur,81
le,le,71
sien,sien,52
/.,/.,P
vieux,vieux,30
",",",",p
ayant,avoir,13
passé,passer,12
la,le,71
soixante,soixante,72
dizaine,dizaine,22
",",",",p
mais,mais,82
carré,carré,31
",",",",p
robuste,robuste,30
et,et,82
noueux,noueux,30
comme,comme,83
son,son,73
nom,nom,21
",",",",p
d',de,81
un,un,71
visage,visage,21
sardonique,sardonique,30
et,et,82
",",",",p
sous,sous,81
sa,son,73
perruque,perruque,22
châtain,châtain,30
clair,clair,30
",",",",p
très,très,60
lisse,lisse,30
",",",",p
très,très,60
lustrée,lustré,31
et,et,82
à,à,81
cheveux,cheveu,21
très,très,60
courts,court,30
",",",",p
d',de,81
un,un,71
oeil,oeil,21
pénétrant,pénétrant,30
",",",",p
vierge,vierge,30
de,de,81
lunettes,lunette,22
",",",",p
vêtu,vêtu,31
presque,presque,60
toujours,toujours,60
en,en,81
habit,habit,21
gris,gris,30
ou,ou,82
de,de,81
ce,ce,74
brun,brun,21
qu',que,52
on,on,51
appela,appeler,19
longtemps,longtemps,60
fumée,fumé,31
de,de,81
Moscou,Moscou,20
",",",",p
il,il,51
ne,ne,60
ressemblait,ressembler,18
ni,ni,82
de,de,81
tenue,tenue,22
ni,ni,82
d',de,81
allure,allure,22
à,à,81
messieurs,monsieur,21
les,le,71
médecins,médecin,21
de,de,81
Paris,Paris,20
",",",",p
corrects,correct,30
",",",",p
cravatés,cravaté,31
de,de,81
blanc,blanc,21
",",",",p
comme,comme,83
du,de,81
du,le,71
suaire,suaire,21
de,de,81
leurs,leur,73
morts,mort,21
/!,/!,P
c',ce,52
était,être,18
un,un,71
autre,autre,75
homme,homme,21
/.,/.,P
il,il,51
avait,avoir,18
",",",",p
avec,avec,81
ses,son,73
gants,gant,21
de,de,81
daim,daim,21
",",",",p
ses,son,73
bottes,botte,22
à,à,81
forte,fort,30
semelle,semelle,22
et,et,82
à,à,81
gros,gros,30
talons,talon,21
qu',que,52
il,il,51
faisait,faire,18
retentir,retentir,14
sous,sous,81
son,son,73
pas,pas,21
très,très,60
ferme,ferme,30
",",",",p
quelque,quelque,75
chose,chose,22
d',de,81
alerte,alerte,30
et,et,82
de,de,81
cavalier,cavalier,30
",",",",p
et,et,82
cavalier,cavalier,21
est,être,17
bien,bien,60
le,le,71
mot,mot,21
",",",",p
car,car,82
il,il,51
était,être,18
resté,rester,12
(,(,p
combien,combien,60
d',de,81
années,année,22
sur,sur,81
trente,trente,72
!,!,p
),),p
",",",",p
le,le,71
charivari,charivari,21
boutonné,boutonné,31
sur,sur,81
la,le,71
cuisse,cuisse,22
",",",",p
et,et,82
à,à,81
cheval,cheval,21
",",",",p
dans,dans,81
des,de,81
des,le,71
chemins,chemin,21
à,à,81
casser,casser,14
en,en,81
deux,deux,72
des,de,81
des,le,71
centaures,centaure,21
",",",",p
-,-,p
et,et,82
on,on,51
devinait,deviner,18
bien,bien,60
tout,tout,52
cela,cela,52
à,à,81
la,le,71
manière,manière,22
dont,dont,52
il,il,51
cambrait,cambrer,18
encore,encore,60
son,son,73
large,large,30
buste,buste,21
",",",",p
vissé,vissé,31
sur,sur,81
des,de,81
des,le,71
reins,rein,21
qui,qui,52
n',ne,60
avaient,avoir,18
pas,pas,60
bougé,bouger,12
",",",",p
et,et,82
qui,qui,52
se,se,51
balançait,balancer,18
sur,sur,81
de,de,81
fortes,fort,30
jambes,jambe,22
sans,sans,81
rhumatismes,rhumatisme,21
",",",",p
arquées,arqué,31
comme,comme,83
celles,celui,52
d',de,81
un,un,71
ancien,ancien,30
postillon,postillon,21
/.,/.,P
le,le,71
docteur,docteur,21
Torty,Torty,20
avait,avoir,18
été,être,12
une,un,71
espèce,espèce,22
de,de,81
bas,bas,30
de,de,81
cuir,cuir,21
équestre,équestre,30
",",",",p
qui,qui,52
avait,avoir,18
vécu,vivre,12
dans,dans,81
les,le,71
fondrières,fondrière,22
du,de,81
du,le,71
Cotentin,Cotentin,20
",",",",p
comme,comme,83
le,le,71
bas,bas,30
de,de,81
cuir,cuir,21
de,de,81
Cooper,Cooper,20
dans,dans,81
les,le,71
forêts,forêt,22
de,de,81
l',le,71
Amérique,Amérique,20
/.,/.,P
naturaliste,naturaliste,21
qui,qui,52
se,se,51
moquait,moquer,18
",",",",p
comme,comme,83
le,le,71
héros,héros,21
de,de,81
Cooper,Cooper,20
",",",",p
des,de,81
des,le,71
lois,loi,22
sociales,social,30
",",",",p
mais,mais,82
qui,qui,52
",",",",p
comme,comme,83
l',le,71
homme,homme,21
de,de,81
Fenimore,Fenimore,20
",",",",p
ne,ne,60
les,le,52
avait,avoir,18
pas,pas,60
remplacées,remplacer,12
par,par,81
l',le,71
idée,idée,22
de,de,81
dieu,dieu,21
",",",",p
il,il,51
était,être,18
devenu,devenir,12
un,un,52
de,de,81
ces,ce,74
impitoyables,impitoyable,30
observateurs,observateur,21
qui,qui,52
ne,ne,60
peuvent,pouvoir,17
pas,pas,60
ne,ne,60
point,point,60
être,être,14
des,de,81
des,le,71
misanthropes,misanthrope,21
/.,/.,P
c',ce,52
est,être,17
fatal,fatal,30
/.,/.,P
aussi,aussi,60
l',le,52
était,être,18
il,il,51
/.,/.,P
seulement,seulement,60
il,il,51
avait,avoir,18
eu,avoir,12
le,le,71
temps,temps,21
",",",",p
pendant,pendant,81
qu',que,83
il,il,51
faisait,faire,18
boire,boire,14
la,le,71
boue,boue,22
des,de,81
des,le,71
mauvais,mauvais,30
chemins,chemin,21
au,à,81
au,le,71
ventre,ventre,21
sanglé,sanglé,31
de,de,81
son,son,73
cheval,cheval,21
",",",",p
de,de,81
se,se,51
blaser,blaser,14
sur,sur,81
les,le,71
autres,autre,75
fanges,fange,22
de,de,81
la,le,71
vie,vie,22
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
nullement,nullement,60
un,un,71
misanthrope,misanthrope,21
à,à,81
l',le,71
Alceste,Alceste,20
/.,/.,P
il,il,51
ne,ne,60
s',se,51
indignait,indigner,18
pas,pas,60
vertueusement,vertueusement,60
/.,/.,P
il,il,51
ne,ne,60
s',se,51
encolérait,encolérer,18
pas,pas,60
/.,/.,P
non,non,60
!,!,p
il,il,51
méprisait,mépriser,18
l',le,71
homme,homme,21
aussi,aussi,60
tranquillement,tranquillement,60
qu',que,83
il,il,51
prenait,prendre,18
sa,son,73
prise,prise,22
de,de,81
tabac,tabac,21
",",",",p
et,et,82
même,même,60
il,il,51
avait,avoir,18
autant,autant,60
de,de,81
plaisir,plaisir,21
à,à,81
le,le,52
mépriser,mépriser,14
qu',que,83
à,à,81
la,le,52
prendre,prendre,14
/.,/.,P
tel,tel,75
exactement,exactement,60
il,il,51
était,être,18
",",",",p
ce,ce,74
docteur,docteur,21
Torty,Torty,20
",",",",p
avec,avec,81
lequel,lequel,52
je,je,51
me,je,51
promenais,promener,18
/.,/.,P
il,il,51
faisait,faire,18
",",",",p
ce,ce,74
jour,jour,21
là,là,60
",",",",p
un,un,52
de,de,81
ces,ce,74
temps,temps,21
d',de,81
automne,automne,21
",",",",p
gais,gai,30
et,et,82
clairs,clair,30
",",",",p
à,à,81
arrêter,arrêter,14
les,le,71
hirondelles,hirondelle,22
qui,qui,52
vont,aller,17
partir,partir,14
/.,/.,P
Midi,Midi,20
sonnait,sonner,18
à,à,81
Notre-Dame,Notre Dame,20
",",",",p
et,et,82
son,son,73
grave,grave,30
bourdon,bourdon,21
semblait,sembler,18
verser,verser,14
",",",",p
par-dessus,par-dessus,60
la,le,71
rivière,rivière,22
verte,vert,30
et,et,82
moirée,moiré,31
aux,à,81
aux,le,71
piles,pile,22
des,de,81
des,le,71
ponts,pont,21
",",",",p
et,et,82
jusque,jusque,81
par-dessus,par-dessus,60
nos,notre,73
têtes,tête,22
",",",",p
tant,tant,60
l',le,71
air,air,21
ébranlé,ébranlé,31
était,être,18
pur,pur,30
!,!,p
de,de,81
longs,long,30
frémissements,frémissement,21
lumineux,lumineux,30
/.,/.,P
le,le,71
feuillage,feuillage,21
roux,roux,30
des,de,81
des,le,71
arbres,arbre,21
du,de,81
du,le,71
jardin,jardin,21
s',se,51
était,être,18
",",",",p
par,par,81
degrés,degré,21
",",",",p
essuyé,essuyer,12
du,de,81
du,le,71
brouillard,brouillard,21
bleu,bleu,30
qui,qui,52
les,le,52
noie,noyer,17
en,en,81
ces,ce,74
vaporeuses,vaporeux,30
matinées,matinée,22
d',de,81
octobre,octobre,21
",",",",p
et,et,82
un,un,71
joli,joli,30
soleil,soleil,21
d',de,81
arrière-saison,arrière-saison,22
nous,nous,51
chauffait,chauffer,18
agréablement,agréablement,60
le,le,71
dos,dos,21
",",",",p
dans,dans,81
sa,son,73
ouate,ouate,22
d',de,81
or,or,21
",",",",p
au,à,81
au,le,71
docteur,docteur,21
et,et,82
à,à,81
moi,moi,51
",",",",p
pendant,pendant,81
que,que,83
nous,nous,51
étions,être,18
arrêtés,arrêter,12
",",",",p
à,à,81
regarder,regarder,14
la,le,71
fameuse,fameux,30
panthère,panthère,22
noire,noir,30
",",",",p
qui,qui,52
est,être,17
morte,mourir,12
",",",",p
l',le,71
hiver,hiver,21
d',de,81
après,après,81
",",",",p
comme,comme,83
une,un,71
jeune,jeune,30
fille,fille,22
",",",",p
de,de,81
la,le,71
poitrine,poitrine,22
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
çà,çà,60
et,et,82
là,là,60
",",",",p
autour,autour,60
de,de,81
nous,nous,51
",",",",p
le,le,71
public,public,21
ordinaire,ordinaire,30
du,de,81
du,le,71
jardin,jardin,21
des,de,81
des,le,71
plantes,plante,22
",",",",p
ce,ce,74
public,public,21
spécial,spécial,30
de,de,81
gens,gens,21
du,de,81
du,le,71
peuple,peuple,21
",",",",p
de,de,81
soldats,soldat,21
et,et,82
de,de,81
bonnes,bonne,22
d',de,81
enfants,enfant,21
",",",",p
qui,qui,52
aiment,aimer,17
à,à,81
badauder,badauder,14
devant,devant,81
la,le,71
grille,grille,22
des,de,81
des,le,71
cages,cage,22
et,et,82
qui,qui,52
s',se,51
amusent,amuser,17
beaucoup,beaucoup,60
à,à,81
jeter,jeter,14
des,de,81
des,le,71
coquilles,coquille,22
de,de,81
noix,noix,22
et,et,82
des,de,81
des,le,71
pelures,pelure,22
de,de,81
marrons,marron,21
aux,à,81
aux,le,71
bêtes,bête,22
engourdies,engourdi,31
ou,ou,82
dormant,dormir,13
derrière,derrière,81
leurs,leur,73
barreaux,barreau,21
/.,/.,P
la,le,71
panthère,panthère,22
devant,devant,81
laquelle,lequel,52
nous,nous,51
étions,être,18
",",",",p
en,en,81
rôdant,rôder,13
",",",",p
arrivés,arriver,12
",",",",p
était,être,18
",",",",p
si,si,83
vous,vous,51
vous,vous,51
en,en,52
souvenez,souvenir,17
",",",",p
de,de,81
cette,ce,74
espèce,espèce,22
particulière,particulier,30
à,à,81
l',le,71
île,île,22
de,de,81
Java,Java,20
",",",",p
le,le,71
pays,pays,21
du,de,81
du,le,71
monde,monde,21
où,où,60
la,le,71
nature,nature,22
est,être,17
le,le,71
plus,plus,60
intense,intense,30
et,et,82
semble,sembler,17
elle-même,lui-même,51
quelque,quelque,75
grande,grand,30
tigresse,tigresse,22
",",",",p
inapprivoisable,inapprivoisable,30
à,à,81
l',le,71
homme,homme,21
",",",",p
qui,qui,52
le,le,52
fascine,fasciner,17
et,et,82
qui,qui,52
le,le,52
mord,mordre,17
dans,dans,81
toutes,tout,75
les,le,71
productions,production,22
de,de,81
son,son,73
sol,sol,21
terrible,terrible,30
et,et,82
splendide,splendide,30
/.,/.,P
à,à,81
Java,Java,20
",",",",p
les,le,71
fleurs,fleur,22
ont,avoir,17
plus,plus,60
d',de,81
éclat,éclat,21
et,et,82
plus,plus,60
de,de,81
parfum,parfum,21
",",",",p
les,le,71
fruits,fruit,21
plus,plus,60
de,de,81
goût,goût,21
",",",",p
les,le,71
animaux,animal,21
plus,plus,60
de,de,81
beauté,beauté,22
et,et,82
plus,plus,60
de,de,81
force,force,22
que,que,83
dans,dans,81
aucun,aucun,75
autre,autre,75
pays,pays,21
de,de,81
la,le,71
terre,terre,22
",",",",p
et,et,82
rien,rien,52
ne,ne,60
peut,pouvoir,17
donner,donner,14
une,un,71
idée,idée,22
de,de,81
cette,ce,74
violence,violence,22
de,de,81
vie,vie,22
à,à,81
qui,qui,52
n',ne,60
a,avoir,17
pas,pas,60
reçu,recevoir,12
les,le,71
poignantes,poignant,30
et,et,82
mortelles,mortel,30
sensations,sensation,22
d',de,81
une,un,71
contrée,contrée,22
tout,tout,60
à,à,81
la,le,71
fois,fois,22
enchantante,enchantant,30
et,et,82
empoisonnante,empoisonnant,30
",",",",p
tout,tout,52
ensemble,ensemble,60
Armide,Armide,20
et,et,82
Locuste,Locuste,20
/!,/!,P
étalée,étalé,31
nonchalamment,nonchalamment,60
sur,sur,81
ses,son,73
élégantes,élégant,30
pattes,patte,22
allongées,allongé,31
devant,devant,81
elle,il,51
",",",",p
la,le,71
tête,tête,22
droite,droit,30
",",",",p
ses,son,73
yeux,oeil,21
d',de,81
émeraude,émeraude,22
immobiles,immobile,30
",",",",p
la,le,71
panthère,panthère,22
était,être,18
un,un,71
magnifique,magnifique,30
échantillon,échantillon,21
des,de,81
des,le,71
redoutables,redoutable,30
productions,production,22
de,de,81
son,son,73
pays,pays,21
/.,/.,P
nulle,nul,75
tache,tache,22
fauve,fauve,30
n',ne,60
étoilait,étoiler,18
sa,son,73
fourrure,fourrure,22
de,de,81
velours,velours,21
noir,noir,30
",",",",p
d',de,81
un,un,71
noir,noir,21
si,si,60
profond,profond,30
et,et,82
si,si,60
mat,mat,30
que,que,83
la,le,71
lumière,lumière,22
",",",",p
en,en,81
y,y,52
glissant,glisser,13
",",",",p
ne,ne,60
la,le,52
lustrait,lustrer,18
même,même,60
pas,pas,60
",",",",p
mais,mais,82
s',se,51
y,y,52
absorbait,absorber,18
",",",",p
comme,comme,83
l',le,71
eau,eau,22
s',se,51
absorbe,absorber,17
dans,dans,81
l',le,71
éponge,éponge,22
qui,qui,52
la,le,52
boit,boire,17
/…,/…,P
quand,quand,83
on,on,51
se,se,51
retournait,retourner,18
de,de,81
cette,ce,74
forme,forme,22
idéale,idéal,30
de,de,81
beauté,beauté,22
souple,souple,30
",",",",p
de,de,81
force,force,22
terrible,terrible,30
au,à,81
au,le,71
repos,repos,21
",",",",p
de,de,81
dédain,dédain,21
impassible,impassible,30
et,et,82
royal,royal,30
",",",",p
vers,vers,81
les,le,71
créatures,créature,22
humaines,humain,30
qui,qui,52
la,le,52
regardaient,regarder,18
timidement,timidement,60
",",",",p
qui,qui,52
la,le,52
contemplaient,contempler,18
",",",",p
yeux,oeil,21
ronds,rond,30
et,et,82
bouche,bouche,22
béante,béant,30
",",",",p
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
l',le,71
humanité,humanité,22
qui,qui,52
avait,avoir,18
le,le,71
beau,beau,30
rôle,rôle,21
",",",",p
c',ce,52
était,être,18
la,le,71
bête,bête,22
/.,/.,P
et,et,82
elle,il,51
était,être,18
si,si,60
supérieure,supérieur,30
",",",",p
que,que,83
c',ce,52
en,en,52
était,être,18
presque,presque,60
humiliant,humiliant,30
/!,/!,P
j',je,51
en,en,52
faisais,faire,18
la,le,71
réflexion,réflexion,22
tout,tout,60
bas,bas,60
au,à,81
au,le,71
docteur,docteur,21
",",",",p
quand,quand,83
deux,deux,72
personnes,personne,22
scindèrent,scinder,19
tout,tout,60
à,à,81
coup,coup,21
le,le,71
groupe,groupe,21
amoncelé,amoncelé,31
devant,devant,81
la,le,71
panthère,panthère,22
et,et,82
se,se,51
