11342
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 125e extrait>,<>,<>
répands,répandre,17
ton,ton,73
sang,sang,21
comme,comme,83
une,un,71
rosée,rosée,22
bienfaisante,bienfaisant,30
",",",",p
et,et,82
souris,sourire,17
/.,/.,P
“,“,p
et,et,82
Sancho,Sancho,20
Pança,Pança,20
me,je,51
dit,dire,17
à,à,81
son,son,73
tour,tour,21
:,:,p
-,-,p
“,“,p
reste,rester,17
ce,ce,52
que,que,52
le,le,71
ciel,ciel,21
t',tu,51
a,avoir,17
fait,faire,12
",",",",p
mon,mon,73
compère,compère,21
/.,/.,P
préfère,préférer,17
la,le,71
croûte,croûte,22
de,de,81
pain,pain,21
qui,qui,52
sèche,sécher,17
dans,dans,81
ta,ton,73
besace,besace,22
aux,à,81
aux,le,71
ortolans,ortolan,21
qui,qui,52
rôtissent,rôtir,17
dans,dans,81
la,le,71
cuisine,cuisine,22
du,de,81
du,le,71
seigneur,seigneur,21
/.,/.,P
obéis,obéir,17
à,à,81
ton,ton,73
maître,maître,21
",",",",p
sage,sage,30
ou,ou,82
fou,fou,30
",",",",p
et,et,82
ne,ne,60
t',tu,51
embarrasse,embarrasser,17
pas,pas,60
le,le,71
cerveau,cerveau,21
de,de,81
trop,trop,60
de,de,81
choses,chose,22
inutiles,inutile,30
/.,/.,P
crains,craindre,17
les,le,71
coups,coup,21
:,:,p
c',ce,52
est,être,17
tenter,tenter,14
dieu,dieu,21
que,que,83
de,de,81
chercher,chercher,14
le,le,71
péril,péril,21
/.,/.,P
“,“,p
mais,mais,82
si,si,83
le,le,71
chevalier,chevalier,21
incomparable,incomparable,30
et,et,82
son,son,73
non,non,60
pareil,pareil,30
écuyer,écuyer,21
sont,être,17
en,en,81
image,image,22
au,à,81
au,le,71
bout,bout,21
de,de,81
ce,ce,74
bâton,bâton,21
",",",",p
ils,ils,51
sont,être,17
en,en,81
réalité,réalité,22
dans,dans,81
mon,mon,73
for intérieur,for intérieur,21
/.,/.,P
nous,nous,51
avons,avoir,17
tous,tout,52
en,en,81
nous,nous,51
un,un,71
Don Quichotte,Don Quichotte,20
et,et,82
un,un,71
Sancho,Sancho,20
que,que,52
nous,nous,51
écoutons,écouter,17
",",",",p
et,et,82
alors,alors,60
même,même,60
que,que,83
Sancho,Sancho,20
nous,nous,51
persuade,persuader,17
",",",",p
c',ce,52
est,être,17
Don Quichotte,Don Quichotte,20
qu',que,52
il,il,51
nous,nous,51
faut,falloir,17
admirer,admirer,14
/…,/…,P
mais,mais,82
trêve,trêve,22
de,de,81
radotage,radotage,21
!,!,p
et,et,82
allons,aller,17
chez,chez,81
madame,madame,22
de,de,81
Gabry,Gabry,20
pour,pour,81
une,un,71
affaire,affaire,22
qui,qui,52
passe,passer,17
le,le,71
train,train,21
ordinaire,ordinaire,30
de,de,81
la,le,71
vie,vie,22
/.,/.,P
même,même,75
jour,jour,21
/.,/.,P
je,je,51
trouvai,trouver,19
madame,madame,22
de,de,81
Gabry,Gabry,20
vêtue,vêtu,31
de,de,81
noir,noir,21
et,et,82
boutonnant,boutonner,13
ses,son,73
gants,gant,21
/.,/.,P
-,-,p
je,je,51
suis,être,17
prête,prêt,30
",",",",p
me,je,51
dit,dire,19
elle,il,51
/.,/.,P
prête,prêt,30
",",",",p
c',ce,52
est,être,17
ainsi,ainsi,60
que,que,83
je,je,51
l',le,52
ai,avoir,17
trouvée,trouver,12
en,en,81
toute,tout,75
occasion,occasion,22
de,de,81
bien,bien,60
faire,faire,14
/.,/.,P
après,après,81
quelques,quelque,75
compliments,compliment,21
sur,sur,81
la,le,71
bonne,bon,30
santé,santé,22
de,de,81
son,son,73
mari,mari,21
alors,alors,60
en,en,81
promenade,promenade,22
",",",",p
nous,nous,51
descendîmes,descendre,19
l',le,71
escalier,escalier,21
et,et,82
montâmes,monter,19
en,en,81
voiture,voiture,22
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
quelle,quel,75
secrète,secret,30
influence,influence,22
je,je,51
craignais,craindre,18
de,de,81
dissiper,dissiper,14
en,en,81
rompant,rompre,13
le,le,71
silence,silence,21
",",",",p
mais,mais,82
nous,nous,51
suivîmes,suivre,19
les,le,71
larges,large,30
boulevards,boulevard,21
déserts,désert,30
en,en,81
regardant,regarder,13
sans,sans,81
rien,rien,52
dire,dire,14
",",",",p
les,le,71
croix,croix,22
",",",",p
les,le,71
cippes,cippe,21
et,et,82
les,le,71
couronnes,couronne,22
qui,qui,52
attendent,attendre,17
chez,chez,81
le,le,71
marchand,marchand,21
leur,leur,73
funèbre,funèbre,30
clientèle,clientèle,22
/.,/.,P
le,le,71
fiacre,fiacre,21
s',se,51
arrêta,arrêter,19
aux,à,81
aux,le,71
derniers,dernier,30
confins,confins,21
de,de,81
la,le,71
terre,terre,22
des,de,81
des,le,71
vivants,vivant,21
",",",",p
devant,devant,81
la,le,71
porte,porte,22
sur,sur,81
laquelle,lequel,52
sont,être,17
gravées,graver,12
des,de,81
des,le,71
paroles,parole,22
d',de,81
espérance,espérance,22
/.,/.,P
-,-,p
suivez,suivre,17
moi,moi,51
",",",",p
me,je,51
dit,dire,19
madame,madame,22
de,de,81
Gabry,Gabry,20
",",",",p
dont,dont,52
je,je,51
remarquai,remarquer,19
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
la,le,71
haute,haut,30
taille,taille,22
/.,/.,P
nous,nous,51
allâmes,aller,19
le,le,71
long,long,21
d',de,81
une,un,71
allée,allée,22
de,de,81
cyprès,cyprès,21
",",",",p
puis,puis,60
nous,nous,51
suivîmes,suivre,19
un,un,71
chemin,chemin,21
étroit,étroit,30
ménagé,ménagé,31
entre,entre,81
des,de,81
des,le,71
tombes,tombe,22
/.,/.,P
enfin,enfin,60
",",",",p
devant,devant,81
une,un,71
pierre,pierre,22
couchée,couché,31
:,:,p
-,-,p
c',ce,52
est,être,17
là,là,60
",",",",p
me,je,51
dit,dire,19
elle,il,51
/.,/.,P
et,et,82
elle,il,51
s',se,51
agenouilla,agenouiller,19
/.,/.,P
je,je,51
remarquai,remarquer,19
malgré,malgré,81
moi,moi,51
le,le,71
beau,beau,30
mouvement,mouvement,21
d',de,81
abandon,abandon,21
par,par,81
lequel,lequel,52
cette,ce,74
femme,femme,22
chrétienne,chrétien,30
tomba,tomber,19
les,le,71
deux,deux,72
genoux,genou,21
à,à,81
terre,terre,22
",",",",p
laissant,laisser,13
les,le,71
flots,flot,21
de,de,81
sa,son,73
robe,robe,22
se,se,51
répandre,répandre,14
au,à,81
au,le,71
hasard,hasard,21
autour,autour,60
d',de,81
elle,il,51
/.,/.,P
je,je,51
n',ne,60
avais,avoir,18
jamais,jamais,60
vu,voir,12
de,de,81
dame,dame,22
s',se,51
agenouiller,agenouiller,14
si,si,60
franchement,franchement,60
et,et,82
avec,avec,81
un,un,71
tel,tel,75
oubli,oubli,21
de,de,81
soi-même,soi-même,51
",",",",p
hors,hors,81
deux,deux,72
exilées,exilée,22
polonaises,polonais,30
",",",",p
un,un,71
soir,soir,21
",",",",p
dans,dans,81
une,un,71
église,église,22
déserte,désert,30
de,de,81
Paris,Paris,20
/.,/.,P
cette,ce,74
image,image,22
me,je,51
traversa,traverser,19
comme,comme,83
un,un,71
éclair,éclair,21
et,et,82
je,je,51
ne,ne,60
vis,voir,19
plus,plus,60
que,que,83
la,le,71
pierre,pierre,22
inclinée,incliné,31
sur,sur,81
laquelle,lequel,52
était,être,18
le,le,71
nom,nom,21
de,de,81
Clémentine,Clémentine,20
/.,/.,P
ce,ce,52
que,que,52
je,je,51
ressentis,ressentir,19
alors,alors,60
fut,être,19
quelque,quelque,75
chose,chose,22
de,de,81
profond,profond,30
et,et,82
de,de,81
vague,vague,30
qui,qui,52
ne,ne,60
peut,pouvoir,17
s',se,51
exprimer,exprimer,14
que,que,83
par,par,81
les,le,71
sons,son,21
d',de,81
une,un,71
belle,beau,30
musique,musique,22
/.,/.,P
j',je,51
entendis,entendre,19
des,de,81
des,le,71
instruments,instrument,21
d',de,81
une,un,71
douceur,douceur,22
céleste,céleste,30
chanter,chanter,14
dans,dans,81
ma,mon,73
vieille,vieux,30
âme,âme,22
/.,/.,P
aux,à,81
aux,le,71
graves,grave,30
harmonies,harmonie,22
d',de,81
un,un,71
hymne,hymne,21
funéraire,funéraire,30
se,se,51
mêlaient,mêler,18
les,le,71
notes,note,22
voilées,voilé,31
d',de,81
un,un,71
cantique,cantique,21
d',de,81
amour,amour,21
",",",",p
car,car,82
mon,mon,73
âme,âme,22
confondait,confondre,18
dans,dans,81
un,un,71
même,même,75
sentiment,sentiment,21
la,le,71
morne,morne,30
gravité,gravité,22
du,de,81
du,le,71
présent,présent,21
et,et,82
les,le,71
grâces,grâce,22
familières,familier,30
du,de,81
du,le,71
passé,passé,21
/.,/.,P
je,je,51
ne,ne,60
puis,pouvoir,17
dire,dire,14
s',si,83
il,il,51
y,y,52
avait,avoir,18
longtemps,longtemps,60
que,que,83
nous,nous,51
étions,être,18
devant,devant,81
la,le,71
tombe,tombe,22
de,de,81
Clémentine,Clémentine,20
",",",",p
quand,quand,83
madame,madame,22
de,de,81
Gabry,Gabry,20
se,se,51
leva,lever,19
/.,/.,P
nous,nous,51
traversâmes,traverser,19
le,le,71
cimetière,cimetière,21
sans,sans,81
nous,nous,51
rien,rien,52
dire,dire,14
/.,/.,P
quand,quand,83
nous,nous,51
fûmes,être,19
de,de,81
nouveau,nouveau,21
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
vivants,vivant,21
ma,mon,73
langue,langue,22
se,se,51
délia,délier,19
/.,/.,P
-,-,p
en,en,81
vous,vous,51
suivant,suivre,13
",",",",p
dis,dire,19
je,je,51
à,à,81
madame,madame,22
de,de,81
Gabry,Gabry,20
",",",",p
je,je,51
songeais,songer,18
à,à,81
ces,ce,74
anges,ange,21
des,de,81
des,le,71
légendes,légende,22
qu',que,52
on,on,51
rencontre,rencontrer,17
aux,à,81
aux,le,71
confins,confins,21
mystérieux,mystérieux,30
de,de,81
la,le,71
vie,vie,22
et,et,82
de,de,81
la,le,71
mort,mort,22
/.,/.,P
la,le,71
tombe,tombe,22
à,à,81
laquelle,lequel,52
vous,vous,51
m',je,51
avez,avoir,17
conduit,conduire,12
et,et,82
que,que,52
j',je,51
ignorais,ignorer,18
comme,comme,83
presque,presque,60
tout,tout,52
ce,ce,52
qui,qui,52
touche,toucher,17
celle,celui,52
qu',que,52
elle,il,51
recouvre,recouvrir,17
",",",",p
m',je,51
a,avoir,17
rappelé,rappeler,12
des,de,81
des,le,71
émotions,émotion,22
uniques,unique,30
dans,dans,81
ma,mon,73
vie,vie,22
et,et,82
qui,qui,52
sont,être,17
dans,dans,81
cette,ce,74
vie,vie,22
si,si,60
terne,terne,30
comme,comme,83
une,un,71
lumière,lumière,22
sur,sur,81
un,un,71
chemin,chemin,21
noir,noir,30
/.,/.,P
la,le,71
lumière,lumière,22
s',se,51
éloigne,éloigner,17
à,à,81
mesure,mesure,22
que,que,83
la,le,71
route,route,22
s',se,51
allonge,allonger,17
;,;,p
je,je,51
suis,être,17
presque,presque,60
au,à,81
au,le,71
bas,bas,21
de,de,81
la,le,71
dernière,dernier,30
côte,côte,22
",",",",p
et,et,82
pourtant,pourtant,60
",",",",p
je,je,51
vois,voir,17
la,le,71
lueur,lueur,22
aussi,aussi,60
vive,vif,30
chaque,chaque,75
fois,fois,22
que,que,83
je,je,51
me,je,51
retourne,retourner,17
/.,/.,P
vous,vous,51
",",",",p
madame,madame,22
",",",",p
qui,qui,52
avez,avoir,17
connu,connaître,12
Clémentine,Clémentine,20
en,en,81
cheveux,cheveu,21
blancs,blanc,30
",",",",p
épouse,épouse,22
et,et,82
mère,mère,22
",",",",p
vous,vous,51
ne,ne,60
pouvez,pouvoir,17
l',le,52
imaginer,imaginer,14
jeune,jeune,30
fille,fille,22
",",",",p
blonde,blonde,22
",",",",p
rose,rose,30
et,et,82
blanche,blanc,30
",",",",p
telle,tel,75
que,que,83
je,je,51
la,le,52
vis,voir,19
/.,/.,P
puisque,puisque,83
vous,vous,51
avez,avoir,17
bien,bien,60
voulu,vouloir,12
être,être,14
mon,mon,73
guide,guide,21
",",",",p
je,je,51
dois,devoir,17
vous,vous,51
dire,dire,14
",",",",p
chère,cher,30
madame,madame,22
",",",",p
quels,quel,75
sentiments,sentiment,21
m',je,51
a,avoir,17
rappelés,rappeler,12
cette,ce,74
tombe,tombe,22
devant,devant,81
laquelle,lequel,52
vous,vous,51
m',je,51
avez,avoir,17
conduit,conduire,12
/.,/.,P
les,le,71
souvenirs,souvenir,21
se,se,51
pressent,presser,17
dans,dans,81
mon,mon,73
âme,âme,22
/.,/.,P
je,je,51
suis,être,17
comme,comme,83
un,un,71
vieux,vieux,30
chêne,chêne,21
noueux,noueux,30
et,et,82
moussu,moussu,30
qui,qui,52
réveille,réveiller,17
des,de,81
des,le,71
nichées,nichée,22
d',de,81
oiseaux,oiseau,21
chanteurs,chanteur,21
en,en,81
agitant,agiter,13
ses,son,73
branches,branche,22
/.,/.,P
par,par,81
malheur,malheur,21
la,le,71
chanson,chanson,22
de,de,81
mes,mon,73
oiseaux,oiseau,21
est,être,17
vieille,vieux,30
comme,comme,83
le,le,71
monde,monde,21
et,et,82
ne,ne,60
peut,pouvoir,17
amuser,amuser,14
que,que,83
moi,moi,51
/.,/.,P
-,-,p
contez,conter,17
moi,moi,51
vos,votre,73
souvenirs,souvenir,21
",",",",p
me,je,51
dit,dire,19
madame,madame,22
de,de,81
Cabry,Cabry,20
/.,/.,P
je,je,51
ne,ne,60
puis,pouvoir,17
lire,lire,14
vos,votre,73
livres,livre,21
qui,qui,52
sont,être,17
faits,faire,12
pour,pour,81
les,le,71
savants,savant,21
",",",",p
mais,mais,82
j',je,51
aime,aimer,17
beaucoup,beaucoup,60
à,à,81
vous,vous,51
entendre,entendre,14
",",",",p
parce que,parce que,83
vous,vous,51
savez,savoir,17
donner,donner,14
de,de,81
l',le,71
intérêt,intérêt,21
aux,à,81
aux,le,71
choses,chose,22
les,le,71
plus,plus,60
ordinaires,ordinaire,30
de,de,81
la,le,71
vie,vie,22
/.,/.,P
et,et,82
parlez,parler,17
moi,moi,51
comme,comme,83
à,à,81
une,un,71
vieille,vieux,30
femme,femme,22
/.,/.,P
j',je,51
ai,avoir,17
trouvé,trouver,12
ce,ce,74
matin,matin,21
trois,trois,72
fils,fil,21
blancs,blanc,30
dans,dans,81
mes,mon,73
cheveux,cheveu,21
/.,/.,P
-,-,p
voyez,voir,17
les,le,52
venir,venir,14
sans,sans,81
regret,regret,21
",",",",p
madame,madame,22
",",",",p
répondis,répondre,19
je,je,51
:,:,p
le,le,71
temps,temps,21
n',ne,60
est,être,17
doux,doux,30
que,que,83
pour,pour,81
ceux,celui,52
qui,qui,52
le,le,52
prennent,prendre,17
en,en,81
douceur,douceur,22
/.,/.,P
et,et,82
quand,quand,83
",",",",p
dans,dans,81
plusieurs,plusieurs,75
années,année,22
",",",",p
une,un,71
légère,léger,30
écume,écume,22
d',de,81
argent,argent,21
brodera,broder,15
vos,votre,73
bandeaux,bandeau,21
noirs,noir,30
",",",",p
vous,vous,51
serez,être,15
revêtue,revêtir,12
d',de,81
une,un,71
beauté,beauté,22
nouvelle,nouveau,30
",",",",p
moins,moins,60
vive,vif,30
",",",",p
mais,mais,82
plus,plus,60
touchante,touchant,30
que,que,83
la,le,71
première,premier,72
",",",",p
et,et,82
vous,vous,51
verrez,voir,15
votre,votre,73
mari,mari,21
admirer,admirer,14
vos,votre,73
cheveux,cheveu,21
blancs,blanc,30
à,à,81
l',le,71
égal,égal,21
de,de,81
la,le,71
boucle,boucle,22
noire,noir,30
que,que,52
vous,vous,51
lui,lui,51
donnâtes,donner,19
en,en,81
vous,vous,51
mariant,marier,13
et,et,82
qu',que,52
il,il,51
porte,porter,17
dans,dans,81
un,un,71
médaillon,médaillon,21
comme,comme,83
une,un,71
chose,chose,22
sainte,saint,30
/.,/.,P
ces,ce,74
boulevards,boulevard,21
sont,être,17
larges,large,30
et,et,82
peu,peu,60
fréquentés,fréquenter,12
/.,/.,P
nous,nous,51
pourrons,pouvoir,15
causer,causer,14
tout,tout,52
à,à,81
l',le,71
aise,aise,22
en,en,81
cheminant,cheminer,13
/.,/.,P
je,je,51
vous,vous,51
dirai,dire,15
d'abord,d'abord,60
comment,comment,60
j',je,51
ai,avoir,17
connu,connaître,12
le,le,71
père,père,21
de,de,81
Clémentine,Clémentine,20
/.,/.,P
mais,mais,82
n',ne,60
attendez,attendre,17
rien,rien,52
d',de,81
extraordinaire,extraordinaire,30
",",",",p
rien,rien,52
de,de,81
remarquable,remarquable,30
",",",",p
car,car,82
vous,vous,51
seriez,être,16
grandement,grandement,60
déçue,décevoir,12
/.,/.,P
monsieur,monsieur,21
de,de,81
Lessay,Lessay,20
habitait,habiter,18
le,le,71
second,second,72
étage,étage,21
d',de,81
une,un,71
vieille,vieux,30
maison,maison,22
de,de,81
l',le,71
avenue,avenue,22
de,de,81
l',le,71
Observatoire,Observatoire,20
",",",",p
dont,dont,52
la,le,71
façade,façade,22
de,de,81
plâtre,plâtre,21
ornée,orné,31
de,de,81
bustes,buste,21
antiques,antique,30
",",",",p
et,et,82
le,le,71
grand,grand,30
jardin,jardin,21
sauvage,sauvage,30
furent,être,19
les,le,71
premières,premier,72
images,image,22
qui,qui,52
s',se,51
imprimèrent,imprimer,19
dans,dans,81
mes,mon,73
yeux,oeil,21
d',de,81
enfant,enfant,21
;,;,p
et,et,82
ce,ce,52
sont,être,17
sans,sans,81
doute,doute,21
les,le,71
dernières,dernière,22
qui,qui,52
",",",",p
lorsque,lorsque,83
viendra,venir,15
le,le,71
jour,jour,21
inévitable,inévitable,30
",",",",p
se,se,51
glisseront,glisser,15
sous,sous,81
mes,mon,73
paupières,paupière,22
appesanties,appesanti,31
/.,/.,P
car,car,82
c',ce,52
est,être,17
dans,dans,81
cette,ce,74
maison,maison,22
que,que,83
je,je,51
suis,être,17
né,naître,12
;,;,p
c',ce,52
est,être,17
dans,dans,81
ce,ce,74
jardin,jardin,21
que,que,83
j',je,51
appris,apprendre,19
",",",",p
en,en,81
jouant,jouer,13
",",",",p
à,à,81
sentir,sentir,14
et,et,82
à,à,81
connaître,connaître,14
quelques,quelque,75
parcelles,parcelle,22
de,de,81
ce,ce,74
vieil,vieux,30
univers,univers,21
/.,/.,P
heures,heure,22
charmantes,charmant,30
",",",",p
heures,heure,22
sacrées,sacré,31
!,!,p
quand,quand,83
l',le,71
âme,âme,22
toute,tout,60
fraîche,frais,30
découvre,découvrir,17
le,le,71
monde,monde,21
qui,qui,52
se,se,51
revêt,revêtir,17
pour,pour,81
elle,il,51
d',de,81
un,un,71
éclat,éclat,21
caressant,caressant,30
et,et,82
d',de,81
un,un,71
charme,charme,21
mystérieux,mystérieux,30
/.,/.,P
c',ce,52
est,être,17
qu',que,83
en,en,81
effet,effet,21
",",",",p
madame,madame,22
",",",",p
l',le,71
univers,univers,21
n',ne,60
est,être,17
que,que,83
le,le,71
reflet,reflet,21
de,de,81
notre,notre,73
âme,âme,22
/.,/.,P
ma,mon,73
mère,mère,22
était,être,18
une,un,71
créature,créature,22
bien,bien,60
heureusement,heureusement,60
douée,doué,31
/.,/.,P
elle,il,51
se,se,51
levait,lever,18
avec,avec,81
le,le,71
soleil,soleil,21
comme,comme,83
les,le,71
oiseaux,oiseau,21
",",",",p
auxquels,à,81
auxquels,lequel,52
elle,il,51
ressemblait,ressembler,18
par,par,81
l',le,71
industrie,industrie,22
domestique,domestique,30
",",",",p
par,par,81
l',le,71
instinct,instinct,21
maternel,maternel,30
",",",",p
par,par,81
un,un,71
perpétuel,perpétuel,30
besoin,besoin,21
de,de,81
chanter,chanter,14
et,et,82
par,par,81
une,un,71
sorte,sorte,22
de,de,81
grâce,grâce,22
brusque,brusque,30
que,que,52
je,je,51
sentais,sentir,18
fort,fort,60
bien,bien,60
",",",",p
tout,tout,75
enfant,enfant,21
que,que,83
j',je,51
étais,être,18
/.,/.,P
elle,il,51
était,être,18
l',le,71
âme,âme,22
de,de,81
la,le,71
maison,maison,22
",",",",p
qu',que,52
elle,il,51
remplissait,remplir,18
de,de,81
son,son,73
activité,activité,22
ordonnée,ordonné,31
et,et,82
joyeuse,joyeux,30
/.,/.,P
mon,mon,73
père,père,21
était,être,18
aussi,aussi,60
lent,lent,30
qu',que,83
elle,il,51
était,être,18
vive,vif,30
/.,/.,P
je,je,51
me,je,51
rappelle,rappeler,17
son,son,73
visage,visage,21
placide,placide,30
sur,sur,81
lequel,lequel,52
passait,passer,18
par,par,81
moment,moment,21
un,un,71
sourire,sourire,21
ironique,ironique,30
/.,/.,P
il,il,51
était,être,18
fatigué,fatiguer,12
",",",",p
et,et,82
il,il,51
aimait,aimer,18
sa,son,73
fatigue,fatigue,22
/.,/.,P
assis,asseoir,19
près,près,81
de,de,81
la,le,71
fenêtre,fenêtre,22
",",",",p
dans,dans,81
son,son,73
grand,grand,30
fauteuil,fauteuil,21
",",",",p
il,il,51
lisait,lire,18
du,de,81
du,le,71
matin,matin,21
au,à,81
au,le,71
soir,soir,21
et,et,82
c',ce,52
est,être,17
de,de,81
lui,lui,51
que,que,83
je,je,51
tiens,tenir,17
l',le,71
amour,amour,21
des,de,81
des,le,71
livres,livre,21
/.,/.,P
j',je,51
ai,avoir,17
dans,dans,81
ma,mon,73
bibliothèque,bibliothèque,22
un,un,71
Mably,Mably,20
et,et,82
un,un,71
Raynal,Raynal,20
qu',que,52
il,il,51
a,avoir,17
annotés,annoter,12
de,de,81
sa,son,73
main,main,22
d',de,81
un,un,71
bout,bout,21
à,à,81
l',le,71
autre,autre,52
/.,/.,P
mais,mais,82
il,il,51
ne,ne,60
fallait,falloir,18
point,point,60
espérer,espérer,14
qu',que,83
il,il,51
se,se,51
mêlât,mêler,18
de,de,81
rien,rien,52
au,à,81
au,le,71
monde,monde,21
/.,/.,P
quand,quand,83
ma,mon,73
mère,mère,22
essayait,essayer,18
par,par,81
des,de,81
des,le,71
ruses,ruse,22
gracieuses,gracieux,30
de,de,81
le,le,52
tirer,tirer,14
de,de,81
son,son,73
repos,repos,21
",",",",p
il,il,51
hochait,hocher,18
la,le,71
tête,tête,22
avec,avec,81
cette,ce,74
douceur,douceur,22
inexorable,inexorable,30
qui,qui,52
fait,faire,17
la,le,71
force,force,22
des,de,81
des,le,71
caractères,caractère,21
faibles,faible,30
/.,/.,P
il,il,51
désespérait,désespérer,18
la,le,71
pauvre,pauvre,30
femme,femme,22
qui,qui,52
n',ne,60
entrait,entrer,18
pas,pas,60
du,de,81
du,le,71
tout,tout,21
dans,dans,81
cette,ce,74
sagesse,sagesse,22
contemplative,contemplatif,30
et,et,82
ne,ne,60
comprenait,comprendre,18
de,de,81
la,le,71
vie,vie,22
que,que,83
les,le,71
soins,soin,21
quotidiens,quotidien,30
et,et,82
le,le,71
gai,gai,30
travail,travail,21
de,de,81
chaque,chaque,75
heure,heure,22
/.,/.,P
elle,il,51
le,le,52
croyait,croire,18
malade,malade,30
et,et,82
craignait,craindre,18
qu',que,83
il,il,51
le,le,52
devînt,devenir,18
davantage,davantage,60
/.,/.,P
mais,mais,82
son,son,73
apathie,apathie,22
avait,avoir,18
une,un,71
autre,autre,52
cause,causer,17
/.,/.,P
mon,mon,73
père,père,21
",",",",p
entré,entré,31
dans,dans,81
les,le,71
bureaux,bureau,21
de,de,81
la,le,71
marine,marine,22
",",",",p
sous,sous,81
Decrès,Decrès,20
",",",",p
en,en,81
<Nombre 1801>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
un,un,72
<Fin nombre>,<>,<>
",",",",p
fit,faire,19
preuve,preuve,22
d',de,81
un,un,71
véritable,véritable,30
talent,talent,21
d',de,81
administrateur,administrateur,21
/.,/.,P
l',le,71
activité,activité,22
était,être,18
grande,grand,30
alors,alors,60
dans,dans,81
le,le,71
département,département,21
de,de,81
la,le,71
marine,marine,22
",",",",p
et,et,82
mon,mon,73
père,père,21
devint,devenir,19
",",",",p
en,en,81
<Nombre 1805>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
cinq,cinq,72
<Fin nombre>,<>,<>
",",",",p
chef,chef,21
de,de,81
la,le,71
<Nombre 2me>,<>,<>
deux,deux,72
<Fin nombre>,<>,<>
division,division,22
administrative,administratif,30
/.,/.,P
cette,ce,74
année,année,22
là,là,60
",",",",p
l',le,71
empereur,empereur,21
",",",",p
auquel,à,81
auquel,lequel,52
il,il,51
avait,avoir,18
été,être,12
signalé,signaler,12
par,par,81
le,le,71
