11700
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 162e extrait>,<>,<>
il,il,51
lui,lui,51
revenait,revenir,18
bien,bien,60
aussi,aussi,60
quelques,quelque,75
souvenirs,souvenir,21
de,de,81
sa,son,73
petite,petit,30
enfance,enfance,22
;,;,p
mais,mais,82
comme,comme,83
ils,ils,51
étaient,être,18
effacés,effacer,12
à,à,81
présent,présent,21
",",",",p
reculés,reculer,12
",",",",p
amoindris,amoindrir,12
par,par,81
son,son,73
amour,amour,21
/!,/!,P
malgré,malgré,81
tout,tout,52
",",",",p
elle,il,51
voulait,vouloir,18
considérer,considérer,14
ce,ce,74
Yann,Yann,20
comme,comme,83
une,un,71
sorte,sorte,22
de,de,81
fiancé,fiancé,21
",",",",p
-,-,p
un,un,71
fiancé,fiancé,21
fuyant,fuyant,30
",",",",p
dédaigneux,dédaigneux,30
",",",",p
sauvage,sauvage,30
",",",",p
qu',que,52
elle,il,51
n',ne,60
aurait,avoir,16
jamais,jamais,60
;,;,p
mais,mais,82
à,à,81
qui,qui,52
elle,il,51
s',se,51
obstinerait,obstiner,16
à,à,81
rester,rester,14
fidèle,fidèle,30
en,en,81
esprit,esprit,21
",",",",p
sans,sans,81
plus,plus,60
confier,confier,14
cela,cela,52
à,à,81
personne,personne,52
/.,/.,P
pour,pour,81
le,le,71
moment,moment,21
",",",",p
elle,il,51
aimait,aimer,18
à,à,81
le,le,52
savoir,savoir,14
en,en,81
Islande,Islande,20
;,;,p
là,là,60
",",",",p
au,à,81
au,le,71
moins,moins,60
",",",",p
la,le,71
mer,mer,22
le,le,52
lui,lui,51
gardait,garder,18
dans,dans,81
ses,son,73
cloîtres,cloître,21
profonds,profond,30
et,et,82
il,il,51
ne,ne,60
pouvait,pouvoir,18
se,se,51
donner,donner,14
à,à,81
aucune,aucun,75
autre,autre,52
/…,/…,P
il,il,51
est,être,17
vrai,vrai,30
qu',que,83
un,un,52
de,de,81
ces,ce,74
jours,jour,21
il,il,51
allait,aller,18
revenir,revenir,14
",",",",p
mais,mais,82
elle,il,51
envisageait,envisager,18
aussi,aussi,60
ce,ce,74
retour,retour,21
avec,avec,81
plus,plus,60
de,de,81
calme,calme,21
qu',que,83
autrefois,autrefois,60
/.,/.,P
par,par,81
instinct,instinct,21
",",",",p
elle,il,51
comprenait,comprendre,18
que,que,83
sa,son,73
pauvreté,pauvreté,22
ne,ne,60
serait,être,16
pas,pas,60
un,un,71
motif,motif,21
pour,pour,81
être,être,14
plus,plus,60
dédaignée,dédaigné,31
",",",",p
-,-,p
car,car,82
il,il,51
n',ne,60
était,être,18
pas,pas,60
un,un,71
garçon,garçon,21
comme,comme,83
les,le,71
autres,autre,52
/.,/.,P
-,-,p
et,et,82
puis,puis,60
cette,ce,74
mort,mort,22
du,de,81
du,le,71
petit,petit,30
Sylvestre,Sylvestre,20
était,être,18
une,un,71
chose,chose,22
qui,qui,52
les,le,52
rapprochait,rapprocher,18
décidément,décidément,60
/.,/.,P
à,à,81
son,son,73
arrivée,arrivée,22
",",",",p
il,il,51
ne,ne,60
pourrait,pouvoir,16
manquer,manquer,14
de,de,81
venir,venir,14
sous,sous,81
leur,leur,73
toit,toit,21
pour,pour,81
voir,voir,14
la,le,71
grand'mère,grand-mère,22
de,de,81
son,son,73
ami,ami,21
:,:,p
et,et,82
elle,il,51
avait,avoir,18
décidé,décider,12
qu',que,83
elle,il,51
serait,être,16
là,là,60
pour,pour,81
cette,ce,74
visite,visite,22
",",",",p
il,il,51
ne,ne,60
lui,lui,51
semblait,sembler,18
pas,pas,60
que,que,83
ce,ce,52
fût,être,19
manquer,manquer,14
de,de,81
dignité,dignité,22
;,;,p
sans,sans,81
paraître,paraître,14
se,se,51
souvenir,souvenir,14
de,de,81
rien,rien,52
",",",",p
elle,il,51
lui,lui,51
parlerait,parler,16
comme,comme,83
à,à,81
quelqu'un,quelqu'un,52
que,que,52
l',l',94
on,on,51
connaît,connaître,17
depuis,depuis,81
longtemps,longtemps,60
;,;,p
elle,il,51
lui,lui,51
parlerait,parler,16
même,même,60
avec,avec,81
affection,affection,22
comme,comme,83
à,à,81
un,un,71
frère,frère,21
de,de,81
Sylvestre,Sylvestre,20
",",",",p
en,en,81
tâchant,tâcher,13
d',de,81
avoir,avoir,14
l',le,71
air,air,21
naturel,naturel,30
/.,/.,P
et,et,82
qui,qui,52
sait,savoir,17
?,?,p
il,il,51
ne,ne,60
serait,être,16
peut-être,peut-être,60
pas,pas,60
impossible,impossible,30
de,de,81
prendre,prendre,14
auprès,auprès,60
de,de,81
lui,lui,51
une,un,71
place,place,22
de,de,81
soeur,soeur,22
",",",",p
à,à,81
présent,présent,21
qu',que,83
elle,il,51
allait,aller,18
être,être,14
si,si,60
seule,seul,30
au,à,81
au,le,71
monde,monde,21
;,;,p
de,de,81
se,se,51
reposer,reposer,14
sur,sur,81
son,son,73
amitié,amitié,22
;,;,p
de,de,81
la,le,52
lui,lui,51
demander,demander,14
comme,comme,83
un,un,71
soutien,soutien,21
",",",",p
en,en,81
s',se,51
expliquant,expliquer,13
assez,assez,60
pour,pour,81
qu',que,83
il,il,51
ne,ne,60
crût,croire,18
plus,plus,60
à,à,81
aucune,aucun,75
arrière-pensée,arrière-pensée,22
de,de,81
mariage,mariage,21
/.,/.,P
elle,il,51
le,le,52
jugeait,juger,18
sauvage,sauvage,30
seulement,seulement,60
",",",",p
entêté,entêté,31
dans,dans,81
ses,son,73
idées,idée,22
d',de,81
indépendance,indépendance,22
",",",",p
mais,mais,82
doux,doux,30
",",",",p
franc,franc,30
",",",",p
et,et,82
capable,capable,30
de,de,81
bien,bien,60
comprendre,comprendre,14
les,le,71
choses,chose,22
bonnes,bon,30
qui,qui,52
viennent,venir,17
tout,tout,60
droit,droit,60
du,de,81
du,le,71
coeur,coeur,21
/.,/.,P
qu',que,52
allait,aller,18
il,il,51
éprouver,éprouver,14
",",",",p
en,en,81
la,le,52
retrouvant,retrouver,13
là,là,60
",",",",p
pauvre,pauvre,30
",",",",p
dans,dans,81
cette,ce,74
chaumière,chaumière,22
presque,presque,60
en,en,81
ruine,ruine,22
?,?,p
/…,/…,P
bien,bien,60
pauvre,pauvre,30
",",",",p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
car,car,82
la,le,71
grand'mère,grand-mère,22
Moan,Moan,20
",",",",p
n',ne,60
étant,être,13
plus,plus,60
assez,assez,60
forte,fort,30
pour,pour,81
aller,aller,14
en,en,81
journée,journée,22
aux,à,81
aux,le,71
lessives,lessive,22
",",",",p
n',ne,60
avait,avoir,18
plus,plus,60
rien,rien,52
que,que,83
sa,son,73
pension,pension,22
de,de,81
veuve,veuve,22
;,;,p
il,il,51
est,être,17
vrai,vrai,30
",",",",p
elle,il,51
mangeait,manger,18
bien,bien,60
peu,peu,60
maintenant,maintenant,60
",",",",p
et,et,82
toutes,tout,75
deux,deux,72
pouvaient,pouvoir,18
encore,encore,60
s',se,51
arranger,arranger,14
pour,pour,81
vivre,vivre,14
sans,sans,81
demander,demander,14
rien,rien,52
à,à,81
personne,personne,52
/…,/…,P
la,le,71
nuit,nuit,22
était,être,18
toujours,toujours,60
tombée,tomber,12
quand,quand,83
elle,il,51
arrivait,arriver,18
au,à,81
au,le,71
logis,logis,21
;,;,p
avant,avant,81
d',de,81
entrer,entrer,14
",",",",p
il,il,51
fallait,falloir,18
descendre,descendre,14
un,un,71
peu,peu,60
",",",",p
sur,sur,81
des,de,81
des,le,71
roches,roche,22
usées,usé,31
",",",",p
la,le,71
chaumière,chaumière,22
se,se,51
trouvant,trouver,13
en,en,81
contre-bas,contrebas,60
de,de,81
ce,ce,74
chemin,chemin,21
de,de,81
Ploubazlanec,Ploubazlanec,20
",",",",p
dans,dans,81
la,le,71
partie,partie,22
de,de,81
terrain,terrain,21
qui,qui,52
s',se,51
incline,incliner,17
vers,vers,81
la,le,71
grève,grève,22
/.,/.,P
elle,il,51
était,être,18
presque,presque,60
cachée,cacher,12
sous,sous,81
son,son,73
épais,épais,30
toit,toit,21
de,de,81
paille,paille,22
brune,brun,30
",",",",p
tout,tout,60
gondolé,gondolé,31
",",",",p
qui,qui,52
ressemblait,ressembler,18
au,à,81
au,le,71
dos,dos,21
de,de,81
quelque,quelque,75
énorme,énorme,30
bête,bête,22
morte,mort,31
effondrée,effondré,31
sous,sous,81
ses,son,73
poils,poil,21
durs,dur,30
/.,/.,P
ses,son,73
murailles,muraille,22
avaient,avoir,18
la,le,71
couleur,couleur,22
sombre,sombre,30
et,et,82
la,le,71
rudesse,rudesse,22
des,de,81
des,le,71
rochers,rocher,21
",",",",p
avec,avec,81
des,de,81
des,le,71
mousses,mousse,22
et,et,82
du,de,81
du,le,71
cochléaria,cochléaria,21
formant,former,13
de,de,81
petites,petit,30
touffes,touffe,22
vertes,vert,30
/.,/.,P
on,on,51
montait,monter,18
les,le,71
trois,trois,72
marches,marche,22
gondolées,gondolé,31
du,de,81
du,le,71
seuil,seuil,21
",",",",p
et,et,82
on,on,51
ouvrait,ouvrir,18
le,le,71
loquet,loquet,21
intérieur,intérieur,30
de,de,81
la,le,71
porte,porte,22
au,à,81
au,le,71
moyen,moyen,21
d',de,81
un,un,71
bout,bout,21
de,de,81
corde,corde,22
de,de,81
navire,navire,21
qui,qui,52
sortait,sortir,18
par,par,81
un,un,71
trou,trou,21
/.,/.,P
en,en,81
entrant,entrer,13
",",",",p
on,on,51
voyait,voir,18
d'abord,d'abord,60
en,en,81
face,face,22
de,de,81
soi,soi,51
la,le,71
lucarne,lucarne,22
",",",",p
percée,percé,31
comme,comme,83
dans,dans,81
l',le,71
épaisseur,épaisseur,22
d',de,81
un,un,71
rempart,rempart,21
",",",",p
et,et,82
donnant,donner,13
sur,sur,81
la,le,71
mer,mer,22
d',de,81
où,où,60
venait,venir,18
une,un,71
dernière,dernier,30
clarté,clarté,22
jaune,jaune,30
pâle,pâle,30
/.,/.,P
dans,dans,81
la,le,71
grande,grand,30
cheminée,cheminée,22
flambaient,flamber,18
des,de,81
des,le,71
brindilles,brindille,22
odorantes,odorant,30
de,de,81
pin,pin,21
et,et,82
de,de,81
hêtre,hêtre,21
",",",",p
que,que,52
la,le,71
vieille,vieux,30
Yvonne,Yvonne,20
ramassait,ramasser,18
dans,dans,81
ses,son,73
promenades,promenade,22
le,le,71
long,long,21
des,de,81
des,le,71
chemins,chemin,21
;,;,p
elle-même,lui-même,51
était,être,18
là,là,60
assise,asseoir,12
",",",",p
surveillant,surveiller,13
leur,leur,73
petit,petit,30
souper,souper,21
;,;,p
dans,dans,81
son,son,73
intérieur,intérieur,21
",",",",p
elle,il,51
portait,porter,18
un,un,71
serre-tête,serre-tête,21
seulement,seulement,60
",",",",p
pour,pour,81
ménager,ménager,14
ses,son,73
coiffes,coiffe,22
;,;,p
son,son,73
profil,profil,21
",",",",p
encore,encore,60
joli,joli,30
",",",",p
se,se,51
découpait,découper,18
sur,sur,81
la,le,71
lueur,lueur,22
rouge,rouge,30
de,de,81
son,son,73
feu,feu,21
/.,/.,P
elle,il,51
levait,lever,18
vers,vers,81
Gaud,Gaud,20
ses,son,73
yeux,oeil,21
jadis,jadis,60
bruns,brun,30
",",",",p
qui,qui,52
avaient,avoir,18
pris,prendre,12
une,un,71
couleur,couleur,22
passée,passé,31
",",",",p
tournée,tourné,31
au,à,81
au,le,71
bleuâtre,bleuâtre,30
",",",",p
et,et,82
qui,qui,52
étaient,être,18
troublés,troubler,12
",",",",p
incertains,incertain,30
",",",",p
égarés,égarer,12
de,de,81
vieillesse,vieillesse,22
/.,/.,P
elle,il,51
disait,dire,18
toutes,tout,75
les,le,71
fois,fois,22
la,le,71
même,même,75
chose,chose,22
:,:,p
-,-,p
ah,ah,93
!,!,p
mon,mon,73
dieu,dieu,21
",",",",p
ma,mon,73
bonne,bon,30
fille,fille,22
",",",",p
comme,comme,83
tu,tu,51
rentres,rentrer,17
tard,tard,60
ce,ce,74
soir,soir,21
/…,/…,P
-,-,p
mais,mais,82
non,non,60
",",",",p
grand'mère,grand-mère,22
",",",",p
répondait,répondre,18
doucement,doucement,60
Gaud,Gaud,20
qui,qui,52
y,y,52
était,être,18
habituée,habituer,12
/.,/.,P
il,il,51
est,être,17
la,le,71
même,même,75
heure,heure,22
que,que,83
les,le,71
autres,autre,75
jours,jour,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
…,…,p
me,je,51
semblait,sembler,18
à,à,81
moi,moi,51
",",",",p
ma,mon,73
fille,fille,22
",",",",p
me,je,51
semblait,sembler,18
qu',que,83
il,il,51
était,être,18
plus,plus,60
tard,tard,60
que,que,83
de,de,81
coutume,coutume,22
/.,/.,P
elles,ils,51
soupaient,souper,18
sur,sur,81
une,un,71
table,table,22
devenue,devenu,31
presque,presque,60
informe,informe,30
à,à,81
force,force,22
d',de,81
être,être,14
usée,user,12
",",",",p
mais,mais,82
encore,encore,60
épaisse,épais,30
comme,comme,83
le,le,71
tronc,tronc,21
d',de,81
un,un,71
chêne,chêne,21
/.,/.,P
et,et,82
le,le,71
grillon,grillon,21
ne,ne,60
manquait,manquer,18
jamais,jamais,60
de,de,81
leur,leur,52
recommencer,recommencer,14
sa,son,73
petite,petit,30
musique,musique,22
à,à,81
son,son,21
d',de,81
argent,argent,21
/.,/.,P
un,un,52
des,de,81
des,le,71
côtés,côté,21
de,de,81
la,le,71
chaumière,chaumière,22
était,être,18
occupé,occuper,12
par,par,81
des,de,81
des,le,71
boiseries,boiserie,22
grossièrement,grossièrement,60
sculptées,sculpté,31
et,et,82
aujourd'hui,aujourd'hui,60
toutes,tout,60
vermoulues,vermoulu,30
;,;,p
en,en,81
s',se,51
ouvrant,ouvrir,13
",",",",p
elles,ils,51
donnaient,donner,18
accès,accès,21
dans,dans,81
des,de,81
des,le,71
étagères,étagère,22
où,où,60
plusieurs,plusieurs,75
générations,génération,22
de,de,81
pêcheurs,pêcheur,21
avaient,avoir,18
été,être,12
conçus,concevoir,12
",",",",p
avaient,avoir,18
dormi,dormir,12
",",",",p
et,et,82
où,où,60
les,le,71
mères,mère,22
vieillies,vieilli,31
étaient,être,18
mortes,mourir,12
/.,/.,P
aux,à,81
aux,le,71
solives,solive,22
noires,noir,30
du,de,81
du,le,71
toit,toit,21
s',se,51
accrochaient,accrocher,18
des,de,81
des,le,71
ustensiles,ustensile,21
de,de,81
ménage,ménage,21
très,très,60
anciens,ancien,30
",",",",p
des,de,81
des,le,71
paquets,paquet,21
d',de,81
herbes,herbe,22
",",",",p
des,de,81
des,le,71
cuillers,cuiller,22
de,de,81
bois,bois,21
",",",",p
du,de,81
du,le,71
lard,lard,21
fumé,fumé,31
;,;,p
aussi,aussi,60
de,de,81
vieux,vieux,30
filets,filet,21
",",",",p
qui,qui,52
dormaient,dormir,18
là,là,60
depuis,depuis,81
le,le,71
naufrage,naufrage,21
des,de,81
des,le,71
derniers,dernier,30
fils,fils,21
Moan,Moan,20
",",",",p
et,et,82
dont,dont,52
les,le,71
rats,rat,21
venaient,venir,18
la,le,71
nuit,nuit,22
couper,couper,14
les,le,71
mailles,maille,22
/.,/.,P
le,le,71
lit,lit,21
de,de,81
Gaud,Gaud,20
",",",",p
installé,installé,31
dans,dans,81
un,un,71
angle,angle,21
avec,avec,81
ses,son,73
rideaux,rideau,21
de,de,81
mousseline,mousseline,22
blanche,blanc,30
",",",",p
faisait,faire,18
l',le,71
effet,effet,21
d',de,81
une,un,71
chose,chose,22
élégante,élégant,30
et,et,82
fraîche,frais,30
",",",",p
apportée,apporté,31
dans,dans,81
une,un,71
hutte,hutte,22
de,de,81
Celte,Celte,20
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
une,un,71
photographie,photographie,22
de,de,81
Sylvestre,Sylvestre,20
en,en,81
matelot,matelot,21
",",",",p
dans,dans,81
un,un,71
cadre,cadre,21
",",",",p
accrochée,accroché,31
au,à,81
au,le,71
granit,granit,21
du,de,81
du,le,71
mur,mur,21
/.,/.,P
sa,son,73
grand'mère,grand-mère,22
y,y,52
avait,avoir,18
attaché,attacher,12
sa,son,73
médaille,médaille,22
militaire,militaire,30
",",",",p
avec,avec,81
une,un,52
de,de,81
ces,ce,74
paires,paire,22
d',de,81
ancres,ancre,22
en,en,81
drap,drap,21
rouge,rouge,30
que,que,52
les,le,71
marins,marin,21
portent,porter,17
sur,sur,81
la,le,71
manche,manche,22
droite,droit,30
",",",",p
et,et,82
qui,qui,52
venait,venir,18
de,de,81
lui,lui,51
;,;,p
Gaud,Gaud,20
lui,lui,51
avait,avoir,18
aussi,aussi,60
acheté,acheter,12
à,à,81
Paimpol,Paimpol,20
une,un,52
de,de,81
ces,ce,74
couronnes,couronne,22
funéraires,funéraire,30
en,en,81
perles,perle,22
noires,noir,30
et,et,82
blanches,blanc,30
dont,dont,52
on,on,51
entoure,entourer,17
",",",",p
en,en,81
Bretagne,Bretagne,20
",",",",p
les,le,71
portrait,portrait,21
des,de,81
des,le,71
défunts,défunt,21
/.,/.,P
c',ce,52
était,être,18
là,là,60
son,son,73
petit,petit,30
mausolée,mausolée,21
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
avait,avoir,18
pour,pour,81
consacrer,consacrer,14
sa,son,73
mémoire,mémoire,22
",",",",p
dans,dans,81
son,son,73
pays,pays,21
breton,breton,30
/…,/…,P
les,le,71
soirs,soir,21
d',de,81
été,été,21
",",",",p
elles,ils,51
ne,ne,60
veillaient,veiller,18
pas,pas,60
",",",",p
par,par,81
économie,économie,22
de,de,81
lumière,lumière,22
;,;,p
quand,quand,83
le,le,71
temps,temps,21
était,être,18
beau,beau,30
",",",",p
elles,ils,51
s',se,51
asseyaient,asseoir,18
un,un,71
moment,moment,21
sur,sur,81
un,un,71
banc,banc,21
de,de,81
pierre,pierre,22
",",",",p
devant,devant,81
la,le,71
maison,maison,22
",",",",p
et,et,82
regardaient,regarder,18
le,le,71
monde,monde,21
qui,qui,52
passait,passer,18
dans,dans,81
le,le,71
chemin,chemin,21
un,un,71
peu,peu,60
au-dessus,au-dessus,60
de,de,81
leur,leur,73
tête,tête,22
/.,/.,P
ensuite,ensuite,60
la,le,71
vieille,vieux,30
Yvonne,Yvonne,20
se,se,51
couchait,coucher,18
dans,dans,81
son,son,73
étagère,étagère,22
d',de,81
armoire,armoire,22
",",",",p
et,et,82
Gaud,Gaud,20
",",",",p
dans,dans,81
son,son,73
lit,lit,21
de,de,81
demoiselle,demoiselle,22
;,;,p
là,là,60
",",",",p
elle,il,51
s',se,51
endormait,endormir,18
assez,assez,60
vite,vite,60
",",",",p
ayant,avoir,13
beaucoup,beaucoup,60
travaillé,travailler,12
",",",",p
beaucoup,beaucoup,60
marché,marcher,12
",",",",p
et,et,82
songeant,songer,13
au,à,81
au,le,71
retour,retour,21
des,de,81
des,le,71
Islandais,Islandais,20
en,en,81
fille,fille,22
sage,sage,30
",",",",p
résolue,résolu,31
",",",",p
dans,dans,81
un,un,71
trouble,trouble,30
trop,trop,60
grand,grand,30
/…,/…,P
<XIII>,<>,<>
mais,mais,82
un,un,71
jour,jour,21
",",",",p
à,à,81
Paimpol,Paimpol,20
",",",",p
entendant,entendre,13
dire,dire,14
que,que,83
la,le,71
Marie,Marie,20
venait,venir,18
d',de,81
arriver,arriver,14
",",",",p
elle,il,51
se,se,51
sentit,sentir,19
prise,pris,31
d',de,81
une,un,71
espèce,espèce,22
de,de,81
fièvre,fièvre,22
/.,/.,P
tout,tout,75
son,son,73
calme,calme,21
d',de,81
attente,attente,22
l',le,52
avait,avoir,18
abandonnée,abandonner,12
;,;,p
ayant,avoir,13
brusqué,brusquer,12
la,le,71
fin,fin,22
de,de,81
son,son,73
ouvrage,ouvrage,21
",",",",p
sans,sans,81
savoir,savoir,14
pourquoi,pourquoi,60
",",",",p
elle,il,51
se,se,51
mit,mettre,19
en,en,81
route,route,22
plus,plus,60
tôt,tôt,60
que,que,83
de,de,81
coutume,coutume,22
",",",",p
-,-,p
et,et,82
",",",",p
dans,dans,81
le,le,71
chemin,chemin,21
",",",",p
comme,comme,83
elle,il,51
se,se,51
hâtait,hâter,18
",",",",p
elle,il,51
le,le,52
reconnut,reconnaître,19
de,de,81
loin,loin,60
qui,qui,52
venait,venir,18
à l'encontre,à l'encontre,60
d',de,81
elle,il,51
/.,/.,P
ses,son,73
jambes,jambe,22
tremblaient,trembler,18
et,et,82
elle,il,51
les,le,52
sentait,sentir,18
fléchir,fléchir,14
/.,/.,P
il,il,51
était,être,18
déjà,déjà,60
tout,tout,60
près,près,81
",",",",p
se,se,51
dessinant,dessiner,13
à,à,81
vingt,vingt,72
pas,pas,21
à,à,81
peine,peine,22
",",",",p
avec,avec,81
sa,son,73
taille,taille,22
superbe,superbe,30
",",",",p
ses,son,73
cheveux,cheveu,21
bouclés,bouclé,31
sous,sous,81
son,son,73
bonnet,bonnet,21
de,de,81
pêcheur,pêcheur,21
/.,/.,P
elle,il,51
se,se,51
trouvait,trouver,18
prise,pris,31
si,si,83
au,à,81
au,le,71
dépourvu,dépourvu,31
par,par,81
cette,ce,74
rencontre,rencontre,22
",",",",p
que,que,52
vraiment,vraiment,60
elle,il,51
avait,avoir,18
peur,peur,22
de,de,81
chanceler,chanceler,14
",",",",p
et,et,82
qu',que,83
il,il,51
s',se,51
en,en,52
aperçût,apercevoir,18
;,;,p
elle,il,51
en,en,52
serait,être,16
morte,mourir,12
de,de,81
honte,honte,22
à,à,81
présent,présent,21
/…,/…,P
et,et,82
puis,puis,60
elle,il,51
se,se,51
croyait,croire,18
mal,mal,60
coiffée,coiffé,31
",",",",p
avec,avec,81
un,un,71
air,air,21
fatigué,fatigué,31
pour,pour,81
avoir,avoir,14
fait,faire,12
son,son,73
ouvrage,ouvrage,21
trop,trop,60
vite,vite,60
;,;,p
elle,il,51
eût,avoir,19
donné,donner,12
je,je,51
ne,ne,60
sais,savoir,17
quoi,quoi,52
pour,pour,81
être,être,14
cachée,cacher,12
dans,dans,81
les,le,71
touffes,touffe,22
d',de,81
ajoncs,ajonc,21
",",",",p
disparue,disparaître,12
