11904
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 199e extrait>,<>,<>
tournant,tourner,13
vers,vers,81
moi,moi,51
",",",",p
d',de,81
une,un,71
voix,voix,22
qui,qui,52
était,être,18
vraiment,vraiment,60
celle,celui,52
du,de,81
du,le,71
sang,sang,21
",",",",p
dans,dans,81
laquelle,lequel,52
on,on,51
sentait,sentir,18
mourir,mourir,14
la,le,71
tante,tante,22
et,et,82
ressusciter,ressusciter,14
la,le,71
mère,mère,22
:,:,p
“,“,p
Jacques,Jacques,20
",",",",p
fit,faire,19
elle,il,51
",",",",p
mon,mon,73
fils,fils,21
",",",",p
viens,venir,17
embrasser,embrasser,14
ta,ton,73
mère,mère,22
/…,/…,P
“,“,p
tant,tant,60
d',de,81
amour,amour,21
",",",",p
de,de,81
tendresse,tendresse,22
",",",",p
cette,ce,74
explosion,explosion,22
",",",",p
ce,ce,74
coeur,coeur,21
qui,qui,52
tout,tout,60
d',de,81
un,un,71
coup,coup,21
battait,battre,18
au-dessus,au-dessus,60
du,de,81
du,le,71
sein,sein,21
qui,qui,52
m',je,51
avait,avoir,18
porté,porter,12
",",",",p
tout,tout,75
cela,cela,52
me,je,51
troubla,troubler,19
beaucoup,beaucoup,60
et,et,82
je,je,51
m',je,51
avançai,avancer,19
comme,comme,83
si,si,83
j',je,51
avais,avoir,18
marché,marcher,12
dans,dans,81
de,de,81
la,le,71
colle,colle,22
/.,/.,P
“,“,p
tu,tu,51
ne,ne,60
viens,venir,17
pas,pas,60
embrasser,embrasser,14
ta,ton,73
mère,mère,22
!,!,p
“,“,p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
attristée,attristé,31
de,de,81
ce,ce,74
retard,retard,21
en,en,81
levant,lever,13
les,le,71
mains,main,22
au,à,81
au,le,71
ciel,ciel,21
/.,/.,P
je,je,51
pressai,presser,19
le,le,71
pas,pas,21
",",",",p
-,-,p
elle,il,51
m',je,51
attira,attirer,19
par,par,81
les,le,71
cheveux,cheveu,21
et,et,82
elle,il,51
me,je,51
donna,donner,19
un,un,71
baiser,baiser,21
à,à,81
ressort,ressort,21
qui,qui,52
me,je,51
rejeta,rejeter,19
contre,contre,81
le,le,71
mur,mur,21
où,où,60
mon,mon,73
crâne,crâne,21
enfonça,enfoncer,19
un,un,71
clou,clou,21
/!,/!,P
oh,oh,93
!,!,p
ces,ce,74
mères,mère,22
!,!,p
quand,quand,83
la,le,71
tendresse,tendresse,22
les,le,52
prend,prendre,17
/!,/!,P
ça,ça,52
ne,ne,60
fait,faire,17
rien,rien,52
",",",",p
le,le,71
clou,clou,21
m',je,51
a,avoir,17
fait,faire,12
une,un,71
mâchure,mâchure,22
/.,/.,P
ces,ce,74
mères,mère,22
qu',que,52
on,on,51
croit,croire,17
cruelles,cruel,30
et,et,82
qui,qui,52
ont,avoir,17
besoin,besoin,21
tout,tout,60
d',de,81
un,un,71
coup,coup,21
d',de,81
embrasser,embrasser,14
leur,leur,73
petit,petit,21
/!,/!,P
quel,quel,75
coup,coup,21
!,!,p
j',je,51
ai,avoir,17
mal,mal,60
pourtant,pourtant,60
!,!,p
et,et,82
je,je,51
me,je,51
frotte,frotter,17
l',le,71
occiput,occiput,21
/.,/.,P
“,“,p
Jacques,Jacques,20
!,!,p
veux,vouloir,17
tu,tu,51
ne,ne,60
pas,pas,60
te,tu,51
gratter,gratter,14
comme,comme,83
ça,ça,52
/!,/!,P
ah,ah,93
!,!,p
tu,tu,51
sais,savoir,17
",",",",p
j',je,51
ai,avoir,17
regardé,regarder,12
le,le,71
fond,fond,21
du,de,81
du,le,71
grand,grand,30
chaudron,chaudron,21
",",",",p
tout,tout,60
à,à,81
l',le,71
heure,heure,22
:,:,p
-,-,p
tu,tu,51
appelles,appeler,17
ça,ça,52
nettoyer,nettoyer,14
",",",",p
mon,mon,73
garçon,garçon,21
",",",",p
tu,tu,51
te,tu,51
trompes,tromper,17
/?,/?,P
il,il,51
y,y,52
a,avoir,17
deux,deux,72
jours,jour,21
qu',que,83
on,on,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
touché,toucher,12
",",",",p
je,je,51
parie,parier,17
/!,/!,P
-,-,p
ce,ce,74
matin,matin,21
",",",",p
maman,maman,22
/!,/!,P
-,-,p
ce,ce,74
matin,matin,21
!,!,p
tu,tu,51
oses,oser,17
!,!,p
/…,/…,P
-,-,p
je,je,51
t',tu,51
assure,assurer,17
/.,/.,P
-,-,p
allons,aller,17
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
tort,tort,21
",",",",p
c',ce,52
est,être,17
ta,ton,73
mère,mère,22
qui,qui,52
ment,mentir,17
/.,/.,P
-,-,p
non,non,60
!,!,p
m'man,maman,22
/.,/.,P
-,-,p
viens,venir,17
que,que,83
je,je,51
te,tu,51
gifle,gifler,17
/!,/!,P
“,“,p
chère,cher,30
Marianne,Marianne,20
",",",",p
depuis,depuis,81
ce,ce,74
jour,jour,21
là,là,60
",",",",p
elle,il,51
fut,être,19
bien,bien,60
malheureuse,malheureux,30
/.,/.,P
elle,il,51
écrivit,écrire,19
à,à,81
sa,son,73
mère,mère,22
qui,qui,52
l',le,52
aimait,aimer,18
bien,bien,60
",",",",p
et,et,82
lui,lui,51
demanda,demander,19
de,de,81
retourner,retourner,14
tout,tout,60
de,de,81
suite,suite,22
au,à,81
au,le,71
village,village,21
/.,/.,P
mais,mais,82
à,à,81
la,le,71
lettre,lettre,22
qui,qui,52
vint,venir,19
de,de,81
Farreyrolles,Farreyrolles,20
",",",",p
ma,mon,73
mère,mère,22
répliqua,répliquer,19
:,:,p
“,“,p
veux,vouloir,17
tu,tu,51
donner,donner,14
raison,raison,22
à,à,81
ta,ton,73
fille,fille,22
contre,contre,81
moi,moi,51
/?,/?,P
crois,croire,17
tu,tu,51
ta,ton,73
soeur,soeur,22
une,un,71
menteuse,menteuse,22
/?,/?,P
crois,croire,17
tu,tu,51
",",",",p
comme,comme,83
elle,il,51
l',le,52
a,avoir,17
dit,dire,12
",",",",p
que,que,83
je,je,51
souillonne,souillonner,17
/!,/!,P
crois,croire,17
tu,tu,51
?,?,p
/…,/…,P
-,-,p
si,si,83
tu,tu,51
le,le,52
crois,croire,17
",",",",p
-,-,p
c',ce,52
est,être,17
bien,bien,60
/!,/!,P
“,“,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
mis,mettre,19
les,le,71
virgules,virgule,22
et,et,82
les,le,71
pluriels,pluriel,21
/.,/.,P
on,on,51
n',ne,60
osa,oser,19
pas,pas,60
reprendre,reprendre,14
Marianne,Marianne,20
tout,tout,60
de,de,81
suite,suite,22
",",",",p
et,et,82
elle,il,51
resta,rester,19
un,un,71
mois,mois,21
encore,encore,60
/.,/.,P
elle,il,51
souffrit,souffrir,19
beaucoup,beaucoup,60
pendant,pendant,81
ce,ce,74
mois,mois,21
là,là,60
",",",",p
mais,mais,82
moi,moi,51
",",",",p
comme,comme,83
je,je,51
fus,être,19
heureux,heureux,30
/!,/!,P
elle,il,51
était,être,18
blonde,blond,30
",",",",p
avec,avec,81
de,de,81
grands,grand,30
yeux,oeil,21
bleus,bleu,30
toujours,toujours,60
humides,humide,30
",",",",p
un,un,71
peu,peu,60
froids,froid,30
",",",",p
qui,qui,52
avaient,avoir,18
l',le,71
air,air,21
de,de,81
baigner,baigner,14
dans,dans,81
l',le,71
eau,eau,22
/.,/.,P
-,-,p
ses,son,73
cheveux,cheveu,21
étaient,être,18
presque,presque,60
couleur,couleur,22
de,de,81
chanvre,chanvre,21
",",",",p
et,et,82
ses,son,73
joues,joue,22
étaient,être,18
saupoudrées,saupoudrer,12
de,de,81
rousseurs,rousseur,22
;,;,p
mais,mais,82
la,le,71
peau,peau,22
du,de,81
du,le,71
cou,cou,21
était,être,18
blanche,blanc,30
",",",",p
tendre,tendre,30
et,et,82
fine,fin,30
comme,comme,83
du,de,81
du,le,71
lait,lait,21
caillé,caillé,31
/.,/.,P
je,je,51
l',le,52
ai,avoir,17
revue,revoir,12
",",",",p
longtemps,longtemps,60
après,après,81
",",",",p
dans,dans,81
le,le,71
fond,fond,21
d',de,81
un,un,71
couvent,couvent,21
",",",",p
à,à,81
travers,travers,21
une,un,71
grille,grille,22
:,:,p
elle,il,51
s',se,51
était,être,18
faite,faire,12
religieuse,religieuse,22
/.,/.,P
“,“,p
si,si,83
j',je,51
étais,être,18
restée,rester,12
plus,plus,60
longtemps,longtemps,60
à,à,81
Saint-Etienne,Saint-Etienne,20
",",",",p
murmura,murmurer,19
t,t,94
elle,il,51
en,en,81
baissant,baisser,13
les,le,71
paupières,paupière,22
",",",",p
je,je,51
ne,ne,60
serais,être,16
peut-être,peut-être,60
jamais,jamais,60
venue,venir,12
ici,ici,60
/.,/.,P
-,-,p
le,le,52
regrettez,regretter,17
vous,vous,51
/?,/?,P
“,“,p
elle,il,51
éloigna,éloigner,19
du,de,81
du,le,71
guichet,guichet,21
sa,son,73
tête,tête,22
pâle,pâle,30
encadrée,encadré,31
dans,dans,81
la,le,71
grande,grand,30
coiffe,coiffe,22
blanche,blanc,30
des,de,81
des,le,71
soeurs,soeur,22
de,de,81
charité,charité,22
et,et,82
ne,ne,60
répondit,répondre,19
rien,rien,52
",",",",p
mais,mais,82
je,je,51
crus,croire,19
voir,voir,14
deux,deux,72
larmes,larme,22
tomber,tomber,14
de,de,81
ses,son,73
yeux,oeil,21
clairs,clair,30
",",",",p
et,et,82
il,il,51
me,je,51
sembla,sembler,19
reconnaître,reconnaître,14
un,un,71
geste,geste,21
de,de,81
regret,regret,21
et,et,82
de,de,81
tendresse,tendresse,22
/…,/…,P
elle,il,51
disparut,disparaître,19
dans,dans,81
le,le,71
silence,silence,21
du,de,81
du,le,71
couloir,couloir,21
muet,muet,30
qu',que,52
ornait,orner,18
un,un,71
Christ,Christ,20
d',de,81
ivoire,ivoire,21
taché,taché,31
de,de,81
sang,sang,21
/.,/.,P
voilà,voilà,81
le,le,71
pupitre,pupitre,21
noir,noir,30
devant,devant,81
lequel,lequel,52
je,je,51
m',je,51
asseyais,asseoir,18
",",",",p
qui,qui,52
était,être,18
si,si,60
haut,haut,30
;,;,p
il,il,51
fallait,falloir,18
mettre,mettre,14
des,de,81
des,le,71
livres,livre,21
sur,sur,81
ma,mon,73
chaise,chaise,22
/.,/.,P
quelles,quel,75
soirées,soirée,22
tristes,triste,30
et,et,82
maussades,maussade,30
j',je,51
ai,avoir,17
passées,passer,12
là,là,60
",",",",p
et,et,82
quelles,quel,75
mauvaises,mauvais,30
matinées,matinée,22
de,de,81
dimanche,dimanche,21
",",",",p
quand,quand,83
on,on,51
exigeait,exiger,18
que,que,83
j',je,51
eusse,avoir,18
fait,faire,12
dix,dix,72
vers,vers,21
ou,ou,82
appris,apprendre,12
trois,trois,72
pages,page,22
avant,avant,81
de,de,81
mettre,mettre,14
ma,mon,73
chemise,chemise,22
blanche,blanc,30
et,et,82
mes,mon,73
beaux,beau,30
habits,habit,21
/!,/!,P
mon,mon,73
père,père,21
m',je,51
a,avoir,17
souvent,souvent,60
cogné,cogner,12
la,le,71
tête,tête,22
contre,contre,81
le,le,71
coin,coin,21
",",",",p
quand,quand,83
je,je,51
regardais,regarder,18
le,le,71
ciel,ciel,21
par,par,81
la,le,71
fenêtre,fenêtre,22
au,à,81
au,le,71
lieu,lieu,21
de,de,81
regarder,regarder,14
dans,dans,81
les,le,71
livres,livre,21
/.,/.,P
je,je,51
ne,ne,60
l',le,52
entendais,entendre,18
pas,pas,60
venir,venir,14
",",",",p
tant,tant,60
j',je,51
étais,être,18
perdu,perdre,12
dans,dans,81
mon,mon,73
rêve,rêve,21
",",",",p
et,et,82
il,il,51
m',je,51
appelait,appeler,18
“,“,p
fainéant,fainéant,21
“,“,p
en,en,81
me,je,51
frottant,frotter,13
le,le,71
nez,nez,21
contre,contre,81
le,le,71
bois,bois,21
/.,/.,P
c',ce,52
est,être,17
sensible,sensible,30
",",",",p
le,le,71
nez,nez,21
/!,/!,P
on,on,51
ne,ne,60
sait,savoir,17
pas,pas,60
comme,comme,83
c',ce,52
est,être,17
sensible,sensible,30
/.,/.,P
j',je,51
avais,avoir,18
fait,faire,12
un,un,71
jour,jour,21
une,un,71
entaille,entaille,22
dans,dans,81
ce,ce,74
pupitre,pupitre,21
/.,/.,P
il,il,51
m',je,51
en,en,52
est,être,17
resté,rester,12
une,un,71
cicatrice,cicatrice,22
à,à,81
la,le,71
figure,figure,22
",",",",p
d',de,81
un,un,71
coup,coup,21
de,de,81
règle,règle,22
qu',que,52
il,il,51
me,je,51
donna,donner,19
pour,pour,81
me,je,51
punir,punir,14
/.,/.,P
voilà,voilà,81
",",",",p
plein,plein,30
de,de,81
vieille,vieux,30
vaisselle,vaisselle,22
",",",",p
un,un,71
panier,panier,21
rongé,rongé,31
/!,/!,P
c',ce,52
était,être,18
là,là,60
que,que,83
dormait,dormir,18
Myrza,Myrza,20
",",",",p
la,le,71
petite,petit,30
chienne,chienne,22
que,que,52
l',le,71
ancien,ancien,30
censeur,censeur,21
",",",",p
envoyé,envoyé,31
en,en,81
disgrâce,disgrâce,22
",",",",p
nous,nous,51
avait,avoir,18
donnée,donner,12
pour,pour,81
en,en,52
avoir,avoir,14
soin,soin,21
/.,/.,P
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
d',de,81
argent,argent,21
pour,pour,81
l',le,52
emmener,emmener,14
avec,avec,81
lui,lui,51
;,;,p
puis,puis,60
il,il,51
ne,ne,60
savait,savoir,18
pas,pas,60
si,si,83
",",",",p
dans,dans,81
le,le,71
trou,trou,21
où,où,60
on,on,51
l',le,52
enterrait,enterrer,18
",",",",p
il,il,51
aurait,avoir,16
seulement,seulement,60
du,de,81
du,le,71
pain,pain,21
pour,pour,81
sa,son,73
femme,femme,22
et,et,82
son,son,73
enfant,enfant,21
/.,/.,P
Myrza,Myrza,20
mourut,mourir,19
en,en,81
faisant,faire,13
ses,son,73
petits,petit,21
",",",",p
et,et,82
l',l',94
on,on,51
m',je,51
a,avoir,17
appelé,appeler,12
imbécile,imbécile,30
",",",",p
grand,grand,30
niais,niais,21
",",",",p
quand,quand,83
",",",",p
devant,devant,81
la,le,71
petite,petit,30
bête,bête,22
morte,mort,31
",",",",p
j',je,51
éclatai,éclater,19
en,en,81
sanglots,sanglot,21
",",",",p
sans,sans,81
oser,oser,14
toucher,toucher,14
son,son,73
corps,corps,21
froid,froid,30
et,et,82
descendre,descendre,14
le,le,71
panier,panier,21
en,en,81
bas,bas,21
comme,comme,83
un,un,71
cercueil,cercueil,21
/!,/!,P
j',je,51
avais,avoir,18
demandé,demander,12
qu',que,83
on,on,51
attendît,attendre,18
le,le,71
soir,soir,21
pour,pour,81
aller,aller,14
l',le,52
enterrer,enterrer,14
/.,/.,P
un,un,71
camarade,camarade,21
m',je,51
avait,avoir,18
promis,promettre,12
un,un,71
coin,coin,21
de,de,81
son,son,73
jardin,jardin,21
/.,/.,P
il,il,51
me,je,51
fallut,falloir,19
la,le,52
prendre,prendre,14
et,et,82
l',le,52
emporter,emporter,14
devant,devant,81
ma,mon,73
mère,mère,22
",",",",p
qui,qui,52
ricanait,ricaner,18
/.,/.,P
bousculé,bousculé,31
par,par,81
mon,mon,73
père,père,21
",",",",p
je,je,51
faillis,faillir,19
rouler,rouler,14
avec,avec,81
elle,il,51
dans,dans,81
l',le,71
escalier,escalier,21
/.,/.,P
arrivé,arrivé,31
en,en,81
bas,bas,21
",",",",p
je,je,51
détournai,détourner,19
la,le,71
tête,tête,22
pour,pour,81
vider,vider,14
le,le,71
panier,panier,21
sur,sur,81
le,le,71
tas,tas,21
d',de,81
ordures,ordure,22
",",",",p
devant,devant,81
la,le,71
porte,porte,22
de,de,81
cette,ce,74
maison,maison,22
maudite,maudit,31
/.,/.,P
je,je,51
l',le,52
entendis,entendre,19
tomber,tomber,14
avec,avec,81
un,un,71
bruit,bruit,21
mou,mou,30
",",",",p
et,et,82
je,je,51
me,je,51
sauvai,sauver,19
en,en,81
criant,crier,13
:,:,p
“,“,p
mais,mais,82
puisqu',puisque,83
on,on,51
pouvait,pouvoir,18
l',le,52
enterrer,enterrer,14
/!,/!,P
“,“,p
c',ce,52
était,être,18
une,un,71
idée,idée,22
d',de,81
enfant,enfant,21
",",",",p
qu',que,52
elle,il,51
n',ne,60
eût,avoir,19
point,point,60
la,le,71
tête,tête,22
entaillée,entaillé,31
par,par,81
la,le,71
pelle,pelle,22
du,de,81
du,le,71
boueux,boueux,30
ou,ou,82
qu',que,83
elle,il,51
ne,ne,60
vidât,vider,18
pas,pas,60
ses,son,73
entrailles,entraille,22
sous,sous,81
les,le,71
roues,roue,22
d',de,81
un,un,71
camion,camion,21
/!,/!,P
je,je,51
la,le,52
vis,vivre,17
longtemps,longtemps,60
ainsi,ainsi,60
",",",",p
guillotinée,guillotiné,31
et,et,82
éventrée,éventré,31
",",",",p
au,à,81
au,le,71
lieu,lieu,21
d',de,81
avoir,avoir,14
une,un,71
petite,petit,30
place,place,22
sous,sous,81
la,le,71
terre,terre,22
où,où,60
j',je,51
aurais,avoir,16
su,savoir,12
qu',que,83
il,il,51
y,y,52
avait,avoir,18
un,un,71
être,être,21
qui,qui,52
m',je,51
avait,avoir,18
aimé,aimer,12
",",",",p
qui,qui,52
me,je,51
léchait,lécher,18
les,le,71
mains,main,22
quand,quand,83
elles,ils,51
étaient,être,18
bleues,bleu,30
et,et,82
gonflées,gonfler,12
",",",",p
et,et,82
regardait,regarder,18
d',de,81
un,un,71
oeil,oeil,21
où,où,60
je,je,51
croyais,croire,18
voir,voir,14
des,de,81
des,le,71
larmes,larme,22
son,son,73
jeune,jeune,30
maître,maître,21
qui,qui,52
essuyait,essuyer,18
les,le,71
siennes,sien,52
/…,/…,P
<XVIII>,<>,<>
le,le,71
départ,départ,21
/.,/.,P
quelle,quel,75
joie,joie,22
de,de,81
partir,partir,14
",",",",p
d',de,81
aller,aller,14
loin,loin,60
/!,/!,P
puis,puis,60
",",",",p
Nantes,Nantes,20
",",",",p
c',ce,52
est,être,17
la,le,71
mer,mer,22
/!,/!,P
-,-,p
je,je,51
verrai,voir,15
les,le,71
grands,grand,30
vaisseaux,vaisseau,21
",",",",p
les,le,71
officiers,officier,21
de,de,81
marine,marine,22
",",",",p
la,le,71
vigie,vigie,22
",",",",p
les,le,71
hommes,homme,21
de,de,81
quart,quart,21
",",",",p
je,je,51
pourrai,pouvoir,15
regarder,regarder,14
des,de,81
des,le,71
tempêtes,tempête,22
/!,/!,P
j',je,51
entrevois,entrevoir,17
déjà,déjà,60
le,le,71
phare,phare,21
",",",",p
le,le,71
clignotement,clignotement,21
de,de,81
son,son,73
oeil,oeil,21
sanglant,sanglant,30
",",",",p
et,et,82
j',je,51
entends,entendre,17
le,le,71
canon,canon,21
d',de,81
alarme,alarme,22
lancer,lancer,14
son,son,73
soupir,soupir,21
de,de,81
bronze,bronze,21
dans,dans,81
les,le,71
désespoirs,désespoir,21
des,de,81
des,le,71
naufrages,naufrage,21
/.,/.,P
j',je,51
ai,avoir,17
lu,lire,12
la,le,71
France,France,20
maritime,maritime,30
",",",",p
ses,son,73
récits,récit,21
d',de,81
abordages,abordage,21
",",",",p
ses,son,73
histoires,histoire,22
de,de,81
radeau,radeau,21
",",",",p
ses,son,73
prises,prise,22
de,de,81
baleine,baleine,22
",",",",p
et,et,82
",",",",p
n',ne,60
ayant,avoir,13
pu,pouvoir,12
être,être,14
marin,marin,30
",",",",p
par,par,81
la,le,71
catastrophe,catastrophe,22
Vidaljan,Vidaljan,20
",",",",p
je,je,51
me,je,51
suis,être,17
rejeté,rejeter,12
dans,dans,81
les,le,71
livres,livre,21
",",",",p
où,où,60
tourbillonnent,tourbillonner,17
les,le,71
oiseaux,oiseau,21
de,de,81
l',le,71
océan,océan,21
/.,/.,P
j',je,51
ai,avoir,17
déjà,déjà,60
fait,faire,12
des,de,81
des,le,71
narrations,narration,22
de,de,81
sinistres,sinistre,21
comme,comme,83
si,si,83
j',je,51
en,en,52
avais,avoir,18
été,être,12
un,un,52
des,de,81
des,le,71
héros,héros,21
",",",",p
et,et,82
je,je,51
crois,croire,17
même,même,60
que,que,83
les,le,71
phrases,phrase,22
que,que,52
je,je,51
viens,venir,17
d',de,81
écrire,écrire,14
sont,être,17
des,de,81
des,le,71
réminiscences,réminiscence,22
de,de,81
bouquins,bouquin,21
que,que,52
j',je,51
ai,avoir,17
lus,lire,12
",",",",p
ou,ou,82
des,de,81
des,le,71
compositions,composition,22
que,que,52
j',je,51
ai,avoir,17
esquissées,esquisser,12
dans,dans,81
le,le,71
silence,silence,21
du,de,81
du,le,71
cachot,cachot,21
/.,/.,P
désespoirs,désespoir,21
des,de,81
des,le,71
naufrages,naufrage,21
",",",",p
soupirs,soupir,21
de,de,81
bronze,bronze,21
",",",",p
tourbillonnage,tourbillonnage,21
des,de,81
des,le,71
oiseaux,oiseau,21
;,;,p
il,il,51
me,je,51
semble,sembler,17
bien,bien,60
que,que,83
c',ce,52
est,être,17
de,de,81
Fulgence,Fulgence,20
Girard,Girard,20
",",",",p
mon,mon,73
tempêtard,tempêtard,21
favori,favori,30
/.,/.,P
je,je,51
me,je,51
répète,répéter,17
ces,ce,74
grands,grand,30
mots,mot,21
comme,comme,83
un,un,71
perroquet,perroquet,21
enchaîné,enchaîné,31
au,à,81
au,le,71
grand,grand,30
mât,mât,21
;,;,p
mais,mais,82
au,à,81
au,le,71
fond,fond,21
de,de,81
moi-même,moi-même,51
il,il,51
y,y,52
a,avoir,17
l',le,71
espérance,espérance,22
du,de,81
du,le,71
galérien,galérien,21
qui,qui,52
pense,penser,17
s',se,51
évader,évader,14
cette,ce,74
fois,fois,22
/.,/.,P
à,à,81
Nantes,Nantes,20
",",",",p
je,je,51
pourrai,pouvoir,15
m',je,51
échapper,échapper,14
quand,quand,83
je,je,51
voudrai,vouloir,15
/.,/.,P
en,en,81
face,face,22
de,de,81
la,le,71
grande,grand,30
tasse,tasse,22
!,!,p
on,on,51
se,se,51
laisse,laisser,17
glisser,glisser,14
et,et,82
l',l',94
on,on,51
est,être,17
dans,dans,81
l',le,71
océan,océan,21
/.,/.,P
je,je,51
n',ne,60
appartiens,appartenir,17
plus,plus,60
à,à,81
mon,mon,73
père,père,21
;,;,p
je,je,51
me,je,51
cache,cacher,17
dans,dans,81
la,le,71
sainte,saint,30
barbe,barbe,22
",",",",p
je,je,51
me,je,51
fourre,fourrer,17
dans,dans,81
la,le,71
gueule,gueule,22
d',de,81
un,un,71
canon,canon,21
",",",",p
et,et,82
quand,quand,83
on,on,51
s',se,51
aperçoit,apercevoir,17
de,de,81
ma,mon,73
disparition,disparition,22
",",",",p
je,je,51
suis,être,17
en,en,81
pleine,plein,30
mer,mer,22
/.,/.,P
le,le,71
capitaine,capitaine,21
a,avoir,17
juré,jurer,12
",",",",p
sacré,sacrer,12
-,-,p
mille,mille,72
sabords,sabord,21
du,de,81
du,le,71
diable,diable,21
!,!,p
-,-,p
en,en,81
me,je,51
voyant,voir,13
sortir,sortir,14
de,de,81
ma,mon,73
cachette,cachette,22
et,et,82
m',je,51
offrir,offrir,14
comme,comme,83
novice,novice,21
",",",",p
mais,mais,82
il,il,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
me,je,51
jeter,jeter,14
par-dessus,par-dessus,60
bord,bord,21
;,;,p
je,je,51
suis,être,17
de,de,81
l',le,71
équipage,équipage,21
/!,/!,P
le,le,71
voyage,voyage,21
actuel,actuel,30
",",",",p
en,en,81
attendant,attendre,13
l',le,71
évasion,évasion,22
par,par,81
eau,eau,22
salée,salé,31
",",",",p
est,être,17
déjà,déjà,60
plein,plein,30
de,de,81
poésie,poésie,22
/.,/.,P
nous,nous,51
avons,avoir,17
d'abord,d'abord,60
la,le,71
diligence,diligence,22
",",",",p
-,-,p
l',le,71
impériale,impériale,22
",",",",p
-,-,p
puis,puis,60
nous,nous,51
entrons,entrer,17
dans,dans,81
une,un,71
gare,gare,22
/!,/!,P
les,le,71
machines,machine,22
renâclent,renâcler,17
comme,comme,83
des,de,81
des,le,71
ânes,âne,21
",",",",p
ou,ou,82
beuglent,beugler,17
comme,comme,83
des,de,81
des,le,71
boeufs,boeuf,21
",",",",p
et,et,82
jettent,jeter,17
du,de,81
du,le,71
feu,feu,21
par,par,81
les,le,71
naseaux,naseau,21
/.,/.,P
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
coups,coup,21
de,de,81
sifflet,sifflet,21
qui,qui,52
fendent,fendre,17
l',le,71
âme,âme,22
/!,/!,P
Orléans,Orléans,20
/.,/.,P
nous,nous,51
arrivons,arriver,17
à,à,81
Orléans,Orléans,20
la,le,71
nuit,nuit,22
/.,/.,P
nous,nous,51
laissons,laisser,17
les,le,71
malles,malle,22
à,à,81
la,le,71
gare,gare,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
choses,chose,22
qu',que,52
il,il,51
faut,falloir,17
garder,garder,14
avec,avec,81
soi,soi,51
",",",",p
dit,dire,17
ma,mon,73
mère,mère,22
",",",",p
et,et,82
elle,il,51
a,avoir,17
gardé,garder,12
beaucoup,beaucoup,60
de,de,81
choses,chose,22
;,;,p
on,on,51
les,le,52
entasse,entasser,17
