11630
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 185e extrait>,<>,<>
bonne,bon,30
vieille,vieux,30
fille,fille,22
de,de,81
cinquante,cinquante,72
ans,an,21
/.,/.,P
elle,il,51
demeure,demeurer,17
au-dessous,au-dessous,60
de,de,81
nous,nous,51
/.,/.,P
d'abord,d'abord,60
elle,il,51
était,être,18
contente,content,30
:,:,p
comme,comme,83
elle,il,51
n',ne,60
a,avoir,17
pas,pas,60
d',de,81
horloge,horloge,22
",",",",p
ça,ça,52
lui,lui,51
donnait,donner,18
l',le,71
heure,heure,22
/.,/.,P
“,“,p
vlin,vlin,93
/!,/!,P
vlan,vlan,93
!,!,p
zon,zon,93
!,!,p
zon,zon,93
!,!,p
-,-,p
voilà,voilà,81
le,le,71
petit,petit,30
chose,chose,22
qu',que,52
on,on,51
fouette,fouetter,17
;,;,p
il,il,51
est,être,17
temps,temps,21
de,de,81
faire,faire,14
mon,mon,73
café,café,21
au,à,81
au,le,71
lait,lait,21
/.,/.,P
“,“,p
mais,mais,82
un,un,71
jour,jour,21
que,que,83
j',je,51
avais,avoir,18
levé,lever,12
mon,mon,73
pan,pan,21
",",",",p
parce que,parce que,83
ça,ça,52
me,je,51
cuisait,cuire,18
trop,trop,60
",",",",p
et,et,82
que,que,83
je,je,51
prenais,prendre,18
l',le,71
air,air,21
entre,entre,81
deux,deux,72
portes,porte,22
",",",",p
elle,il,51
m',je,51
a,avoir,17
vu,voir,12
;,;,p
mon,mon,73
derrière,derrière,81
lui,lui,51
a,avoir,17
fait,faire,12
pitié,pitié,22
/.,/.,P
elle,il,51
voulait,vouloir,18
d'abord,d'abord,60
le,le,52
montrer,montrer,14
à,à,81
tout,tout,75
le,le,71
monde,monde,21
",",",",p
ameuter,ameuter,14
les,le,71
voisins,voisin,21
autour,autour,60
;,;,p
mais,mais,82
elle,il,51
a,avoir,17
pensé,penser,12
que,que,83
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
le,le,71
moyen,moyen,21
de,de,81
le,le,52
sauver,sauver,14
",",",",p
et,et,82
elle,il,51
a,avoir,17
inventé,inventer,12
autre,autre,75
chose,chose,22
/.,/.,P
lorsqu',lorsque,83
elle,il,51
entend,entendre,17
ma,mon,73
mère,mère,22
me,je,51
dire,dire,14
:,:,p
“,“,p
Jacques,Jacques,20
",",",",p
je,je,51
vais,aller,17
te,tu,51
fouetter,fouetter,14
/!,/!,P
-,-,p
madame,madame,22
Vingtras,Vingtras,20
",",",",p
ne,ne,60
vous,vous,51
donnez,donner,17
pas,pas,60
la,le,71
peine,peine,22
",",",",p
je,je,51
vais,aller,17
faire,faire,14
ça,ça,52
pour,pour,81
vous,vous,51
/.,/.,P
-,-,p
oh,oh,93
!,!,p
chère,cher,30
demoiselle,demoiselle,22
",",",",p
vous,vous,51
êtes,être,17
trop,trop,60
bonne,bon,30
/!,/!,P
“,“,p
mademoiselle,mademoiselle,22
Balandreau,Balandreau,20
m',je,51
emmène,emmener,17
;,;,p
mais,mais,82
au,à,81
au,le,71
lieu,lieu,21
de,de,81
me,je,51
fouetter,fouetter,14
",",",",p
elle,il,51
frappe,frapper,17
dans,dans,81
ses,son,73
mains,main,22
;,;,p
moi,moi,51
",",",",p
je,je,51
crie,crier,17
/.,/.,P
ma,mon,73
mère,mère,22
remercie,remercier,17
",",",",p
le,le,71
soir,soir,21
",",",",p
sa,son,73
remplaçante,remplaçante,22
/.,/.,P
“,“,p
à,à,81
votre,votre,73
service,service,21
",",",",p
“,“,p
répond,répondre,17
la,le,71
brave,brave,30
fille,fille,22
",",",",p
en,en,81
me,je,51
glissant,glisser,13
un,un,71
bonbon,bonbon,21
en,en,81
cachette,cachette,22
/.,/.,P
mon,mon,73
premier,premier,72
souvenir,souvenir,21
date,dater,17
donc,donc,82
d',de,81
une,un,71
fessée,fessée,22
/.,/.,P
mon,mon,73
second,second,72
est,être,17
plein,plein,30
d',de,81
étonnement,étonnement,21
et,et,82
de,de,81
larmes,larme,22
/.,/.,P
c',ce,52
est,être,17
au,à,81
au,le,71
coin,coin,21
d',de,81
un,un,71
feu,feu,21
de,de,81
fagots,fagot,21
",",",",p
sous,sous,81
le,le,71
manteau,manteau,21
d',de,81
une,un,71
vieille,vieux,30
cheminée,cheminée,22
;,;,p
ma,mon,73
mère,mère,22
tricote,tricoter,17
dans,dans,81
un,un,71
coin,coin,21
;,;,p
une,un,71
cousine,cousine,22
à,à,81
moi,moi,51
",",",",p
qui,qui,52
sert,servir,17
de,de,81
bonne,bonne,22
dans,dans,81
la,le,71
maison,maison,22
pauvre,pauvre,30
",",",",p
range,ranger,17
sur,sur,81
des,de,81
des,le,71
planches,planche,22
rongées,rongé,31
",",",",p
quelques,quelque,75
assiettes,assiette,22
de,de,81
faïence,faïence,22
bleue,bleu,30
avec,avec,81
des,de,81
des,le,71
coqs,coq,21
à,à,81
crête,crête,22
rouge,rouge,30
",",",",p
et,et,82
à,à,81
queue,queue,22
bleue,bleu,30
/.,/.,P
mon,mon,73
père,père,21
a,avoir,17
un,un,71
couteau,couteau,21
à,à,81
la,le,71
main,main,22
et,et,82
taille,tailler,17
un,un,71
morceau,morceau,21
de,de,81
sapin,sapin,21
;,;,p
les,le,71
copeaux,copeau,21
tombent,tomber,17
jaunes,jaune,30
et,et,82
soyeux,soyeux,30
comme,comme,83
des,de,81
des,le,71
brins,brin,21
de,de,81
rubans,ruban,21
/.,/.,P
il,il,51
me,je,51
fait,faire,17
un,un,71
chariot,chariot,21
avec,avec,81
des,de,81
des,le,71
languettes,languette,22
de,de,81
bois,bois,21
frais,frais,30
/.,/.,P
les,le,71
roues,roue,22
sont,être,17
déjà,déjà,60
taillées,tailler,12
;,;,p
ce,ce,52
sont,être,17
des,de,81
des,le,71
ronds,rond,21
de,de,81
pommes,pomme,22
de,de,81
terre,terre,22
avec,avec,81
leur,leur,73
cercle,cercle,21
de,de,81
peau,peau,22
brune,brun,30
qui,qui,52
fait,faire,17
le,le,71
fer,fer,21
/…,/…,P
le,le,71
chariot,chariot,21
va,aller,17
être,être,14
fini,finir,12
;,;,p
j',je,51
attends,attendre,17
tout,tout,60
ému,ému,31
et,et,82
les,le,71
yeux,oeil,21
grands,grand,30
ouverts,ouvert,31
",",",",p
quand,quand,83
mon,mon,73
père,père,21
pousse,pousser,17
un,un,71
cri,cri,21
et,et,82
lève,lever,17
sa,son,73
main,main,22
pleine,plein,30
de,de,81
sang,sang,21
/.,/.,P
il,il,51
s',se,51
est,être,17
enfoncé,enfoncer,12
le,le,71
couteau,couteau,21
dans,dans,81
le,le,71
doigt,doigt,21
/.,/.,P
je,je,51
deviens,devenir,17
tout,tout,60
pâle,pâle,30
et,et,82
je,je,51
m',je,51
avance,avancer,17
vers,vers,81
lui,lui,51
;,;,p
un,un,71
coup,coup,21
violent,violent,30
m',je,51
arrête,arrêter,17
;,;,p
c',ce,52
est,être,17
ma,mon,73
mère,mère,22
qui,qui,52
me,je,51
l',le,52
a,avoir,17
donné,donner,12
",",",",p
l',le,71
écume,écume,22
aux,à,81
aux,le,71
lèvres,lèvre,22
",",",",p
les,le,71
poings,poing,21
crispés,crispé,31
/.,/.,P
“,“,p
c',ce,52
est,être,17
ta,ton,73
faute,faute,22
si,si,83
ton,ton,73
père,père,21
s',se,51
est,être,17
fait,faire,12
mal,mal,60
/!,/!,P
“,“,p
et,et,82
elle,il,51
me,je,51
chasse,chasser,17
sur,sur,81
l',le,71
escalier,escalier,21
noir,noir,30
",",",",p
en,en,81
me,je,51
cognant,cogner,13
encore,encore,60
le,le,71
front,front,21
contre,contre,81
la,le,71
porte,porte,22
/.,/.,P
je,je,51
crie,crier,17
",",",",p
je,je,51
demande,demander,17
grâce,grâce,22
",",",",p
et,et,82
j',je,51
appelle,appeler,17
mon,mon,73
père,père,21
:,:,p
je,je,51
vois,voir,17
",",",",p
avec,avec,81
ma,mon,73
terreur,terreur,22
d',de,81
enfant,enfant,21
",",",",p
sa,son,73
main,main,22
qui,qui,52
pend,pendre,17
toute,tout,52
hachée,haché,31
;,;,p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
en,en,52
suis,être,17
cause,cause,22
/!,/!,P
pourquoi,pourquoi,60
ne,ne,60
me,je,51
laisse,laisser,17
t,t,94
on,on,51
pas,pas,60
entrer,entrer,14
pour,pour,81
savoir,savoir,14
/?,/?,P
on,on,51
me,je,51
battra,battre,15
après,après,81
si,si,83
l',l',94
on,on,51
veut,vouloir,17
/.,/.,P
je,je,51
crie,crier,17
",",",",p
on,on,51
ne,ne,60
me,je,51
répond,répondre,17
pas,pas,60
/.,/.,P
j',je,51
entends,entendre,17
qu',que,83
on,on,51
remue,remuer,17
des,de,81
des,le,71
carafes,carafe,22
",",",",p
qu',que,83
on,on,51
ouvre,ouvrir,17
un,un,71
tiroir,tiroir,21
;,;,p
on,on,51
met,mettre,17
des,de,81
des,le,71
compresses,compresse,22
/.,/.,P
“,“,p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
",",",",p
vient,venir,17
me,je,51
dire,dire,14
ma,mon,73
cousine,cousine,22
",",",",p
“,“,p
en,en,81
pliant,plier,13
une,un,71
bande,bande,22
de,de,81
linge,linge,21
tachée,taché,31
de,de,81
rouge,rouge,21
/.,/.,P
je,je,51
sanglote,sangloter,17
",",",",p
j',je,51
étouffe,étouffer,17
:,:,p
ma,mon,73
mère,mère,22
reparaît,reparaître,17
et,et,82
me,je,51
pousse,pousser,17
dans,dans,81
le,le,71
cabinet,cabinet,21
où,où,60
je,je,51
couche,coucher,17
",",",",p
où,où,60
j',je,51
ai,avoir,17
peur,peur,22
tous,tout,75
les,le,71
soirs,soir,21
/.,/.,P
je,je,51
puis,pouvoir,17
avoir,avoir,14
cinq,cinq,72
ans,an,21
et,et,82
me,je,51
crois,croire,17
un,un,71
parricide,parricide,21
/.,/.,P
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
ma,mon,73
faute,faute,22
",",",",p
pourtant,pourtant,60
/!,/!,P
est,être,17
ce,ce,52
que,que,83
j',je,51
ai,avoir,17
forcé,forcer,12
mon,mon,73
père,père,21
à,à,81
faire,faire,14
ce,ce,74
chariot,chariot,21
/?,/?,P
est,être,17
ce,ce,52
que,que,83
je,je,51
n',ne,60
aurais,avoir,16
pas,pas,60
mieux,mieux,60
aimé,aimer,12
saigner,saigner,14
",",",",p
moi,moi,51
",",",",p
et,et,82
qu',que,52
il,il,51
n',ne,60
eût,avoir,19
point,point,60
mal,mal,21
/?,/?,P
oui,oui,60
-,-,p
et,et,82
je,je,51
m',je,51
égratigne,égratigner,17
les,le,71
mains,main,22
pour,pour,81
avoir,avoir,14
mal,mal,60
aussi,aussi,60
/.,/.,P
c',ce,52
est,être,17
que,que,83
maman,maman,22
aime,aimer,17
tant,tant,60
mon,mon,73
père,père,21
/!,/!,P
voilà,voilà,81
pourquoi,pourquoi,60
elle,il,51
s',se,51
est,être,17
emportée,emporter,12
/.,/.,P
on,on,51
me,je,51
fait,faire,17
apprendre,apprendre,14
à,à,81
lire,lire,14
dans,dans,81
un,un,71
livre,livre,21
où,où,60
il,il,51
y,y,52
a,avoir,17
écrit,écrire,12
en,en,81
grosses,gros,30
lettres,lettre,22
qu',que,83
il,il,51
faut,falloir,17
obéir,obéir,14
à,à,81
ses,son,73
père,père,21
et,et,82
mère,mère,22
:,:,p
ma,mon,73
mère,mère,22
a,avoir,17
bien,bien,60
fait,faire,12
de,de,81
me,je,51
battre,battre,14
/.,/.,P
la,le,71
maison,maison,22
que,que,52
nous,nous,51
habitons,habiter,17
est,être,17
dans,dans,81
une,un,71
rue,rue,22
sale,sale,30
",",",",p
pénible,pénible,30
à,à,81
gravir,gravir,14
",",",",p
du,de,81
du,le,71
haut,haut,21
de,de,81
laquelle,lequel,52
on,on,51
embrasse,embrasser,17
tout,tout,75
le,le,71
pays,pays,21
",",",",p
mais,mais,82
où,où,60
les,le,71
voitures,voiture,22
ne,ne,60
passent,passer,17
pas,pas,60
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
que,que,83
les,le,71
charrettes,charrette,22
de,de,81
bois,bois,21
qui,qui,52
y,y,52
arrivent,arriver,17
",",",",p
traînées,traîné,31
par,par,81
des,de,81
des,le,71
boeufs,boeuf,21
qu',que,52
on,on,51
pique,piquer,17
avec,avec,81
un,un,71
aiguillon,aiguillon,21
/.,/.,P
le,le,71
front,front,21
bas,bas,30
",",",",p
le,le,71
cou,cou,21
tendu,tendu,31
",",",",p
le,le,71
pied,pied,21
glissant,glisser,13
;,;,p
leur,leur,73
langue,langue,22
pend,pendre,17
et,et,82
leur,leur,73
peau,peau,22
fume,fumer,17
/.,/.,P
je,je,51
m',je,51
arrête,arrêter,17
toujours,toujours,60
à,à,81
les,le,52
voir,voir,14
",",",",p
quand,quand,83
ils,ils,51
portent,porter,17
des,de,81
des,le,71
fagots,fagot,21
et,et,82
de,de,81
la,le,71
farine,farine,22
chez,chez,81
le,le,71
boulanger,boulanger,21
qui,qui,52
est,être,17
à,à,81
mi-côte,mi-côte,22
;,;,p
je,je,51
regarde,regarder,17
en,en,81
même,même,75
temps,temps,21
les,le,71
mitrons,mitron,21
tout,tout,60
blancs,blanc,30
et,et,82
le,le,71
grand,grand,30
four,four,21
tout,tout,60
rouge,rouge,30
",",",",p
-,-,p
on,on,51
enfourne,enfourner,17
avec,avec,81
de,de,81
grandes,grand,30
pelles,pelle,22
",",",",p
et,et,82
ça,ça,52
sent,sentir,17
la,le,71
croûte,croûte,22
et,et,82
la,le,71
braise,braise,22
/!,/!,P
la,le,71
prison,prison,22
est,être,17
au,à,81
au,le,71
bout,bout,21
de,de,81
la,le,71
rue,rue,22
",",",",p
et,et,82
les,le,71
gendarmes,gendarme,21
conduisent,conduire,17
souvent,souvent,60
des,de,81
des,le,71
prisonniers,prisonnier,21
qui,qui,52
ont,avoir,17
les,le,71
menottes,menotte,22
",",",",p
et,et,82
qui,qui,52
marchent,marcher,17
sans,sans,81
regarder,regarder,14
ni,ni,82
à,à,81
droite,droite,22
ni,ni,82
à,à,81
gauche,gauche,22
",",",",p
l',le,71
oeil,oeil,21
fixe,fixe,30
",",",",p
l',le,71
air,air,21
malade,malade,30
/.,/.,P
des,de,81
des,le,71
femmes,femme,22
leur,leur,52
donnent,donner,17
des,de,81
des,le,71
sous,sou,21
qu',que,52
ils,ils,51
serrent,serrer,17
dans,dans,81
leurs,leur,73
mains,main,22
en,en,81
inclinant,incliner,13
la,le,71
tête,tête,22
pour,pour,81
remercier,remercier,14
/.,/.,P
ils,ils,51
n',ne,60
ont,avoir,17
pas,pas,60
du,de,81
du,le,71
tout,tout,21
l',le,71
air,air,21
méchant,méchant,30
/.,/.,P
un,un,71
jour,jour,21
on,on,51
en,en,52
a,avoir,17
emmené,emmener,12
un,un,52
sur,sur,81
une,un,71
civière,civière,22
",",",",p
avec,avec,81
un,un,71
drap,drap,21
blanc,blanc,30
qui,qui,52
le,le,52
couvrait,couvrir,18
tout,tout,52
entier,entier,30
;,;,p
il,il,51
s',se,51
était,être,18
mis,mettre,12
le,le,71
poignet,poignet,21
sous,sous,81
une,un,71
scie,scie,22
",",",",p
après,après,81
avoir,avoir,14
volé,voler,12
;,;,p
il,il,51
avait,avoir,18
coulé,couler,12
tant,tant,60
de,de,81
sang,sang,21
qu',que,83
on,on,51
croyait,croire,18
qu',que,83
il,il,51
allait,aller,18
mourir,mourir,14
/.,/.,P
le,le,71
geôlier,geôlier,21
",",",",p
en,en,81
sa,son,73
qualité,qualité,22
de,de,81
voisin,voisin,21
",",",",p
est,être,17
un,un,71
ami,ami,21
de,de,81
la,le,71
maison,maison,22
;,;,p
il,il,51
vient,venir,17
de,de,81
temps,temps,21
en,en,81
temps,temps,21
manger,manger,14
la,le,71
soupe,soupe,22
chez,chez,81
les,le,71
gens,gens,21
d',de,81
en,en,81
bas,bas,21
",",",",p
et,et,82
nous,nous,51
sommes,être,17
camarades,camarade,21
",",",",p
son,son,73
fils,fils,21
et,et,82
moi,moi,51
/.,/.,P
il,il,51
m',je,51
emmène,emmener,17
quelquefois,quelquefois,60
à,à,81
la,le,71
prison,prison,22
",",",",p
parce que,parce que,83
c',ce,52
est,être,17
plus,plus,60
gai,gai,30
;,;,p
c',ce,52
est,être,17
plein,plein,30
d',de,81
arbres,arbre,21
;,;,p
on,on,51
joue,jouer,17
",",",",p
on,on,51
rit,rire,17
",",",",p
et,et,82
il,il,51
y,y,52
en,en,52
a,avoir,17
un,un,52
",",",",p
tout,tout,60
vieux,vieux,30
",",",",p
qui,qui,52
vient,venir,17
du,de,81
du,le,71
bagne,bagne,21
et,et,82
qui,qui,52
fait,faire,17
des,de,81
des,le,71
cathédrales,cathédrale,22
avec,avec,81
des,de,81
des,le,71
bouchons,bouchon,21
et,et,82
des,de,81
des,le,71
coquilles,coquille,22
de,de,81
noix,noix,22
/.,/.,P
à,à,81
la,le,71
maison,maison,22
l',l',94
on,on,51
ne,ne,60
rit,rire,17
jamais,jamais,60
",",",",p
ma,mon,73
mère,mère,22
bougonne,bougonner,17
toujours,toujours,60
/.,/.,P
-,-,p
oh,oh,93
!,!,p
comme,comme,83
je,je,51
m',je,51
amuse,amuser,17
davantage,davantage,60
avec,avec,81
ce,ce,74
vieux,vieux,21
là,là,60
et,et,82
le,le,71
grand,grand,21
qu',que,52
on,on,51
appelle,appeler,17
le,le,71
braconnier,braconnier,21
",",",",p
qui,qui,52
a,avoir,17
tué,tuer,12
le,le,71
gendarme,gendarme,21
à,à,81
la,le,71
foire,foire,22
du,de,81
du,le,71
Vivarais,Vivarais,20
/!,/!,P
puis,puis,60
",",",",p
ils,ils,51
reçoivent,recevoir,17
des,de,81
des,le,71
bouquets,bouquet,21
qu',que,52
ils,ils,51
embrassent,embrasser,17
et,et,82
cachent,cacher,17
sur,sur,81
leur,leur,73
poitrine,poitrine,22
/.,/.,P
j',je,51
ai,avoir,17
vu,voir,12
",",",",p
en,en,81
passant,passer,13
au,à,81
au,le,71
parloir,parloir,21
",",",",p
que,que,83
c',ce,52
étaient,être,18
des,de,81
des,le,71
femmes,femme,22
qui,qui,52
les,le,52
leur,leur,52
donnaient,donner,18
/.,/.,P
d',de,81
autres,autre,52
ont,avoir,17
des,de,81
des,le,71
oranges,orange,22
et,et,82
des,de,81
des,le,71
gâteaux,gâteau,21
que,que,52
leurs,leur,73
mères,mère,22
leur,leur,52
portent,porter,17
",",",",p
comme,comme,83
s',si,83
ils,ils,51
étaient,être,18
encore,encore,60
tout,tout,60
petits,petit,30
/.,/.,P
moi,moi,51
je,je,51
suis,être,17
tout,tout,60
petit,petit,30
",",",",p
et,et,82
je,je,51
n',ne,60
ai,avoir,17
jamais,jamais,60
ni,ni,82
gâteaux,gâteau,21
",",",",p
ni,ni,82
oranges,orange,22
/.,/.,P
je,je,51
ne,ne,60
me,je,51
rappelle,rappeler,17
pas,pas,60
avoir,avoir,14
vu,voir,12
une,un,71
fleur,fleur,22
à,à,81
la,le,71
maison,maison,22
/.,/.,P
maman,maman,22
dit,dire,17
que,que,83
ça,ça,52
gêne,gêner,17
",",",",p
et,et,82
qu',que,83
au,à,81
au,le,71
bout,bout,21
de,de,81
deux,deux,72
jours,jour,21
ça,ça,52
sent,sentir,17
mauvais,mauvais,30
/.,/.,P
je,je,51
m',je,51
étais,être,18
piqué,piquer,12
à,à,81
une,un,71
rose,rose,22
l',le,71
autre,autre,75
soir,soir,21
",",",",p
elle,il,51
m',je,51
a,avoir,17
crié,crier,12
:,:,p
“,“,p
ça,ça,52
t',tu,51
apprendra,apprendre,15
/!,/!,P
“,“,p
j',je,51
ai,avoir,17
toujours,toujours,60
envie,envie,22
de,de,81
rire,rire,14
quand,quand,83
on,on,51
dit,dire,17
la,le,71
prière,prière,22
/!,/!,P
j',je,51
ai,avoir,17
beau,beau,60
me,je,51
retenir,retenir,14
",",",",p
je,je,51
prie,prier,17
dieu,dieu,21
avant,avant,81
de,de,81
me,je,51
mettre,mettre,14
à,à,81
genoux,genou,21
",",",",p
je,je,51
lui,lui,51
jure,jurer,17
bien,bien,60
que,que,83
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
de,de,81
lui,lui,51
que,que,83
je,je,51
ris,rire,17
",",",",p
mais,mais,82
dès,dès,81
que,que,83
je,je,51
suis,être,17
à,à,81
genoux,genou,21
",",",",p
c',ce,52
est,être,17
plus,plus,60
fort,fort,30
que,que,83
moi,moi,51
/.,/.,P
mon,mon,73
oncle,oncle,21
a,avoir,17
des,de,81
des,le,71
verrues,verrue,22
qui,qui,52
le,le,52
démangent,démanger,17
",",",",p
et,et,82
il,il,51
les,le,52
gratte,gratter,17
",",",",p
puis,puis,60
il,il,51
les,le,52
mord,mordre,17
;,;,p
j',je,51
éclate,éclater,17
/.,/.,P
-,-,p
ma,mon,73
mère,mère,22
ne,ne,60
s',se,51
en,en,52
aperçoit,apercevoir,17
pas,pas,60
toujours,toujours,60
",",",",p
heureusement,heureusement,60
",",",",p
mais,mais,82
dieu,dieu,21
",",",",p
qui,qui,52
voit,voir,17
tout,tout,52
",",",",p
qu',que,52
est,être,17
ce,ce,52
qu',que,52
il,il,51
peut,pouvoir,17
penser,penser,14
/?,/?,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
ri,rire,12
pourtant,pourtant,60
",",",",p
l',le,71
autre,autre,75
jour,jour,21
/!,/!,P
on,on,51
avait,avoir,18
dîné,dîner,12
à,à,81
la,le,71
maison,maison,22
avec,avec,81
ma,mon,73
tante,tante,22
de,de,81
Vourzac,Vourzac,20
et,et,82
mes,mon,73
oncles,oncle,21
de,de,81
Farreyrol,Farreyrol,20
;,;,p
on,on,51
était,être,18
en,en,81
train,train,21
de,de,81
manger,manger,14
la,le,71
tourte,tourte,22
",",",",p
quand,quand,83
tout,tout,60
à,à,81
coup,coup,21
il,il,51
a,avoir,17
fait,faire,12
noir,noir,30
/.,/.,P
on,on,51
avait,avoir,18
eu,avoir,12
chaud,chaud,21
tout,tout,75
le,le,71
temps,temps,21
",",",",p
on,on,51
étouffait,étouffer,18
",",",",p
et,et,82
l',l',94
on,on,51
avait,avoir,18
ôté,ôter,12
ses,son,73
habits,habit,21
/.,/.,P
tout,tout,60
d',de,81
un,un,71
coup,coup,21
le,le,71
tonnerre,tonnerre,21
a,avoir,17
grondé,gronder,12
/.,/.,P
la,le,71
pluie,pluie,22
est,être,17
tombée,tomber,12
à,à,81
torrents,torrent,21
",",",",p
de,de,81
grosses,gros,30
gouttes,goutte,22
faisaient,faire,18
floc,floc,93
dans,dans,81
la,le,71
poussière,poussière,22
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
une,un,71
fraîcheur,fraîcheur,22
de,de,81
cave,cave,22
",",",",p
et,et,82
aussi,aussi,60
une,un,71
odeur,odeur,22
de,de,81
poudre,poudre,22
;,;,p
dans,dans,81
la,le,71
rue,rue,22
",",",",p
le,le,71
ruisseau,ruisseau,21
bouillait,bouillir,18
comme,comme,83
une,un,71
lessive,lessive,22
",",",",p
puis,puis,60
les,le,71
vitres,vitre,22
se,se,51
sont,être,17
mises,mettre,12
à,à,81
grincer,grincer,14
:,:,p
il,il,51
tombait,tomber,18
de,de,81
la,le,71
grêle,grêle,22
/.,/.,P
mes,mon,73
oncles,oncle,21
et,et,82
mes,mon,73
tantes,tante,22
se,se,51
sont,être,17
regardés,regarder,12
",",",",p
et,et,82
l',le,71
un,un,52
d',de,81
eux,ils,51
s',se,51
est,être,17
levé,lever,12
;,;,p
il,il,51
a,avoir,17
ôté,ôter,12
son,son,73
chapeau,chapeau,21
et,et,82
s',se,51
est,être,17
mis,mettre,12
à,à,81
dire,dire,14
une,un,71
prière,prière,22
/.,/.,P
tous,tout,52
se,se,51
tenaient,tenir,18
debout,debout,60
et,et,82
découverts,découvert,31
",",",",p
avec,avec,81
leurs,leur,73
fronts,front,21
jeunes,jeune,30
ou,ou,82
vieux,vieux,30
pleins,plein,30
de,de,81
tristesse,tristesse,22
/.,/.,P
ils,ils,51
priaient,prier,18
dieu,dieu,21
de,de,81
n',ne,60
être,être,14
pas,pas,60
trop,trop,60
cruel,cruel,30
pour,pour,81
leur,leur,73
champ,champ,21
",",",",p
et,et,82
de,de,81
ne,ne,60
pas,pas,60
tuer,tuer,14
avec,avec,81
son,son,73
plomb,plomb,21
blanc,blanc,30
leurs,leur,73
moissons,moisson,22
en,en,81
fleur,fleur,22
/.,/.,P
un,un,71
grêlon,grêlon,21
a,avoir,17
passé,passer,12
par,par,81
une,un,71
fenêtre,fenêtre,22
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
l',l',94
on,on,51
disait,dire,18
amen,amen,21
",",",",p
et,et,82
a,avoir,17
sauté,sauter,12
dans,dans,81
un,un,71
verre,verre,21
/.,/.,P
nous,nous,51
venons,venir,17
de,de,81
la,le,71
campagne,campagne,22
:,:,p
mon,mon,73
père,père,21
est,être,17
fils,fils,21
d',de,81
un,un,71
paysan,paysan,21
qui,qui,52
a,avoir,17
eu,avoir,12
de,de,81
l',le,71
orgueil,orgueil,21
et,et,82
a,avoir,17
voulu,vouloir,12
que,que,83
son,son,73
fils,fils,21
étudiât,étudier,18
pour,pour,81
être,être,14
prêtre,prêtre,21
/.,/.,P
on,on,51
a,avoir,17
mis,mettre,12
ce,ce,74
fils,fils,21
chez,chez,81
un,un,71
oncle,oncle,21
curé,curé,21
pour,pour,81
apprendre,apprendre,14
le,le,71
latin,latin,21
",",",",p
puis,puis,60
on,on,51
l',le,52
a,avoir,17
envoyé,envoyer,12
au,à,81
au,le,71
séminaire,séminaire,21
/.,/.,P
mon,mon,73
père,père,21
-,-,p
celui,celui,52
qui,qui,52
devait,devoir,18
être,être,14
mon,mon,73
père,père,21
