11358
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 105e extrait>,<>,<>
les,le,71
reproches,reproche,21
qu',que,52
elle,il,51
se,se,51
faisait,faire,18
de,de,81
cet,ce,74
amour,amour,21
compromettaient,compromettre,18
également,également,60
sa,son,73
destinée,destinée,22
/.,/.,P
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
a,avoir,17
craint,craindre,12
que,que,83
monsieur,monsieur,21
d',de,81
Ervins,Ervins,20
ne,ne,60
s',se,51
aperçût,apercevoir,18
du,de,81
du,le,71
sentiment,sentiment,21
de,de,81
sa,son,73
femme,femme,22
",",",",p
et,et,82
que,que,83
l',le,71
amour-propre,amour-propre,21
même,même,30
qui,qui,52
servait,servir,18
à,à,81
l',le,52
aveugler,aveugler,14
ne,ne,60
portât,porter,18
sa,son,73
fureur,fureur,22
au,à,81
au,le,71
comble,comble,21
s',si,83
il,il,51
découvrait,découvrir,18
jamais,jamais,60
la,le,71
vérité,vérité,22
/.,/.,P
Thérèse,Thérèse,20
elle-même,lui-même,51
a,avoir,17
désiré,désirer,12
que,que,83
son,son,73
amant,amant,21
s',se,51
éloignât,éloigner,18
;,;,p
mais,mais,82
quand,quand,83
il,il,51
a,avoir,17
été,être,12
parti,partir,12
",",",",p
elle,il,51
en,en,52
a,avoir,17
conçu,concevoir,12
une,un,71
telle,tel,75
douleur,douleur,22
",",",",p
que,que,83
d',de,81
un,un,71
jour,jour,21
à,à,81
l',le,71
autre,autre,52
il,il,51
est,être,17
à,à,81
craindre,craindre,14
qu',que,83
elle,il,51
ne,ne,60
demande,demander,17
à,à,81
son,son,73
mari,mari,21
de,de,81
la,le,52
conduire,conduire,14
à,à,81
Paris,Paris,20
/.,/.,P
il,il,51
faut,falloir,17
que,que,83
je,je,51
vous,vous,51
fasse,faire,17
connaître,connaître,14
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
pour,pour,81
que,que,83
vous,vous,51
conceviez,concevoir,17
comment,comment,60
",",",",p
avec,avec,81
beaucoup,beaucoup,60
de,de,81
raison,raison,22
et,et,82
même,même,60
assez,assez,60
de,de,81
calme,calme,30
dans,dans,81
ses,son,73
affections,affection,22
",",",",p
il,il,51
a,avoir,17
pu,pouvoir,12
inspirer,inspirer,14
à,à,81
Thérèse,Thérèse,20
un,un,71
sentiment,sentiment,21
si,si,60
vif,vif,30
:,:,p
d'abord,d'abord,60
je,je,51
crois,croire,17
",",",",p
en,en,81
général,général,21
",",",",p
qu',que,83
un,un,71
homme,homme,21
d',de,81
un,un,71
caractère,caractère,21
froid,froid,30
se,se,51
fait,faire,17
aimer,aimer,14
facilement,facilement,60
d',de,81
une,un,71
âme,âme,22
passionnée,passionné,31
;,;,p
il,il,51
captive,captiver,17
et,et,82
soutient,soutenir,17
l',le,71
intérêt,intérêt,21
en,en,81
vous,vous,51
faisant,faire,13
supposer,supposer,14
un,un,71
secret,secret,30
au-delà,au-delà,21
de,de,81
ce,ce,52
qu',que,52
il,il,51
exprime,exprimer,17
",",",",p
et,et,82
ce,ce,52
qui,qui,52
manque,manquer,17
à,à,81
son,son,73
abandon,abandon,21
peut,pouvoir,17
",",",",p
momentanément,momentanément,60
du,de,81
du,le,71
moins,moins,60
",",",",p
exciter,exciter,14
davantage,davantage,60
l',le,71
inquiétude,inquiétude,22
et,et,82
la,le,71
sensibilité,sensibilité,22
d',de,81
une,un,71
femme,femme,22
;,;,p
les,le,71
liaisons,liaison,22
ainsi,ainsi,60
fondées,fondé,31
ne,ne,60
sont,être,17
peut-être,peut-être,60
pas,pas,60
les,le,71
plus,plus,60
heureuses,heureux,30
et,et,82
les,le,71
plus,plus,60
durables,durable,30
",",",",p
mais,mais,82
elles,ils,51
agitent,agiter,17
davantage,davantage,60
le,le,71
coeur,coeur,21
assez,assez,60
faible,faible,30
pour,pour,81
s',se,51
y,y,52
livrer,livrer,14
/.,/.,P
Thérèse,Thérèse,20
",",",",p
solitaire,solitaire,30
",",",",p
exaltée,exalté,31
et,et,82
malheureuse,malheureux,30
",",",",p
a,avoir,17
été,être,12
tellement,tellement,60
entraînée,entraîner,12
par,par,81
ses,son,73
propres,propre,30
sentiments,sentiment,21
",",",",p
qu',que,83
on,on,51
ne,ne,60
peut,pouvoir,17
accuser,accuser,14
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
de,de,81
l',le,52
avoir,avoir,14
séduite,séduire,12
/.,/.,P
il,il,51
y,y,52
a,avoir,17
beaucoup,beaucoup,60
de,de,81
charme,charme,21
et,et,82
de,de,81
dignité,dignité,22
dans,dans,81
sa,son,73
contenance,contenance,22
;,;,p
son,son,73
visage,visage,21
a,avoir,17
l',le,71
expression,expression,22
des,de,81
des,le,71
habitants,habitant,21
du,de,81
du,le,71
Midi,Midi,20
",",",",p
et,et,82
ses,son,73
manières,manière,22
vous,vous,51
feraient,faire,16
croire,croire,14
qu',que,83
il,il,51
est,être,17
Anglais,Anglais,20
/.,/.,P
le,le,71
contraste,contraste,21
de,de,81
sa,son,73
figure,figure,22
animée,animé,31
avec,avec,81
son,son,73
accent,accent,21
calme,calme,30
et,et,82
sa,son,73
conduite,conduite,22
toujours,toujours,60
mesurée,mesuré,31
a,avoir,17
quelque,quelque,75
chose,chose,22
de,de,81
très,très,60
piquant,piquant,30
/.,/.,P
son,son,73
âme,âme,22
est,être,17
forte,fort,30
et,et,82
sérieuse,sérieux,30
;,;,p
son,son,73
défaut,défaut,21
",",",",p
selon,selon,81
moi,moi,51
",",",",p
c',ce,52
est,être,17
de,de,81
ne,ne,60
jamais,jamais,60
mettre,mettre,14
complètement,complètement,60
à,à,81
l',le,71
aise,aise,22
ceux,celui,52
mêmes,même,30
qui,qui,52
lui,lui,51
sont,être,17
chers,cher,30
;,;,p
il,il,51
est,être,17
tellement,tellement,60
maître,maître,30
de,de,81
lui,lui,51
",",",",p
qu',que,83
on,on,51
trouve,trouver,17
toujours,toujours,60
une,un,71
sorte,sorte,22
d',de,81
inégalité,inégalité,22
dans,dans,81
les,le,71
rapports,rapport,21
qu',que,52
on,on,51
entretient,entretenir,17
avec,avec,81
un,un,71
homme,homme,21
qui,qui,52
n',ne,60
a,avoir,17
jamais,jamais,60
dit,dire,12
à,à,81
la,le,71
fin,fin,22
du,de,81
du,le,71
jour,jour,21
un,un,71
seul,seul,30
mot,mot,21
involontaire,involontaire,30
/.,/.,P
il,il,51
ne,ne,60
faut,falloir,17
attribuer,attribuer,14
cette,ce,74
réserve,réserve,22
à,à,81
aucun,aucun,75
sentiment,sentiment,21
de,de,81
dissimulation,dissimulation,22
ou,ou,82
de,de,81
défiance,défiance,22
",",",",p
mais,mais,82
à,à,81
l',le,71
habitude,habitude,22
constante,constant,30
de,de,81
se,se,51
dominer,dominer,14
lui-même,lui-même,51
et,et,82
d',de,81
observer,observer,14
les,le,71
autres,autre,52
/.,/.,P
un,un,71
grand,grand,30
fonds,fond,21
de,de,81
bonté,bonté,22
",",",",p
une,un,71
disposition,disposition,22
secrète,secret,30
à,à,81
là,là,60
mélancolie,mélancolie,22
",",",",p
rassurent,rassurer,17
ceux,celui,52
qui,qui,52
l',le,52
aiment,aimer,17
",",",",p
et,et,82
donnent,donner,17
le,le,71
besoin,besoin,21
de,de,81
mériter,mériter,14
son,son,73
estime,estime,22
/.,/.,P
des,de,81
des,le,71
mots,mot,21
fins,fin,30
et,et,82
délicats,délicat,30
font,faire,17
entrevoir,entrevoir,14
son,son,73
caractère,caractère,21
;,;,p
il,il,51
me,je,51
semble,sembler,17
qu',que,83
il,il,51
comprend,comprendre,17
",",",",p
qu',que,83
il,il,51
partage,partager,17
même,même,60
tout,tout,60
bas,bas,60
la,le,71
sensibilité,sensibilité,22
des,de,81
des,le,71
autres,autre,52
",",",",p
et,et,82
que,que,83
",",",",p
dans,dans,81
le,le,71
secret,secret,21
de,de,81
son,son,73
coeur,coeur,21
",",",",p
il,il,51
répond,répondre,17
à,à,81
l',le,71
émotion,émotion,22
qu',que,52
on,on,51
lui,lui,51
exprime,exprimer,17
;,;,p
mais,mais,82
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
éprouve,éprouver,17
en,en,81
ce,ce,74
genre,genre,21
vous,vous,51
apparaît,apparaître,17
comme,comme,83
derrière,derrière,81
un,un,71
nuage,nuage,21
",",",",p
et,et,82
l',le,71
imagination,imagination,22
des,de,81
des,le,71
personnes,personne,22
vives,vif,30
n',ne,60
est,être,17
jamais,jamais,60
",",",",p
avec,avec,81
lui,lui,51
",",",",p
ni,ni,82
totalement,totalement,60
découragée,décourager,12
",",",",p
ni,ni,82
entièrement,entièrement,60
satisfaite,satisfaire,12
/.,/.,P
un,un,71
tel,tel,75
homme,homme,21
devait,devoir,18
nécessairement,nécessairement,60
prendre,prendre,14
un,un,71
grand,grand,30
empire,empire,21
sur,sur,81
Thérèse,Thérèse,20
;,;,p
mais,mais,82
son,son,73
sort,sort,21
n',ne,60
en,en,52
est,être,17
pas,pas,60
plus,plus,60
heureux,heureux,30
",",",",p
car,car,82
il,il,51
se,se,51
joint,joindre,17
à,à,81
toutes,tout,75
ses,son,73
peines,peine,22
l',le,71
inquiétude,inquiétude,22
continuelle,continuel,30
de,de,81
se,se,51
perdre,perdre,14
même,même,60
dans,dans,81
l',le,71
estime,estime,22
de,de,81
son,son,73
amant,amant,21
/.,/.,P
tourmentée,tourmenté,31
par,par,81
les,le,71
sentiments,sentiment,21
les,le,71
plus,plus,60
opposés,opposé,31
",",",",p
par,par,81
le,le,71
remords,remords,21
d',de,81
avoir,avoir,14
aimé,aimer,12
",",",",p
par,par,81
la,le,71
crainte,crainte,22
de,de,81
n',ne,60
être,être,14
pas,pas,60
assez,assez,60
aimée,aimer,12
",",",",p
ses,son,73
lettres,lettre,22
peignent,peindre,17
une,un,71
âme,âme,22
si,si,60
agitée,agité,31
",",",",p
qu',que,83
on,on,51
peut,pouvoir,17
tout,tout,52
redouter,redouter,14
de,de,81
ces,ce,74
combats,combat,21
",",",",p
plus,plus,60
forts,fort,30
que,que,83
son,son,73
esprit,esprit,21
et,et,82
sa,son,73
raison,raison,22
/.,/.,P
je,je,51
rencontrai,rencontrer,19
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
chez,chez,81
madame,madame,22
de,de,81
Vernon,Vernon,20
le,le,71
soir,soir,21
du,de,81
du,le,71
jour,jour,21
où,où,60
j',je,51
avais,avoir,18
reçu,recevoir,12
la,le,71
lettre,lettre,22
de,de,81
Thérèse,Thérèse,20
;,;,p
je,je,51
m',je,51
approchai,approcher,19
de,de,81
lui,lui,51
",",",",p
et,et,82
je,je,51
lui,lui,51
dis,dire,19
que,que,83
je,je,51
souhaitais,souhaiter,18
de,de,81
lui,lui,51
parler,parler,14
/.,/.,P
il,il,51
se,se,51
leva,lever,19
pour,pour,81
me,je,51
suivre,suivre,14
dans,dans,81
le,le,71
jardin,jardin,21
avec,avec,81
son,son,73
expression,expression,22
de,de,81
calme,calme,22
accoutumée,accoutumé,31
/.,/.,P
je,je,51
lui,lui,51
appris,apprendre,19
",",",",p
sans,sans,81
entrer,entrer,14
dans,dans,81
aucun,aucun,75
détail,détail,21
",",",",p
que,que,83
j',je,51
avais,avoir,18
su,savoir,12
par,par,81
madame,madame,22
d',de,81
Ervins,Ervins,20
tout,tout,52
ce,ce,52
qui,qui,52
l',le,52
intéressait,intéresser,18
",",",",p
mais,mais,82
que,que,52
je,je,51
frémissais,frémir,18
de,de,81
son,son,73
projet,projet,21
de,de,81
venir,venir,14
à,à,81
Paris,Paris,20
/.,/.,P
“,“,p
il,il,51
est,être,17
impossible,impossible,30
",",",",p
continuai,continuer,19
je,je,51
",",",",p
avec,avec,81
le,le,71
caractère,caractère,21
que,que,52
vous,vous,51
connaissez,connaître,17
à,à,81
Thérèse,Thérèse,20
",",",",p
que,que,83
son,son,73
sentiment,sentiment,21
pour,pour,81
vous,vous,51
ne,ne,60
soit,être,17
pas,pas,60
bientôt,bientôt,60
découvert,découvrir,12
par,par,81
les,le,71
observateurs,observateur,21
oisifs,oisif,30
et,et,82
pénétrants,pénétrant,30
de,de,81
ce,ce,74
pays,pays,21
ci,ci,60
/.,/.,P
monsieur,monsieur,21
d',de,81
Ervins,Ervins,20
apprendra,apprendre,15
les,le,71
torts,tort,21
de,de,81
sa,son,73
femme,femme,22
par,par,81
de,de,81
perfides,perfide,30
plaisanteries,plaisanterie,22
",",",",p
et,et,82
la,le,71
blessure,blessure,22
d',de,81
amour-propre,amour-propre,21
qu',que,52
il,il,51
en,en,52
recevra,recevoir,15
sera,être,15
bien,bien,60
plus,plus,60
terrible,terrible,30
/.,/.,P
écrivez,écrire,17
donc,donc,82
à,à,81
madame,madame,22
d',de,81
Ervins,Ervins,20
;,;,p
c',ce,52
est,être,17
à,à,81
vous,vous,51
à,à,81
la,le,52
détourner,détourner,14
de,de,81
son,son,73
dessein,dessein,21
/.,/.,P
-,-,p
madame,madame,22
",",",",p
répondit,répondre,19
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
",",",",p
si,si,83
je,je,51
lui,lui,51
écrivais,écrire,18
de,de,81
ne,ne,60
pas,pas,60
me,je,51
rejoindre,rejoindre,14
",",",",p
elle,il,51
ne,ne,60
verrait,voir,16
dans,dans,81
cette,ce,74
conduite,conduite,22
que,que,83
le,le,71
refroidissement,refroidissement,21
de,de,81
ma,mon,73
tendresse,tendresse,22
pour,pour,81
elle,il,51
",",",",p
et,et,82
la,le,71
douleur,douleur,22
que,que,52
je,je,51
lui,lui,51
causerais,causer,16
serait,être,16
la,le,71
plus,plus,60
amère,amer,30
de,de,81
toutes,tout,52
/.,/.,P
me,je,51
convient,convenir,17
il,il,51
",",",",p
à,à,81
moi,moi,51
qui,qui,52
suis,être,17
coupable,coupable,30
de,de,81
l',le,52
avoir,avoir,14
entraînée,entraîner,12
",",",",p
de,de,81
prendre,prendre,14
maintenant,maintenant,60
le,le,71
langage,langage,21
de,de,81
l',le,71
amitié,amitié,22
pour,pour,81
la,le,52
diriger,diriger,14
?,?,p
je,je,51
révolterais,révolter,16
son,son,73
âme,âme,22
",",",",p
je,je,51
la,le,52
ferais,faire,16
souffrir,souffrir,14
",",",",p
et,et,82
ma,mon,73
conduite,conduite,22
ne,ne,60
serait,être,16
pas,pas,60
véritablement,véritablement,60
délicate,délicat,30
",",",",p
car,car,82
il,il,51
n',ne,60
y,y,52
a,avoir,17
de,de,81
délicat,délicat,30
que,que,83
la,le,71
parfaite,parfait,31
bonté,bonté,22
/.,/.,P
-,-,p
mais,mais,82
",",",",p
lui,lui,51
dis,dire,19
je,je,51
alors,alors,60
",",",",p
vous,vous,51
montrez,montrer,17
cependant,cependant,82
dans,dans,81
toutes,tout,75
les,le,71
circonstances,circonstance,22
une,un,71
raison,raison,22
si,si,60
forte,fort,30
/…,/…,P
-,-,p
j',je,51
en,en,52
ai,avoir,17
quelquefois,quelquefois,60
",",",",p
interrompit,interrompre,19
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
",",",",p
lorsqu',lorsque,83
il,il,51
ne,ne,60
s',se,51
agit,agir,17
que,que,83
de,de,81
moi,moi,51
;,;,p
mais,mais,82
je,je,51
trouve,trouver,17
une,un,71
sorte,sorte,22
de,de,81
barbarie,barbarie,22
dans,dans,81
la,le,71
raison,raison,22
appliquée,appliqué,31
à,à,81
la,le,71
douleur,douleur,22
d',de,81
un,un,71
autre,autre,52
",",",",p
et,et,82
je,je,51
ne,ne,60
m',je,51
en,en,52
sers,servir,17
point,point,60
dans,dans,81
une,un,71
pareille,pareil,30
situation,situation,22
/.,/.,P
-,-,p
que,que,52
ferez,faire,15
vous,vous,51
cependant,cependant,82
",",",",p
lui,lui,51
dis,dire,19
je,je,51
",",",",p
si,si,83
madame,madame,22
d',de,81
Ervins,Ervins,20
vient,venir,17
dans,dans,81
ces,ce,74
lieux,lieu,21
",",",",p
si,si,83
elle,il,51
se,se,51
perd,perdre,17
",",",",p
si,si,83
son,son,73
mari,mari,21
l',le,52
abandonne,abandonner,17
/?,/?,P
-,-,p
je,je,51
souhaite,souhaiter,17
",",",",p
madame,madame,22
",",",",p
me,je,51
répondit,répondre,19
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
",",",",p
que,que,83
Thérèse,Thérèse,20
ne,ne,60
vienne,venir,17
point,point,60
à,à,81
Paris,Paris,20
/.,/.,P
je,je,51
consentirais,consentir,16
au,à,81
au,le,71
douloureux,douloureux,30
sacrifice,sacrifice,21
de,de,81
ne,ne,60
plus,plus,60
la,le,52
revoir,revoir,14
si,si,83
son,son,73
repos,repos,21
pouvait,pouvoir,18
en,en,52
dépendre,dépendre,14
;,;,p
mais,mais,82
si,si,83
elle,il,51
arrive,arriver,17
ici,ici,60
et,et,82
qu',que,83
elle,il,51
se,se,51
brouille,brouiller,17
avec,avec,81
son,son,73
mari,mari,21
",",",",p
je,je,51
lui,lui,51
dévouerai,dévouer,15
ma,mon,73
vie,vie,22
;,;,p
et,et,82
",",",",p
en,en,81
supposant,supposer,13
que,que,83
les,le,71
lois,loi,22
de,de,81
France,France,20
me,je,51
permettent,permettre,17
le,le,71
divorce,divorce,21
",",",",p
je,je,51
l',le,52
épouserai,épouser,15
/.,/.,P
-,-,p
y,y,52
pensez,penser,17
vous,vous,51
?,?,p
m',je,51
écriai,écrier,19
je,je,51
",",",",p
l',le,52
épouser,épouser,14
",",",",p
elle,il,51
qui,qui,52
est,être,17
catholique,catholique,30
",",",",p
dévote,dévot,30
/!,/!,P
-,-,p
je,je,51
vous,vous,51
parle,parler,17
uniquement,uniquement,60
",",",",p
reprit,reprendre,19
avec,avec,81
tranquillité,tranquillité,22
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
",",",",p
de,de,81
ce,ce,52
que,que,52
je,je,51
suis,être,17
prêt,prêt,30
à,à,81
faire,faire,14
pour,pour,81
elle,il,51
si,si,83
son,son,73
bonheur,bonheur,21
l',le,52
exige,exiger,17
;,;,p
mais,mais,82
il,il,51
vaut,valoir,17
mieux,mieux,60
pour,pour,81
tous,tout,75
les,le,71
deux,deux,72
que,que,83
nos,notre,73
destinées,destinée,22
restent,rester,17
dans,dans,81
l',le,71
ordre,ordre,21
",",",",p
et,et,82
j',je,51
espère,espérer,17
que,que,83
vous,vous,51
la,le,52
déciderez,décider,15
à,à,81
ne,ne,60
pas,pas,60
venir,venir,14
/.,/.,P
-,-,p
me,je,51
permettez,permettre,17
vous,vous,51
de,de,81
le,le,52
dire,dire,14
",",",",p
monsieur,monsieur,21
?,?,p
lui,lui,51
répondis,répondre,19
je,je,51
;,;,p
il,il,51
y,y,52
a,avoir,17
dans,dans,81
votre,votre,73
conversation,conversation,22
un,un,71
singulier,singulier,30
mélange,mélange,21
d',de,81
exaltation,exaltation,22
et,et,82
de,de,81
froideur,froideur,22
/.,/.,P
-,-,p
vous,vous,51
vous,vous,51
persuadez,persuader,17
un,un,71
peu,peu,60
légèrement,légèrement,60
",",",",p
madame,madame,22
",",",",p
répliqua,répliquer,19
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
",",",",p
que,que,83
j',je,51
ai,avoir,17
de,de,81
la,le,71
froideur,froideur,22
dans,dans,81
le,le,71
caractère,caractère,21
;,;,p
dès,dès,81
mon,mon,73
enfance,enfance,22
",",",",p
la,le,71
timidité,timidité,22
et,et,82
la,le,71
fierté,fierté,22
réunies,réuni,31
m',je,51
ont,avoir,17
donné,donner,12
l',le,71
habitude,habitude,22
de,de,81
réprimer,réprimer,14
les,le,71
signes,signe,21
extérieurs,extérieur,30
de,de,81
mon,mon,73
émotion,émotion,22
/.,/.,P
sans,sans,81
vous,vous,51
occuper,occuper,14
trop,trop,60
longtemps,longtemps,60
de,de,81
moi,moi,51
",",",",p
je,je,51
vous,vous,51
dirai,dire,15
que,que,83
j',je,51
ai,avoir,17
fait,faire,12
",",",",p
comme,comme,83
la,le,71
plupart,plupart,22
des,de,81
des,le,71
jeunes,jeune,30
gens,gens,21
de,de,81
mon,mon,73
âge,âge,21
",",",",p
beaucoup,beaucoup,60
de,de,81
fautes,faute,22
en,en,81
entrant,entrer,13
dans,dans,81
le,le,71
monde,monde,21
;,;,p
que,que,52
ces,ce,74
fautes,faute,22
",",",",p
par,par,81
une,un,71
combinaison,combinaison,22
de,de,81
circonstances,circonstance,22
",",",",p
ont,avoir,17
eu,avoir,12
des,de,81
des,le,71
suites,suite,22
funestes,funeste,30
",",",",p
et,et,82
qu',que,52
il,il,51
m',je,51
est,être,17
resté,rester,12
",",",",p
de,de,81
toutes,tout,75
les,le,71
peines,peine,22
que,que,52
j',je,51
ai,avoir,17
éprouvées,éprouver,12
",",",",p
assez,assez,60
de,de,81
calme,calme,21
dans,dans,81
mes,mon,73
propres,propre,30
impressions,impression,22
",",",",p
mais,mais,82
un,un,71
profond,profond,30
respect,respect,21
pour,pour,81
la,le,71
destinée,destinée,22
des,de,81
des,le,71
personnes,personne,22
qui,qui,52
de,de,81
quelque,quelque,75
manière,manière,22
dépendent,dépendre,17
de,de,81
moi,moi,51
/.,/.,P
les,le,71
passions,passion,22
impétueuses,impétueux,30
ont,avoir,17
toujours,toujours,60
pour,pour,81
but,but,21
notre,notre,73
satisfaction,satisfaction,22
personnelle,personnel,30
;,;,p
ces,ce,74
passions,passion,22
sont,être,17
très,très,60
refroidies,refroidir,12
dans,dans,81
mon,mon,73
coeur,coeur,21
",",",",p
mais,mais,82
je,je,51
ne,ne,60
suis,être,17
point,point,60
blasé,blaser,12
sur,sur,81
mes,mon,73
devoirs,devoir,21
",",",",p
et,et,82
je,je,51
n',ne,60
ai,avoir,17
rien,rien,52
de,de,81
mieux,mieux,60
à,à,81
faire,faire,14
de,de,81
moi,moi,51
que,que,83
d',de,81
épargner,épargner,14
de,de,81
la,le,71
douleur,douleur,22
à,à,81
ceux,celui,52
qui,qui,52
m',je,51
aiment,aimer,17
",",",",p
maintenant,maintenant,60
que,que,83
je,je,51
ne,ne,60
peux,pouvoir,17
plus,plus,60
avoir,avoir,14
ni,ni,82
goût,goût,21
vif,vif,30
",",",",p
ni,ni,82
volonté,volonté,22
forte,fort,30
qui,qui,52
ait,avoir,17
pour,pour,81
objet,objet,21
mon,mon,73
propre,propre,30
bonheur,bonheur,21
/.,/.,P
“,“,p
en,en,81
achevant,achever,13
ces,ce,74
mots,mot,21
",",",",p
une,un,71
expression,expression,22
de,de,81
mélancolie,mélancolie,22
se,se,51
peignit,peindre,19
sur,sur,81
le,le,71
visage,visage,21
de,de,81
monsieur,monsieur,21
de,de,81
Serbellane,Serbellane,20
;,;,p
j',je,51
éprouvai,éprouver,19
pour,pour,81
lui,lui,51
ce,ce,74
sentiment,sentiment,21
que,que,52
fait,faire,17
naître,naître,14
en,en,81
nous,nous,51
le,le,71
malheur,malheur,21
d',de,81
un,un,71
homme,homme,21
distingué,distingué,31
/.,/.,P
je,je,51
lui,lui,51
pris,prendre,19
moi-même,moi-même,51
la,le,71
main,main,22
comme,comme,83
à,à,81
mon,mon,73
frère,frère,21
;,;,p
il,il,51
comprit,comprendre,19
ce,ce,52
que,que,52
j',je,51
éprouvais,éprouver,18
",",",",p
il,il,51
m',je,51
en,en,52
sut,savoir,19
gré,gré,21
/.,/.,P
mais,mais,82
son,son,73
coeur,coeur,21
se,se,51
referma,refermer,19
bientôt,bientôt,60
après,après,81
;,;,p
je,je,51
crus,croire,19
même,même,60
entrevoir,entrevoir,14
qu',que,83
il,il,51
redoutait,redouter,18
d',de,81
être,être,14
entraîné,entraîner,12
à,à,81
parler,parler,14
plus,plus,60
longtemps,longtemps,60
de,de,81
lui,lui,51
",",",",p
et,et,82
je,je,51
le,le,52
suivis,suivre,19
dans,dans,81
le,le,71
salon,salon,21
",",",",p
ou,ou,82
il,il,51
remontait,remonter,18
de,de,81
son,son,73
propre,propre,30
mouvement,mouvement,21
/.,/.,P
depuis,depuis,81
cette,ce,74
conversation,conversation,22
je,je,51
l',le,52
ai,avoir,17
vu,voir,12
deux,deux,72
fois,fois,22
