11327
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 165e extrait>,<>,<>
découragerai,décourager,15
ainsi,ainsi,60
mon,mon,73
désir,désir,21
/.,/.,P
“,“,p
-,-,p
“,“,p
eh,eh,93
bien,bien,60
/!,/!,P
c',ce,52
est,être,17
cela,cela,52
",",",",p
me,je,51
dit,dire,19
elle,il,51
;,;,p
j',je,51
étais,être,18
bien,bien,60
sûre,sûr,30
qu',que,83
il,il,51
y,y,52
avait,avoir,18
en,en,81
effet,effet,21
un,un,71
moyen,moyen,21
;,;,p
vous,vous,51
l',le,52
avez,avoir,17
trouvé,trouver,12
/.,/.,P
et,et,82
puis,puis,60
il,il,51
ne,ne,60
s',se,51
agit,agir,17
que,que,83
de,de,81
veiller,veiller,14
là-dessus,là-dessus,60
peu,peu,60
d',de,81
années,année,22
encore,encore,60
;,;,p
l',le,71
âge,âge,21
viendra,venir,15
assez,assez,60
tôt,tôt,60
",",",",p
qui,qui,52
",",",",p
de,de,81
lui-même,lui-même,51
",",",",p
arrangera,arranger,15
tout,tout,52
/.,/.,P
“,“,p
c',ce,52
est,être,17
par,par,81
de,de,81
tels,tel,75
échanges,échange,21
ingénus,ingénu,30
ou,ou,82
subtils,subtil,30
",",",",p
qu',que,83
en,en,81
ces,ce,74
derniers,dernier,30
moments,moment,21
d',de,81
illusion,illusion,22
mutuelle,mutuel,30
",",",",p
se,se,51
flattaient,flatter,18
et,et,82
s',se,51
épanouissaient,épanouir,18
nos,notre,73
coeurs,coeur,21
/.,/.,P
chez,chez,81
monsieur,monsieur,21
de,de,81
Vacquerie,Vacquerie,20
",",",",p
où,où,60
nous,nous,51
étions,être,18
allés,aller,12
à,à,81
travers,travers,21
notre,notre,73
promenade,promenade,22
",",",",p
il,il,51
avait,avoir,18
été,être,12
dit,dire,12
dans,dans,81
la,le,71
conversation,conversation,22
je,je,51
ne,ne,60
sais,savoir,17
quel,quel,75
mot,mot,21
insignifiant,insignifiant,30
sur,sur,81
madame,madame,22
de,de,81
Greneuc,Greneuc,20
et,et,82
mademoiselle,mademoiselle,22
Amélie,Amélie,20
",",",",p
qui,qui,52
m',je,51
avait,avoir,18
fait,faire,12
une,un,71
impression,impression,22
pénible,pénible,30
",",",",p
comme,comme,83
tout,tout,52
ce,ce,52
qui,qui,52
se,se,51
rattachait,rattacher,18
à,à,81
ces,ce,74
temps,temps,21
et,et,82
à,à,81
cette,ce,74
histoire,histoire,22
/.,/.,P
l',le,71
idée,idée,22
de,de,81
mes,mon,73
torts,tort,21
anciens,ancien,30
confirma,confirmer,19
en,en,81
moi,moi,51
la,le,71
résolution,résolution,22
de,de,81
n',ne,60
en,en,52
pas,pas,60
avoir,avoir,14
du,de,81
du,le,71
moins,moins,60
de,de,81
nouveaux,nouveau,30
/.,/.,P
j',je,51
en,en,52
revins,revenir,19
à,à,81
projeter,projeter,14
sérieusement,sérieusement,60
une,un,71
vie,vie,22
de,de,81
sacrifice,sacrifice,21
/.,/.,P
la,le,71
noble,noble,30
image,image,22
de,de,81
mademoiselle,mademoiselle,22
Amélie,Amélie,20
m',je,51
inspirait,inspirer,18
naturellement,naturellement,60
cela,cela,52
/.,/.,P
je,je,51
me,je,51
dis,dire,19
donc,donc,82
que,que,83
",",",",p
si,si,83
l',le,71
affaire,affaire,22
de,de,81
Georges,Georges,20
me,je,51
laissait,laisser,18
libre,libre,30
",",",",p
ainsi,ainsi,60
qu',que,83
il,il,51
devenait,devenir,18
à,à,81
chaque,chaque,75
instant,instant,21
plus,plus,60
probable,probable,30
",",",",p
j',je,51
irais,aller,16
et,et,82
j',je,51
habiterais,habiter,16
à,à,81
Blois,Blois,20
mettant,mettre,13
mon,mon,73
avenir,avenir,21
entier,entier,30
à,à,81
décorer,décorer,14
l',le,71
existence,existence,22
de,de,81
mes,mon,73
amis,ami,21
/.,/.,P
tout,tout,75
empire,empire,21
de,de,81
madame,madame,22
R.,R,20
avait,avoir,18
disparu,disparaître,12
/.,/.,P
pour,pour,81
mieux,mieux,60
m',je,51
affermir,affermir,14
dans,dans,81
mon,mon,73
dessein,dessein,21
et,et,82
m',je,51
enlever,enlever,14
le,le,71
prétexte,prétexte,21
même,même,30
des,de,81
des,le,71
scrupules,scrupule,21
honorables,honorable,30
je,je,51
m',je,51
avisai,aviser,19
",",",",p
en,en,81
rentrant,rentrer,13
",",",",p
d',de,81
écrire,écrire,14
au,à,81
au,le,71
marquis,marquis,21
;,;,p
dans,dans,81
cette,ce,74
lettre,lettre,22
",",",",p
après,après,81
bien,bien,60
des,de,81
des,le,71
effusions,effusion,22
et,et,82
des,de,81
des,le,71
entourages,entourage,21
sur,sur,81
ses,son,73
blessures,blessure,22
je,je,51
lui,lui,51
touchais,toucher,18
quelque,quelque,75
chose,chose,22
de,de,81
l',le,71
état,état,21
de,de,81
mon,mon,73
pauvre,pauvre,30
coeur,coeur,21
",",",",p
de,de,81
certaines,certain,75
anxiétés,anxiété,22
vagues,vague,30
que,que,52
j',je,51
y,y,52
ressentais,ressentir,18
",",",",p
et,et,82
des,de,81
des,le,71
passions,passion,22
toujours,toujours,60
promptes,prompt,30
de,de,81
la,le,71
jeunesse,jeunesse,22
",",",",p
lui,lui,51
demandant,demander,13
s',si,83
il,il,51
ne,ne,60
voyait,voir,18
d',de,81
inconvénient,inconvénient,21
pour,pour,81
personne,personne,52
à,à,81
cette,ce,74
union,union,22
de,de,81
plus,plus,60
en,en,81
plus,plus,60
étroite,étroit,30
où,où,60
il,il,51
me,je,51
conviait,convier,18
/.,/.,P
je,je,51
n',ne,60
aurais,avoir,16
jamais,jamais,60
pris,prendre,12
sur,sur,81
moi,moi,51
de,de,81
lui,lui,51
articuler,articuler,14
en,en,81
face,face,22
un,un,71
mot,mot,21
à,à,81
ce,ce,74
sujet,sujet,21
;,;,p
je,je,51
n',ne,60
aurais,avoir,16
point,point,60
d',de,81
ailleurs,ailleurs,60
été,être,12
sûr,sûr,30
de,de,81
le,le,52
faire,faire,14
dans,dans,81
la,le,71
mesure,mesure,22
délicate,délicat,30
qui,qui,52
convenait,convenir,18
",",",",p
et,et,82
c',ce,52
est,être,17
pourquoi,pourquoi,60
je,je,51
préférais,préférer,18
écrire,écrire,14
/.,/.,P
n',ne,60
y,y,52
avait,avoir,18
il,il,51
pas,pas,60
aussi,aussi,60
dans,dans,81
cette,ce,74
singulière,singulier,30
démarche,démarche,22
une,un,71
arrière-pensée,arrière-pensée,22
non,non,60
avouée,avoué,31
d',de,81
être,être,14
plus,plus,60
libre,libre,30
désormais,désormais,60
selon,selon,81
l',le,71
occasion,occasion,22
et,et,82
plus,plus,60
dégagé,dégager,12
de,de,81
procédés,procédé,21
à,à,81
son,son,73
égard,égard,21
l',le,52
ayant,avoir,13
",",",",p
en,en,81
quelque,quelque,75
sorte,sorte,22
",",",",p
averti,avertir,12
/?,/?,P
je,je,51
ne,ne,60
pense,penser,17
point,point,60
que,que,83
cette,ce,74
méchante,méchant,30
finesse,finesse,22
se,se,51
soit,être,17
glissée,glisser,12
là-dessous,là-dessous,60
;,;,p
mais,mais,82
la,le,71
nature,nature,22
est,être,17
si,si,60
tortueuse,tortueux,30
et,et,82
si,si,60
troublée,troubler,12
de,de,81
replis,repli,21
que,que,83
je,je,51
n',ne,60
oserais,oser,16
rien,rien,52
affirmer,affirmer,14
/.,/.,P
le,le,71
soir,soir,21
donc,donc,82
en,en,81
le,le,52
quittant,quitter,13
",",",",p
je,je,51
lui,lui,51
remis,remettre,19
un,un,71
peu,peu,60
honteusement,honteusement,60
la,le,71
lettre,lettre,22
",",",",p
et,et,82
lui,lui,51
dis,dire,19
de,de,81
lire,lire,14
cela,cela,52
et,et,82
qu',que,52
il,il,51
me,je,51
donnerait,donner,16
réponse,réponse,22
le,le,71
lendemain,lendemain,21
/.,/.,P
nous,nous,51
étions,être,18
au,à,81
au,le,71
lendemain,lendemain,21
",",",",p
au,à,81
au,le,71
jour,jour,21
du,de,81
du,le,71
départ,départ,21
/.,/.,P
vers,vers,81
huit,huit,72
heures,heure,22
et,et,82
demie,demi,30
",",",",p
j',je,51
assistai,assister,19
",",",",p
dans,dans,81
la,le,71
chapelle,chapelle,22
du,de,81
du,le,71
petit,petit,30
couvent,couvent,21
",",",",p
avec,avec,81
madame,madame,22
de,de,81
Couaën,Couaën,20
",",",",p
les,le,71
enfants,enfant,21
et,et,82
toute,tout,75
la,le,71
communauté,communauté,22
",",",",p
à,à,81
la,le,71
messe,messe,22
qui,qui,52
avait,avoir,18
pour,pour,81
but,but,21
spécial,spécial,30
d',de,81
implorer,implorer,14
un,un,71
heureux,heureux,30
voyage,voyage,21
et,et,82
un,un,71
séjour,séjour,21
là-bas,là-bas,60
non,non,60
troublé,troublé,31
/.,/.,P
au,à,81
au,le,71
lieu,lieu,21
d',de,81
un,un,71
livre,livre,21
de,de,81
messe,messe,22
",",",",p
comme,comme,83
un,un,71
simple,simple,30
fidèle,fidèle,21
",",",",p
et,et,82
de,de,81
suivre,suivre,14
pas,pas,21
à,à,81
pas,pas,21
les,le,71
saints,saint,30
mystères,mystère,21
",",",",p
j',je,51
y,y,52
avais,avoir,18
porté,porter,12
",",",",p
pour,pour,81
lire,lire,14
",",",",p
le,le,71
volume,volume,21
de,de,81
l',le,71
imitation,imitation,22
:,:,p
je,je,51
comptais,compter,18
méditer,méditer,14
et,et,82
non,non,60
prier,prier,14
/.,/.,P
mais,mais,82
ce,ce,74
traité,traité,21
si,si,60
excellent,excellent,30
",",",",p
joint,joint,31
à,à,81
l',le,71
impression,impression,22
de,de,81
la,le,71
solennité,solennité,22
dans,dans,81
l',le,71
étroite,étroit,30
enceinte,enceinte,22
",",",",p
aux,à,81
aux,le,71
hymnes,hymne,21
par,par,81
moments,moment,21
chantées,chanté,31
tout,tout,60
haut,haut,60
",",",",p
qui,qui,52
succédaient,succéder,18
à,à,81
la,le,71
récitation,récitation,22
murmurée,murmuré,31
du,de,81
du,le,71
prêtre,prêtre,21
",",",",p
opéra,opérer,19
inopinément,inopinément,60
sur,sur,81
moi,moi,51
et,et,82
me,je,51
sollicita,solliciter,19
à,à,81
de,de,81
vifs,vif,30
retours,retour,21
/.,/.,P
j',je,51
y,y,52
lisais,lire,18
dans,dans,81
ce,ce,74
précieux,précieux,30
livre,livre,21
",",",",p
toutes,tout,75
sortes,sorte,22
de,de,81
réponses,réponse,22
directes,direct,30
aux,à,81
aux,le,71
questions,question,22
sourdes,sourd,30
qui,qui,52
m',je,51
agitaient,agiter,18
;,;,p
par,par,81
exemple,exemple,21
:,:,p
“,“,p
ne,ne,60
soyez,être,17
familier,familier,30
près,près,81
d',de,81
aucune,aucun,75
femme,femme,22
",",",",p
mais,mais,82
",",",",p
en,en,81
commun,commun,21
",",",",p
recommandez,recommander,17
toutes,tout,75
les,le,71
honnêtes,honnête,30
femmes,femme,22
à,à,81
dieu,dieu,21
/.,/.,P
“,“,p
et,et,82
",",",",p
si,si,83
je,je,51
m',je,51
alléguais,alléguer,18
que,que,83
ce,ce,74
verset,verset,21
s',se,51
appliquait,appliquer,18
surtout,surtout,60
à,à,81
des,de,81
des,le,71
moines,moine,21
",",",",p
je,je,51
trouvais,trouver,18
bientôt,bientôt,60
cet,ce,74
autre,autre,52
que,que,52
je,je,51
ne,ne,60
pouvais,pouvoir,18
récuser,récuser,14
:,:,p
“,“,p
opposez,opposer,17
vous,vous,51
au,à,81
au,le,71
mal,mal,21
dès,dès,81
l',le,71
origine,origine,22
",",",",p
car,car,82
voici,voici,81
la,le,71
marche,marche,22
:,:,p
d'abord,d'abord,60
une,un,71
simple,simple,30
pensée,pensée,22
qui,qui,52
traverse,traverser,17
l',le,71
esprit,esprit,21
",",",",p
puis,puis,60
une,un,71
image,image,22
forte,fort,30
qui,qui,52
s',se,51
y,y,52
attache,attacher,17
",",",",p
le,le,71
plaisir,plaisir,21
par,par,81
degrés,degré,21
qu',que,52
on,on,51
y,y,52
prend,prendre,17
",",",",p
et,et,82
le,le,71
mouvement,mouvement,21
à,à,81
mauvaise,mauvais,30
fin,fin,22
",",",",p
et,et,82
l',le,71
abandon,abandon,21
/.,/.,P
“,“,p
et,et,82
plus,plus,60
loin,loin,60
à,à,81
propos,propos,21
des,de,81
des,le,71
vaines,vain,30
délices,délice,21
qu',que,52
on,on,51
poursuit,poursuivre,17
dans,dans,81
le,le,71
désordre,désordre,21
et,et,82
qu',que,52
on,on,51
recueille,recueillir,17
dans,dans,81
l',le,71
amertume,amertume,22
",",",",p
je,je,51
lisais,lire,18
encore,encore,60
et,et,82
répétais,répéter,18
avec,avec,81
adhésion,adhésion,22
fervente,fervent,30
(,(,p
et,et,82
j',je,51
aurais,avoir,16
frappé,frapper,12
ma,mon,73
poitrine,poitrine,22
",",",",p
si,si,83
j',je,51
avais,avoir,18
osé,oser,12
),),p
:,:,p
“,“,p
oh,oh,93
!,!,p
qu',que,52
elles,ils,51
sont,être,17
courtes,court,30
",",",",p
qu',que,52
elles,ils,51
sont,être,17
fausses,faux,30
",",",",p
qu',que,52
elles,ils,51
sont,être,17
déréglées,dérégler,12
et,et,82
honteuses,honteux,30
toutes,tout,52
/!,/!,P
“,“,p
et,et,82
au,à,81
au,le,71
jugement,jugement,21
où,où,60
",",",",p
pénétré,pénétré,31
de,de,81
ces,ce,74
misères,misère,22
et,et,82
saisi,saisi,31
d',de,81
un,un,71
élan,élan,21
nouveau,nouveau,30
",",",",p
je,je,51
m',je,51
écriais,écrier,18
en,en,81
moi-même,moi-même,51
:,:,p
“,“,p
que,que,52
ne,ne,60
puis,pouvoir,17
je,je,51
persévérer,persévérer,14
en,en,81
ces,ce,74
pensées,pensée,22
!,!,p
“,“,p
comme,comme,83
je,je,51
reprenais,reprendre,18
le,le,71
livre,livre,21
et,et,82
le,le,52
rouvrais,rouvrir,18
au,à,81
au,le,71
hasard,hasard,21
un,un,52
des,de,81
des,le,71
rayons,rayon,21
du,de,81
du,le,71
matin,matin,21
",",",",p
m',je,51
arrivant,arriver,13
par,par,81
un,un,71
coin,coin,21
du,de,81
du,le,71
vitrage,vitrage,21
bleu,bleu,30
du,de,81
du,le,71
fond,fond,21
tomba,tomber,19
tout,tout,60
exprès,exprès,60
pour,pour,81
illuminer,illuminer,14
à,à,81
mes,mon,73
yeux,oeil,21
ce,ce,74
verset,verset,21
secourable,secourable,30
:,:,p
“,“,p
quelqu'un,quelqu'un,52
dont,dont,52
la,le,71
vie,vie,22
se,se,51
passait,passer,18
dans,dans,81
l',le,71
anxiété,anxiété,22
",",",",p
et,et,82
qui,qui,52
flottait,flotter,18
fréquemment,fréquemment,60
entre,entre,81
la,le,71
crainte,crainte,22
et,et,82
l',le,71
espérance,espérance,22
",",",",p
un,un,71
certain,certain,75
jour,jour,21
",",",",p
sous,sous,81
le,le,71
poids,poids,21
d',de,81
un,un,71
chagrin,chagrin,21
",",",",p
étant,être,13
entré,entrer,12
dans,dans,81
une,un,71
église,église,22
",",",",p
s',se,51
y,y,52
prosterna,prosterner,19
devant,devant,81
un,un,71
autel,autel,21
en,en,81
prière,prière,22
",",",",p
et,et,82
il,il,51
se,se,51
disait,dire,18
tout,tout,60
bas,bas,60
:,:,p
oh,oh,93
!,!,p
si,si,83
je,je,51
savais,savoir,18
que,que,83
je,je,51
dusse,devoir,18
dorénavant,dorénavant,60
persévérer,persévérer,14
/!,/!,P
et,et,82
incontinent,incontinent,30
il,il,51
entendit,entendre,19
au-dedans,au-dedans,60
de,de,81
lui,lui,51
l',le,71
oracle,oracle,21
divin,divin,30
qui,qui,52
répondait,répondre,18
:,:,p
“,“,p
si,si,83
tu,tu,51
savais,savoir,18
cela,cela,52
",",",",p
que,que,52
voudrais,vouloir,16
tu,tu,51
faire,faire,14
/?,/?,P
fais,faire,17
donc,donc,82
maintenant,maintenant,60
ce,ce,52
que,que,83
tu,tu,51
voudrais,vouloir,16
faire,faire,14
alors,alors,60
et,et,82
tu,tu,51
seras,être,15
apaisé,apaiser,12
/.,/.,P
“,“,p
il,il,51
me,je,51
parut,paraître,19
que,que,83
j',je,51
étais,être,18
exactement,exactement,60
ce,ce,52
quelqu'un,quelqu'un,52
à,à,81
qui,qui,52
s',se,51
adressait,adresser,18
la,le,71
règle,régle,22
infaillible,infaillible,30
;,;,p
l',le,71
inspiration,inspiration,22
du,de,81
du,le,71
bienfaisant,bienfaisant,30
conseil,conseil,21
se,se,51
répandit,répandre,19
sur,sur,81
toute,tout,75
cette,ce,74
journée,journée,22
et,et,82
les,le,71
suivantes,suivant,30
:,:,p
vous,vous,51
verrez,voir,15
si,si,83
elle,il,51
durera,durer,15
/.,/.,P
étant,être,13
allé,aller,12
dans,dans,81
la,le,71
matinée,matinée,22
chez,chez,81
le,le,71
marquis,marquis,21
",",",",p
il,il,51
me,je,51
reçut,recevoir,19
avec,avec,81
un,un,71
mouvement,mouvement,21
vrai,vrai,30
d',de,81
affection,affection,22
et,et,82
une,un,71
rapidité,rapidité,22
délicate,délicat,30
qui,qui,52
m',je,51
adoucit,adoucir,19
l',le,71
embarras,embarras,21
:,:,p
“,“,p
mon,mon,73
cher,cher,30
Amaury,Amaury,20
",",",",p
dit,dire,19
il,il,51
aussitôt,aussitôt,60
",",",",p
je,je,51
vous,vous,51
remercie,remercier,17
de,de,81
votre,votre,73
consolation,consolation,22
si,si,60
inépuisable,inépuisable,30
et,et,82
de,de,81
votre,votre,73
cordiale,cordial,30
confiance,confiance,22
/.,/.,P
j',je,51
avais,avoir,18
déjà,déjà,60
pensé,penser,12
aussi,aussi,60
à,à,81
quelques,quelque,75
inconvénients,inconvénient,21
que,que,52
vous,vous,51
m',je,51
indiquez,indiquer,17
",",",",p
et,et,82
je,je,51
n',ne,60
avais,avoir,18
pas,pas,60
été,être,12
convaincu,convaincre,12
/.,/.,P
c',ce,52
est,être,17
vous-même,vous-même,51
surtout,surtout,60
que,que,83
vous,vous,51
devez,devoir,17
consulter,consulter,14
en,en,81
définitive,définitif,30
/.,/.,P
mais,mais,82
ne,ne,60
vous,vous,51
mettez,mettre,17
pas,pas,60
",",",",p
je,je,51
vous,vous,51
prie,prier,17
",",",",p
à,à,81
tourmenter,tourmenter,14
avec,avec,81
votre,votre,73
pensée,pensée,22
inquiète,inquiet,30
une,un,71
situation,situation,22
simple,simple,30
",",",",p
et,et,82
que,que,83
tous,tout,75
les,le,71
bons,bon,30
et,et,82
loyaux,loyal,30
sentiments,sentiment,21
garantissent,garantir,18
/.,/.,P
