11407
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - 170e extrait>,<>,<>
à,à,81
la,le,71
taille,taille,22
ronde,rond,30
de,de,81
cette,ce,74
belle,beau,30
fille,fille,22
",",",",p
que,que,52
pressait,presser,18
dans,dans,81
ses,son,73
bras,bras,21
un,un,71
sale,sale,30
capucin,capucin,21
/.,/.,P
-,-,p
est,être,17
il,il,51
possible,possible,30
",",",",p
me,je,51
dis,dire,19
je,je,51
",",",",p
qu',que,83
une,un,71
si,si,60
jolie,joli,30
chose,chose,22
soit,être,17
en,en,81
de,de,81
si,si,60
laides,laid,30
mains,main,22
?,?,p
et,et,82
si,si,83
Catherine,Catherine,20
me,je,51
dédaigne,dédaigner,17
",",",",p
faut,falloir,17
il,il,51
encore,encore,60
qu',que,83
elle,il,51
me,je,51
rende,rendre,17
ses,son,73
mépris,mépris,21
plus,plus,60
cruels,cruel,30
par,par,81
le,le,71
goût,goût,21
qu',que,52
elle,il,51
a,avoir,17
de,de,81
ce,ce,74
vilain,vilain,30
frère,frère,21
Ange,Ange,20
/?,/?,P
cette,ce,74
préférence,préférence,22
me,je,51
semblait,sembler,18
étonnante,étonnant,30
et,et,82
j',je,51
en,en,52
concevais,concevoir,18
autant,autant,60
de,de,81
surprise,surprise,22
que,que,83
de,de,81
dégoût,dégoût,21
/.,/.,P
mais,mais,82
je,je,51
n',ne,60
étais,être,18
pas,pas,60
en,en,81
vain,vain,30
l',le,71
élève,élève,21
de,de,81
monsieur,monsieur,21
Jérôme,Jérôme,20
Coignard,Coignard,20
/.,/.,P
ce,ce,74
maître,maître,21
incomparable,incomparable,30
avait,avoir,18
formé,former,12
mon,mon,73
esprit,esprit,21
à,à,81
la,le,71
méditation,méditation,22
/.,/.,P
je,je,51
me,je,51
représentai,représenter,19
les,le,71
satyres,satyre,21
qu',que,52
on,on,51
voit,voir,17
dans,dans,81
les,le,71
jardins,jardin,21
ravissant,ravir,13
des,de,81
des,le,71
nymphes,nymphe,22
",",",",p
et,et,82
fis,faire,19
réflexion,réflexion,22
que,que,83
",",",",p
si,si,83
Catherine,Catherine,20
était,être,18
faite,faire,12
comme,comme,83
une,un,71
nymphe,nymphe,22
",",",",p
ces,ce,74
satyres,satyre,21
",",",",p
tels,tel,75
qu',que,83
on,on,51
nous,nous,51
les,le,52
montre,montrer,17
",",",",p
étaient,être,18
aussi,aussi,60
affreux,affreux,30
que,que,83
ce,ce,74
capucin,capucin,21
/.,/.,P
j',je,51
en,en,52
conclus,conclure,19
que,que,83
je,je,51
ne,ne,60
devais,devoir,18
pas,pas,60
m',je,51
étonner,étonner,14
excessivement,excessivement,60
de,de,81
ce,ce,52
que,que,52
je,je,51
venais,venir,18
de,de,81
voir,voir,14
/.,/.,P
pourtant,pourtant,60
mon,mon,73
chagrin,chagrin,21
ne,ne,60
fut,être,19
point,point,60
dissipé,dissiper,12
par,par,81
ma,mon,73
raison,raison,22
",",",",p
sans,sans,81
doute,doute,21
parce qu',parce que,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
point,point,60
sa,son,73
source,source,22
/.,/.,P
ces,ce,74
méditations,méditation,22
me,je,51
conduisirent,conduire,19
",",",",p
à,à,81
travers,travers,21
les,le,71
ombres,ombre,22
de,de,81
la,le,71
nuit,nuit,22
et,et,82
les,le,71
boues,boue,22
du,de,81
du,le,71
dégel,dégel,21
",",",",p
jusqu',jusque,81
à,à,81
la,le,71
route,route,22
de,de,81
Saint-Germain,Saint-Germain,20
",",",",p
où,où,60
je,je,51
rencontrai,rencontrer,19
monsieur,monsieur,21
l',le,71
abbé,abbé,21
Jérôme,Jérôme,20
Coignard,Coignard,20
qui,qui,52
",",",",p
ayant,avoir,13
soupé,souper,12
en,en,81
ville,ville,22
",",",",p
rentrait,rentrer,18
de,de,81
nuit,nuit,22
à,à,81
la,le,71
Croix des Sablons,Croix des Sablons,20
/.,/.,P
-,-,p
mon,mon,73
fils,fils,21
",",",",p
me,je,51
dit,dire,19
il,il,51
",",",",p
je,je,51
viens,venir,17
de,de,81
m',je,51
entretenir,entretenir,14
de,de,81
Zozime,Zozime,20
et,et,82
des,de,81
des,le,71
gnostiques,gnostique,30
à,à,81
la,le,71
table,table,22
d',de,81
un,un,71
ecclésiastique,ecclésiastique,21
très,très,60
docte,docte,30
",",",",p
d',de,81
un,un,71
autre,autre,75
Pereisc,Pereisc,20
/.,/.,P
le,le,71
vin,vin,21
était,être,18
rude,rude,30
et,et,82
la,le,71
chère,cher,30
médiocre,médiocre,22
/.,/.,P
mais,mais,82
le,le,71
nectar,nectar,21
et,et,82
l',le,71
ambroisie,ambroisie,22
coulaient,couler,18
de,de,81
tous,tout,75
les,le,71
discours,discours,21
/.,/.,P
mon,mon,73
bon,bon,30
maître,maître,21
me,je,51
parla,parler,19
ensuite,ensuite,60
du,de,81
du,le,71
Panopolitain,Panopolitain,20
avec,avec,81
une,un,71
éloquence,éloquence,22
inconcevable,inconcevable,30
/.,/.,P
hélas,hélas,60
!,!,p
je,je,51
l',le,52
écoutai,écouter,19
mal,mal,60
",",",",p
songeant,songer,13
à,à,81
cette,ce,74
goutte,goutte,22
de,de,81
clair,clair,21
de,de,81
lune,lune,22
qui,qui,52
était,être,18
tombée,tomber,12
dans,dans,81
la,le,71
nuit,nuit,22
sur,sur,81
les,le,71
lèvres,lèvre,22
de,de,81
Catherine,Catherine,20
/.,/.,P
enfin,enfin,60
",",",",p
il,il,51
s',se,51
arrêta,arrêter,19
et,et,82
je,je,51
lui,lui,51
demandai,demander,19
sur,sur,81
quel,quel,75
fondement,fondement,21
les,le,71
Grecs,Grec,20
avaient,avoir,18
établi,établir,12
le,le,71
goût,goût,21
des,de,81
des,le,71
nymphes,nymphe,22
pour,pour,81
les,le,71
satyres,satyre,21
/.,/.,P
mon,mon,73
bon,bon,30
maître,maître,21
était,être,18
prêt,prêt,30
à,à,81
répondre,répondre,14
sur,sur,81
toutes,tout,75
les,le,71
questions,question,22
",",",",p
tant,tant,60
son,son,73
savoir,savoir,21
avait,avoir,18
d',de,81
étendue,étendue,22
/.,/.,P
il,il,51
me,je,51
dit,dire,19
:,:,p
-,-,p
mon,mon,73
fils,fils,21
",",",",p
ce,ce,74
goût,goût,21
est,être,17
fondé,fonder,12
sur,sur,81
une,un,71
sympathie,sympathie,22
naturelle,naturel,30
/.,/.,P
il,il,51
est,être,17
vif,vif,30
",",",",p
bien,bien,60
que,que,83
moins,moins,60
ardent,ardent,30
que,que,83
le,le,71
goût,goût,21
des,de,81
des,le,71
satyres,satyre,21
pour,pour,81
les,le,71
nymphes,nymphe,22
",",",",p
auquel,à,81
auquel,lequel,52
il,il,51
correspond,correspondre,17
/.,/.,P
les,le,71
poètes,poète,21
ont,avoir,17
très,très,60
bien,bien,60
observé,observer,12
cette,ce,74
distinction,distinction,22
/.,/.,P
à,à,81
ce,ce,74
propos,propos,21
",",",",p
je,je,51
vous,vous,51
conterai,conter,15
une,un,71
singulière,singulier,30
aventure,aventure,22
que,que,52
j',je,51
ai,avoir,17
lue,lire,12
dans,dans,81
un,un,71
manuscrit,manuscrit,21
qui,qui,52
faisait,faire,18
partie,partie,22
de,de,81
la,le,71
bibliothèque,bibliothèque,22
de,de,81
monsieur,monsieur,21
l',le,71
évêque,évêque,21
de,de,81
Séez,Séez,20
/.,/.,P
c',ce,52
était,être,18
",",",",p
(,(,p
je,je,51
le,le,52
vois,voir,17
encore,encore,60
),),p
un,un,71
recueil,recueil,21
in-folio,in-folio,21
",",",",p
d',de,81
une,un,71
bonne,bon,30
écriture,écriture,22
du,de,81
du,le,71
siècle,siècle,21
dernier,dernier,30
/.,/.,P
voici,voici,81
le,le,71
fait,fait,21
singulier,singulier,30
qui,qui,52
y,y,52
est,être,17
rapporté,rapporter,12
/.,/.,P
un,un,71
gentilhomme,gentilhomme,21
normand,normand,30
et,et,82
sa,son,73
femme,femme,22
prirent,prendre,19
part,part,22
à,à,81
un,un,71
divertissement,divertissement,21
public,public,30
",",",",p
déguisés,déguisé,31
l',le,71
un,un,52
en,en,81
Satyre,Satyre,20
",",",",p
l',le,71
autre,autre,52
en,en,81
nymphe,nymphe,22
/.,/.,P
on,on,51
sait,savoir,17
",",",",p
par,par,81
Ovide,Ovide,20
",",",",p
avec,avec,81
quelle,quel,75
ardeur,ardeur,22
les,le,71
satyres,satyre,21
poursuivent,poursuivre,17
les,le,71
nymphes,nymphe,22
/.,/.,P
ce,ce,74
gentilhomme,gentilhomme,21
avait,avoir,18
lu,lire,12
les,le,71
métamorphoses,métamorphose,22
/.,/.,P
il,il,51
entra,entrer,19
si,si,60
bien,bien,60
dans,dans,81
l',le,71
esprit,esprit,21
de,de,81
son,son,73
déguisement,déguisement,21
que,que,52
",",",",p
neuf,neuf,72
mois,mois,21
après,après,81
",",",",p
sa,son,73
femme,femme,22
lui,lui,51
donna,donner,19
un,un,71
enfant,enfant,21
qui,qui,52
avait,avoir,18
le,le,71
front,front,21
cornu,cornu,30
et,et,82
des,de,81
des,le,71
pieds,pied,21
de,de,81
bouc,bouc,21
/.,/.,P
nous,nous,51
ne,ne,60
savons,savoir,17
ce,ce,52
qu',que,52
il,il,51
advint,advenir,19
du,de,81
du,le,71
père,père,21
",",",",p
sinon,sinon,83
que,que,83
",",",",p
par,par,81
un,un,71
sort,sort,21
commun,commun,30
à,à,81
toute,tout,75
créature,créature,22
",",",",p
il,il,51
mourut,mourir,19
",",",",p
laissant,laisser,13
avec,avec,81
son,son,73
petit,petit,30
capripède,capripède,21
un,un,71
autre,autre,75
enfant,enfant,21
plus,plus,60
jeune,jeune,30
",",",",p
chrétien,chrétien,30
celui-là,celui-là,52
",",",",p
et,et,82
de,de,81
forme,forme,22
humaine,humain,30
/.,/.,P
ce,ce,74
cadet,cadet,21
demanda,demander,19
à,à,81
la,le,71
justice,justice,22
que,que,83
son,son,73
frère,frère,21
fût,être,19
déchu,déchoir,12
de,de,81
l',le,71
héritage,héritage,21
paternel,paternel,30
pour,pour,81
cette,ce,74
raison,raison,22
qu',que,83
il,il,51
n',ne,60
appartenait,appartenir,18
pas,pas,60
à,à,81
l',le,71
espèce,espèce,22
rachetée,racheté,31
par,par,81
le,le,71
sang,sang,21
de,de,81
Jésus-Christ,Jésus-Christ,20
/.,/.,P
le,le,71
Parlement,parlement,21
de,de,81
Normandie,Normandie,20
siégeant,siéger,13
à,à,81
Rouen,Rouen,20
lui,lui,51
donna,donner,19
gain,gain,21
de,de,81
cause,cause,22
",",",",p
et,et,82
l',le,71
arrêt,arrêt,21
fut,être,19
enregistré,enregistrer,12
/.,/.,P
je,je,51
demandai,demander,19
à,à,81
mon,mon,73
bon,bon,30
maître,maître,21
s',si,83
il,il,51
était,être,18
possible,possible,30
qu',que,83
un,un,71
travestissement,travestissement,21
pût,pouvoir,18
avoir,avoir,14
un,un,71
tel,tel,75
effet,effet,21
sur,sur,81
la,le,71
nature,nature,22
",",",",p
et,et,82
que,que,83
la,le,71
façon,façon,22
d',de,81
un,un,71
enfant,enfant,21
résultât,résulter,18
de,de,81
celle,celui,52
d',de,81
un,un,71
habit,habit,21
/.,/.,P
monsieur,monsieur,21
l',le,71
abbé,abbé,21
Coignard,Coignard,20
m',je,51
engagea,engager,19
à,à,81
n',ne,60
en,en,52
rien,rien,52
croire,croire,14
/.,/.,P
-,-,p
Jacques,Jacques,20
Tournebroche,Tournebroche,20
",",",",p
mon,mon,73
fils,fils,21
",",",",p
me,je,51
dit,dire,19
il,il,51
",",",",p
qu',que,52
il,il,51
vous,vous,51
souvienne,souvenir,17
qu',que,83
un,un,71
bon,bon,30
esprit,esprit,21
repousse,repousser,17
tout,tout,52
ce,ce,52
qui,qui,52
est,être,17
contraire,contraire,30
à,à,81
la,le,71
raison,raison,22
",",",",p
hors,hors,81
en,en,81
matière,matière,22
de,de,81
foi,foi,22
",",",",p
où,où,60
il,il,51
convient,convenir,17
de,de,81
croire,croire,14
aveuglément,aveuglément,60
/.,/.,P
dieu,dieu,21
merci,merci,21
!,!,p
je,je,51
n',ne,60
ai,avoir,17
jamais,jamais,60
erré,errer,12
sur,sur,81
les,le,71
dogmes,dogme,21
de,de,81
notre,notre,73
très,très,60
sainte,saint,30
religion,religion,22
",",",",p
et,et,82
j',je,51
espère,espérer,17
bien,bien,60
me,je,51
trouver,trouver,14
en,en,81
cette,ce,74
disposition,disposition,22
à,à,81
l',le,71
article,article,21
de,de,81
la,le,71
mort,mort,22
/.,/.,P
en,en,81
devisant,deviser,13
de,de,81
la,le,71
sorte,sorte,22
",",",",p
nous,nous,51
arrivâmes,arriver,19
au,à,81
au,le,71
château,château,21
/.,/.,P
le,le,71
toit,toit,21
apparaissait,apparaître,18
éclairé,éclairé,31
par,par,81
une,un,71
lueur,lueur,22
rouge,rouge,30
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
ténèbres,ténèbre,22
/.,/.,P
d',de,81
une,un,52
des,de,81
des,le,71
cheminées,cheminée,22
sortaient,sortir,18
des,de,81
des,le,71
étincelles,étincelle,22
qui,qui,52
montaient,monter,18
en,en,81
gerbes,gerbe,22
pour,pour,81
retomber,retomber,14
en,en,81
pluie,pluie,22
d',de,81
or,or,21
sous,sous,81
une,un,71
fumée,fumée,22
épaisse,épais,30
dont,dont,52
le,le,71
ciel,ciel,21
était,être,18
voilé,voiler,12
/.,/.,P
nous,nous,51
crûmes,croire,19
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
que,que,83
les,le,71
flammes,flamme,22
dévoraient,dévorer,18
l',le,71
édifice,édifice,21
/.,/.,P
mon,mon,73
bon,bon,30
maître,maître,21
s',se,51
arrachait,arracher,18
les,le,71
cheveux,cheveu,21
et,et,82
gémissait,gémir,18
/.,/.,P
-,-,p
mon,mon,73
Zozime,Zozime,20
",",",",p
mes,mon,73
papyrus,papyrus,21
et,et,82
mes,mon,73
manuscrits,manuscrit,21
grecs,grec,30
/!,/!,P
au,à,81
au,le,71
secours,secours,21
!,!,p
au,à,81
au,le,71
secours,secours,21
!,!,p
mon,mon,73
Zozime,Zozime,20
/!,/!,P
courant,courir,13
par,par,81
la,le,71
grande,grand,30
allée,allée,22
",",",",p
sur,sur,81
les,le,71
flaques,flaque,22
d',de,81
eau,eau,22
qui,qui,52
reflétaient,refléter,18
des,de,81
des,le,71
lueurs,lueur,22
d',de,81
incendie,incendie,21
",",",",p
nous,nous,51
traversâmes,traverser,19
le,le,71
parc,parc,21
",",",",p
enseveli,enseveli,31
dans,dans,81
une,un,71
ombre,ombre,22
épaisse,épais,30
/.,/.,P
il,il,51
était,être,18
calme,calme,30
et,et,82
désert,désert,30
/.,/.,P
dans,dans,81
le,le,71
château,château,21
tout,tout,52
semblait,sembler,18
dormir,dormir,14
/.,/.,P
nous,nous,51
entendions,entendre,18
le,le,71
ronflement,ronflement,21
du,de,81
du,le,71
feu,feu,21
",",",",p
qui,qui,52
remplissait,remplir,18
l',le,71
escalier,escalier,21
obscur,obscur,30
/.,/.,P
nous,nous,51
montâmes,monter,19
deux,deux,72
à,à,81
deux,deux,72
les,le,71
degrés,degré,21
",",",",p
nous,nous,51
arrêtant,arrêter,13
par,par,81
moments,moment,21
pour,pour,81
écouter,écouter,14
d',de,81
où,où,60
venait,venir,18
ce,ce,74
bruit,bruit,21
épouvantable,épouvantable,30
/.,/.,P
il,il,51
nous,nous,51
parut,paraître,19
sortir,sortir,14
d',de,81
un,un,71
corridor,corridor,21
du,de,81
du,le,71
premier,premier,72
étage,étage,21
où,où,60
nous,nous,51
n',ne,60
avions,avoir,18
jamais,jamais,60
mis,mettre,12
les,le,71
pieds,pied,21
/.,/.,P
nous,nous,51
nous,nous,51
dirigeâmes,diriger,19
à tâtons,à tâtons,60
de,de,81
ce,ce,74
côté,côté,21
",",",",p
et,et,82
",",",",p
voyant,voir,13
par,par,81
les,le,71
fentes,fente,22
d',de,81
une,un,71
porte,porte,22
close,clos,31
des,de,81
des,le,71
clartés,clarté,22
rouges,rouge,30
",",",",p
nous,nous,51
heurtâmes,heurter,19
de,de,81
toutes,tout,75
nos,notre,73
forces,force,22
les,le,71
battants,battant,21
/.,/.,P
ils,ils,51
cédèrent,céder,19
tout,tout,60
à,à,81
coup,coup,21
/.,/.,P
monsieur,monsieur,21
d',de,81
Astarac,Astarac,20
",",",",p
qui,qui,52
venait,venir,18
de,de,81
les,le,52
ouvrir,ouvrir,14
",",",",p
se,se,51
tenait,tenir,18
tranquille,tranquille,30
devant,devant,81
nous,nous,51
/.,/.,P
sa,son,73
longue,long,30
forme,forme,22
noire,noir,30
se,se,51
dressait,dresser,18
dans,dans,81
un,un,71
air,air,21
enflammé,enflammé,31
/.,/.,P
il,il,51
nous,nous,51
demanda,demander,19
doucement,doucement,60
pour,pour,81
quelle,quel,75
affaire,affaire,22
pressante,pressant,30
nous,nous,51
le,le,52
cherchions,chercher,18
à,à,81
cette,ce,74
heure,heure,22
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
point,point,60
d',de,81
incendie,incendie,21
",",",",p
mais,mais,82
un,un,71
feu,feu,21
terrible,terrible,30
",",",",p
qui,qui,52
sortait,sortir,18
d',de,81
un,un,71
grand,grand,30
fourneau,fourneau,21
à,à,81
réverbère,réverbère,21
",",",",p
que,que,52
j',je,51
ai,avoir,17
su,savoir,12
depuis,depuis,81
s',se,51
appeler,appeler,14
athanor,athanor,21
/.,/.,P
toute,tout,75
cette,ce,74
salle,salle,22
",",",",p
assez,assez,60
vaste,vaste,30
",",",",p
était,être,18
pleine,plein,30
de,de,81
bouteilles,bouteille,22
de,de,81
verre,verre,21
au,à,81
au,le,71
long,long,30
col,col,21
",",",",p
sur,sur,81
lequel,lequel,52
serpentaient,serpenter,18
des,de,81
des,le,71
tubes,tube,21
de,de,81
verre,verre,21
à,à,81
bec,bec,21
de,de,81
canard,canard,21
",",",",p
des,de,81
des,le,71
cornues,cornue,22
semblables,semblable,30
à,à,81
des,de,81
des,le,71
visages,visage,21
joufflus,joufflu,30
",",",",p
d',de,81
où,où,60
partait,partir,18
un,un,71
nez,nez,21
comme,comme,83
une,un,71
trompe,trompe,22
",",",",p
des,de,81
des,le,71
creusets,creuset,21
",",",",p
des,de,81
des,le,71
matras,matra,21
",",",",p
des,de,81
des,le,71
coupelles,coupelle,22
",",",",p
des,de,81
des,le,71
cucurbites,cucurbite,22
",",",",p
et,et,82
des,de,81
des,le,71
vases,vase,21
de,de,81
formes,forme,22
inconnues,inconnu,30
/.,/.,P
mon,mon,73
bon,bon,30
maître,maître,21
dit,dire,19
",",",",p
en,en,81
s',se,51
épongeant,éponger,13
le,le,71
visage,visage,21
",",",",p
qui,qui,52
luisait,luire,18
comme,comme,83
braise,braise,22
:,:,p
-,-,p
ah,ah,93
!,!,p
monsieur,monsieur,21
",",",",p
nous,nous,51
avons,avoir,17
cru,croire,12
que,que,83
le,le,71
château,château,21
flambait,flamber,18
ainsi,ainsi,60
qu',que,83
une,un,71
paille,paille,22
sèche,sec,30
/.,/.,P
dieu,dieu,21
merci,merci,21
",",",",p
la,le,71
bibliothèque,bibliothèque,22
n',ne,60
est,être,17
pas,pas,60
brûlée,brûler,12
/.,/.,P
mais,mais,82
je,je,51
vois,voir,17
que,que,83
vous,vous,51
pratiquez,pratiquer,17
",",",",p
monsieur,monsieur,21
",",",",p
l',le,71
art,art,21
spagyrique,spagyrique,30
/.,/.,P
-,-,p
je,je,51
ne,ne,60
vous,vous,51
celerai,celer,15
pas,pas,60
",",",",p
répondit,répondre,19
monsieur,monsieur,21
d',de,81
Astarac,Astarac,20
",",",",p
que,que,83
j',je,51
y,y,52
ai,avoir,17
fait,faire,12
de,de,81
grands,grand,30
progrès,progrès,21
",",",",p
sans,sans,81
avoir,avoir,14
trouvé,trouver,12
toutefois,toutefois,60
le,le,71
thélème,thélème,21
qui,qui,52
rendra,rendre,15
mes,mon,73
travaux,travail,21
parfaits,parfait,31
/.,/.,P
au,à,81
au,le,71
moment,moment,21
même,même,30
où,où,60
vous,vous,51
avez,avoir,17
heurté,heurter,12
cette,ce,74
porte,porte,22
",",",",p
je,je,51
recueillais,recueillir,18
",",",",p
messieurs,monsieur,21
",",",",p
l',le,71
esprit,esprit,21
du,de,81
du,le,71
monde,monde,21
et,et,82
la,le,71
fleur,fleur,22
du,de,81
du,le,71
ciel,ciel,21
",",",",p
qui,qui,52
est,être,17
la,le,71
vraie,vrai,30
fontaine,fontaine,22
de,de,81
jouvence,jouvence,22
/.,/.,P
entendez,entendre,17
vous,vous,51
un,un,71
peu,peu,60
l',le,71
alchimie,alchimie,22
",",",",p
monsieur,monsieur,21
Coignard,Coignard,20
/?,/?,P
l',le,71
abbé,abbé,21
répondit,répondre,19
qu',que,83
il,il,51
en,en,52
avait,avoir,18
pris,prendre,12
quelque,quelque,75
teinture,teinture,22
dans,dans,81
les,le,71
livres,livre,21
",",",",p
mais,mais,82
qu',que,83
il,il,51
en,en,52
tenait,tenir,18
la,le,71
pratique,pratique,22
pour,pour,81
pernicieuse,pernicieux,30
et,et,82
contraire,contraire,30
à,à,81
la,le,71
religion,religion,22
/.,/.,P
monsieur,monsieur,21
d',de,81
Astarac,Astarac,20
sourit,sourire,19
et,et,82
dit,dire,19
encore,encore,60
:,:,p
-,-,p
vous,vous,51
êtes,être,17
trop,trop,60
habile,habile,30
homme,homme,21
",",",",p
monsieur,monsieur,21
Coignard,Coignard,20
",",",",p
pour,pour,81
ne,ne,60
pas,pas,60
connaître,connaître,14
l',le,71
aigle,aigle,21
volante,volant,30
",",",",p
l',le,71
oiseau,oiseau,21
d',de,81
Hermès,Hermès,20
",",",",p
le,le,71
poulet,poulet,21
d',de,81
Hermogène,Hermogène,20
",",",",p
la,le,71
tête,tête,22
de,de,81
corbeau,corbeau,21
",",",",p
le,le,71
lion,lion,21
vert,vert,30
et,et,82
le,le,71
phénix,phénix,21
-,-,p
j',je,51
ai,avoir,17
ouï,ouïr,12
dire,dire,14
",",",",p
répondit,répondre,19
mon,mon,73
bon,bon,30
maître,maître,21
",",",",p
que,que,83
ces,ce,74
noms,nom,21
désignaient,désigner,18
la,le,71
pierre,pierre,22
philosophale,philosophal,30
",",",",p
à,à,81
ses,son,73
divers,divers,30
états,état,21
/.,/.,P
mais,mais,82
je,je,51
doute,douter,17
qu',que,83
il,il,51
soit,être,17
possible,possible,30
de,de,81
transmuter,transmuter,14
les,le,71
métaux,métal,21
/.,/.,P
monsieur,monsieur,21
d',de,81
Astarac,Astarac,20
répliqua,répliquer,19
avec,avec,81
beaucoup,beaucoup,60
d',de,81
assurance,assurance,22
:,:,p
-,-,p
rien,rien,52
ne,ne,60
me,je,51
sera,être,15
plus,plus,60
facile,facile,30
",",",",p
monsieur,monsieur,21
",",",",p
que,que,83
de,de,81
mettre,mettre,14
fin,fin,22
à,à,81
votre,votre,73
incertitude,incertitude,22
/.,/.,P
il,il,51
alla,aller,19
ouvrir,ouvrir,14
un,un,71
vieux,vieux,30
bahut,bahut,21
boiteux,boiteux,30
",",",",p
adossé,adossé,31
au,à,81
au,le,71
mur,mur,21
",",",",p
y,y,52
prit,prendre,19
une,un,71
pièce,pièce,22
de,de,81
cuivre,cuivre,21
à,à,81
l',le,71
effigie,effigie,22
du,de,81
du,le,71
feu,feu,21
roi,roi,21
et,et,82
nous,nous,51
fit,faire,19
remarquer,remarquer,14
une,un,71
tache,tache,22
ronde,rond,30
qui,qui,52
la,le,52
traversait,traverser,18
de,de,81
part,part,22
en,en,81
part,part,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
",",",",p
dit,dire,19
il,il,51
",",",",p
l',le,71
effet,effet,21
de,de,81
la,le,71
pierre,pierre,22
qui,qui,52
a,avoir,17
changé,changer,12
le,le,71
cuivre,cuivre,21
en,en,81
argent,argent,21
/.,/.,P
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
là,là,60
qu',que,83
une,un,71
bagatelle,bagatelle,22
/.,/.,P
il,il,51
retourna,retourner,19
